,instrument,avg_score,pos_ratio,real_label,error,abs_error,code,name,datetime,KMID,KLEN,KMID2,KUP,KUP2,KLOW,KLOW2,KSFT,KSFT2,OPEN0,HIGH0,LOW0,VWAP0,ROC5,ROC10,ROC20,ROC30,ROC60,MA5,MA10,MA20,MA30,MA60,STD5,STD10,STD20,STD30,STD60,BETA5,BETA10,BETA20,BETA30,BETA60,RSQR5,RSQR10,RSQR20,RSQR30,RSQR60,RESI5,RESI10,RESI20,RESI30,RESI60,MAX5,MAX10,MAX20,MAX30,MAX60,MIN5,MIN10,MIN20,MIN30,MIN60,QTLU5,QTLU10,QTLU20,QTLU30,QTLU60,QTLD5,QTLD10,QTLD20,QTLD30,QTLD60,RANK5,RANK10,RANK20,RANK30,RANK60,RSV5,RSV10,RSV20,RSV30,RSV60,IMAX5,IMAX10,IMAX20,IMAX30,IMAX60,IMIN5,IMIN10,IMIN20,IMIN30,IMIN60,IMXD5,IMXD10,IMXD20,IMXD30,IMXD60,CORR5,CORR10,CORR20,CORR30,CORR60,CORD5,CORD10,CORD20,CORD30,CORD60,CNTP5,CNTP10,CNTP20,CNTP30,CNTP60,CNTN5,CNTN10,CNTN20,CNTN30,CNTN60,CNTD5,CNTD10,CNTD20,CNTD30,CNTD60,SUMP5,SUMP10,SUMP20,SUMP30,SUMP60,SUMN5,SUMN10,SUMN20,SUMN30,SUMN60,SUMD5,SUMD10,SUMD20,SUMD30,SUMD60,VMA5,VMA10,VMA20,VMA30,VMA60,VSTD5,VSTD10,VSTD20,VSTD30,VSTD60,WVMA5,WVMA10,WVMA20,WVMA30,WVMA60,VSUMP5,VSUMP10,VSUMP20,VSUMP30,VSUMP60,VSUMN5,VSUMN10,VSUMN20,VSUMN30,VSUMN60,VSUMD5,VSUMD10,VSUMD20,VSUMD30,VSUMD60
77,SH600085,-0.01128295534806108,0.3333333333333333,,,,SH600085,同仁堂,2026-04-22,-0.006117328,0.007916526,-0.77272886,0.0,0.0,0.0017991979,0.22727114,-0.00431813,-0.5454577,1.006155,1.006155,0.99818975,0.99930656,1.015577,1.0166513,1.035481,1.088001,1.1325237,1.0051565,1.0064934,1.0129346,1.0342356,1.0705928,0.0042407652,0.0057972656,0.01164605,0.03438689,0.045759223,-0.0021037962,-0.00018592211,-0.0013006405,-0.003445605,-0.0023481802,0.61526024,0.009428164,0.43654126,0.7781207,0.8031662,-0.0009489362,-0.0056567607,-0.0005784982,0.015725719,-0.0013214571,1.016677,1.0191976,1.0434599,1.1031857,1.1763229,0.99818975,0.9960313,0.9956751,0.9956751,0.9956751,1.0072633,1.0123303,1.0221599,1.0817583,1.1109427,1.003199,1.0012414,1.0034914,1.005431,1.0155053,0.2,0.1,0.1,0.06666667,0.033333335,0.09791961,0.17131436,0.09050766,0.04022763,0.023941018,0.2,0.5,0.1,0.16666667,0.23333333,1.0,0.3,0.45,0.6333333,0.81666666,-0.8,0.2,-0.35,-0.46666667,-0.5833333,-0.45943925,0.038086932,0.60682553,-0.09207741,0.38447392,-0.25403416,0.07600915,0.3360803,-0.013758566,0.07655489,0.2,0.4,0.3,0.3,0.4,0.6,0.5,0.6,0.6333333,0.55,-0.4,-0.1,-0.3,-0.33333334,-0.15,0.10928197,0.3648255,0.40201086,0.33238608,0.38007024,0.89071804,0.6351745,0.59798914,0.6676139,0.6199298,-0.781436,-0.27034903,-0.19597828,-0.33522785,-0.23985954,0.6814892,0.74405545,0.98950744,0.9571273,1.288591,0.18420334,0.18175074,0.3731494,0.35269895,0.7933388,0.8478405,1.0515943,1.3130012,1.5118054,1.3600763,0.6105722,0.5184972,0.49528185,0.5177879,0.49362275,0.38942775,0.48150277,0.5047182,0.48221216,0.5063772,0.22114448,0.03699448,-0.0094363345,0.035575703,-0.01275448
78,SH600905,-0.011587664287657123,0.3333333333333333,,,,SH600905,三峡能源,2026-04-22,-0.0048662224,0.0072992817,-0.66667145,0.002433059,0.33332855,0.0,0.0,-0.0072992817,-1.0,1.00489,1.007335,1.0,1.0024378,1.0046189,1.0092379,1.0854503,1.0669746,1.0184758,1.0023094,1.0034642,1.0254041,1.0405697,1.0279061,0.002828505,0.002494496,0.03739703,0.038662333,0.032522947,-1.0516847e-08,-0.00026593666,-0.005035684,-0.0036453134,0.0003055122,3.456187e-11,0.10418428,0.63461554,0.68896216,0.026913933,-0.0023094576,-0.002267482,0.022434842,0.0122873755,-0.036918692,1.0093724,1.0118164,1.1423818,1.1423818,1.1423818,0.99715245,0.99715245,0.99511,0.99511,0.9927999,1.0032333,1.0050808,1.0480369,1.0836028,1.0600462,1.0,1.0018476,1.0018476,1.0023094,1.0023094,0.3,0.15,0.125,0.083333336,0.108333334,0.23302408,0.19418645,0.03320403,0.03320403,0.048135143,0.8,0.4,0.05,0.36666667,0.68333334,0.8,0.9,0.45,0.6333333,0.18333334,0.0,-0.5,-0.4,-0.26666668,0.5,0.56050336,0.14799704,0.8602515,0.90614945,0.88060963,0.7564296,0.67200434,0.30472636,0.40108112,0.41292006,0.2,0.3,0.25,0.3,0.4,0.6,0.5,0.55,0.53333336,0.46666667,-0.4,-0.2,-0.3,-0.23333333,-0.06666667,0.37500072,0.35714215,0.2716048,0.39416036,0.47999993,0.6249993,0.64285785,0.72839516,0.6058396,0.52000004,-0.24999857,-0.28571567,-0.45679036,-0.21167926,-0.040000126,0.9229523,0.8780837,1.597628,2.130111,1.7144452,0.19374831,0.15416573,1.1569269,1.3285613,1.1148585,0.9688968,0.96123105,1.6097699,1.3856261,1.6942075,0.6078978,0.44241783,0.38324615,0.4524488,0.50179714,0.39210218,0.5575822,0.6167539,0.5475512,0.49820286,0.21579564,-0.11516436,-0.23350771,-0.09510242,0.003594256
79,SH600196,-0.012647871345977677,0.1111111111111111,,,,SH600196,复星医药,2026-04-22,-0.002339153,0.01325534,-0.17646873,0.00662767,0.5,0.004288517,0.32353127,-0.004678306,-0.35293746,1.0023446,1.0089879,0.99570143,1.0010997,1.047285,1.047285,0.94997233,1.0226536,1.0722857,1.0155437,1.0261346,1.0296329,1.0154276,1.0281152,0.017831448,0.016889088,0.021115113,0.03084996,0.03192014,-0.010701751,-0.004288245,-0.00025941696,0.0015321462,-0.00076493144,0.9004849,0.5909602,0.005282968,0.1911582,0.1751521,0.0058598574,-0.0068375324,-0.027168421,-0.037643723,-0.005549691,1.0499986,1.0586176,1.0687708,1.0687708,1.111764,0.99570143,0.99570143,0.96912366,0.92261034,0.92261034,1.026161,1.0389884,1.0441414,1.0427437,1.050708,1.0012448,1.0090667,1.0090667,0.99693555,1.0013977,0.2,0.1,0.15,0.26666668,0.18333334,0.07916747,0.06832227,0.30985683,0.52948445,0.40913638,0.2,0.5,0.35,0.56666666,0.1,1.0,1.0,0.05,0.3,0.65,-0.8,-0.5,0.3,0.26666668,-0.55,0.21128106,0.41415498,0.49356416,0.48050284,0.41137493,-0.3213968,0.46347496,0.66011494,0.22434072,0.24258421,0.0,0.2,0.35,0.36666667,0.41666666,1.0,0.8,0.65,0.6333333,0.5833333,-1.0,-0.6,-0.3,-0.26666668,-0.16666667,0.0,0.21330383,0.6147055,0.4673657,0.4460242,1.0,0.7866962,0.3852945,0.5326343,0.55397576,-1.0,-0.57339233,0.229411,-0.06526859,-0.10795155,0.9336345,0.99823946,1.1823311,1.0285643,1.0263476,0.14854042,0.29601845,0.37291017,0.38975573,0.3904471,0.9771302,0.9313652,1.173921,1.2060012,1.1311651,0.2824887,0.46794987,0.5169738,0.51615435,0.5032483,0.7175113,0.53205013,0.48302624,0.48384565,0.49675173,-0.4350226,-0.06410026,0.03394754,0.03230867,0.006496545
80,SZ000963,-0.013467120051828712,0.2222222222222222,,,,,,2026-04-22,0.005001508,0.00882611,0.56667185,0.002942008,0.3333301,0.0008825938,0.09999806,0.0029420939,0.3333398,0.99502337,1.0029274,0.99414515,0.9982322,1.0441984,1.0611744,0.99151194,1.0368826,1.1264734,1.0093694,1.0245913,1.0329762,1.0311183,1.0447606,0.014115512,0.021247022,0.026990663,0.025946958,0.034138665,-0.0077282074,-0.0061209914,-0.0010322945,-0.00020503922,-0.0011548584,0.7493837,0.76077956,0.05119743,0.004839524,0.34903115,0.006087065,0.002953154,-0.023169404,-0.028145246,-0.010692308,1.0380602,1.0685081,1.0878233,1.0878233,1.1539811,0.99414515,0.99414515,0.9689689,0.9689689,0.9689689,1.0134071,1.0458395,1.0565027,1.0553348,1.0657549,0.99947464,1.0063214,1.0063214,1.0063214,1.0083708,0.4,0.2,0.175,0.18333334,0.14166667,0.13332154,0.07873297,0.26108494,0.26108494,0.1677246,0.2,0.2,0.35,0.56666666,0.016666668,1.0,1.0,0.15,0.43333334,0.71666664,-0.8,-0.8,0.2,0.13333334,-0.7,0.68147075,0.76326394,0.74430466,0.5656951,0.17382312,-0.6262094,0.16149136,0.60930806,0.4351736,0.16662072,0.2,0.4,0.5,0.46666667,0.45,0.8,0.6,0.5,0.53333336,0.55,-0.6,-0.2,0.0,-0.06666667,-0.1,0.053117268,0.23544897,0.5144548,0.45679265,0.41987574,0.9468827,0.76455104,0.4855452,0.54320735,0.58012426,-0.89376545,-0.529102,0.028909594,-0.0864147,-0.16024853,1.3891585,1.6755049,1.8263614,1.7101096,1.6565413,0.34442788,0.44900724,0.6585119,0.60917836,0.6076154,1.0927218,1.013641,1.3384457,1.3017505,1.326982,0.049350288,0.3540191,0.48346767,0.47449765,0.4927136,0.95064974,0.6459809,0.5165323,0.5255023,0.5072864,-0.9012994,-0.29196176,-0.033064637,-0.051004697,-0.014572826
81,SZ000999,-0.014247738805417992,0.3333333333333333,,,,,,2026-04-22,-0.002913354,0.004369974,-0.6666753,0.00036418345,0.083337665,0.0010924367,0.249987,-0.0021851007,-0.500026,1.0029218,1.0032871,0.99890435,1.000201,1.0244542,1.0292326,1.04413,1.0931321,1.0398201,1.0056778,1.0080483,1.0191933,1.0355258,1.044458,0.0057553723,0.008218031,0.0147564085,0.02731656,0.027098149,-0.003054431,-0.0009386445,-0.0018053432,-0.0028192739,-0.0005235276,0.7041314,0.11958538,0.5238732,0.8255136,0.11384128,0.00043098297,-0.0038244417,-0.0020425364,0.005353681,-0.029013922,1.0254979,1.0270423,1.0551192,1.0974998,1.1135305,0.9985047,0.9973881,0.9973881,0.9973881,0.9973881,1.0077018,1.0152721,1.0300946,1.0651363,1.0710578,1.0029233,1.0011243,1.0036541,1.0102315,1.0203505,0.2,0.2,0.1,0.06666667,0.033333335,0.055394705,0.08807801,0.045242134,0.02608957,0.02248853,0.2,0.1,0.35,0.26666668,0.48333332,0.6,0.4,0.7,0.8,0.9,-0.4,-0.3,-0.35,-0.53333336,-0.41666666,0.66738766,0.8425536,0.56157845,0.0488631,0.2689301,-0.10770858,0.72091484,0.6264191,0.58288574,0.57904565,0.2,0.4,0.4,0.36666667,0.41666666,0.8,0.6,0.6,0.6333333,0.56666666,-0.6,-0.2,-0.2,-0.26666668,-0.15,0.07492019,0.3395064,0.39791968,0.35767496,0.46645626,0.9250798,0.6604936,0.6020803,0.64232504,0.53354377,-0.85015965,-0.3209872,-0.20416063,-0.28465006,-0.06708747,1.2648904,1.5482988,1.5840636,1.5526053,1.6473144,0.39665297,0.6003745,0.4541717,0.4843898,0.7860905,0.9489136,1.1136339,0.8155608,0.9244693,1.8082432,0.07378323,0.45086718,0.4636755,0.47964224,0.50582814,0.9262168,0.5491328,0.5363245,0.5203578,0.49417183,-0.85243356,-0.09826566,-0.07264898,-0.04071554,0.011656315
82,SH600011,-0.015642720056427264,0.4444444444444444,,,,SH600011,华能国际,2026-04-22,-0.0085348375,0.017069675,-0.5,0.0028449167,0.16666496,0.005689921,0.33333504,-0.0056898333,-0.33332992,1.0086083,1.0114777,0.9942611,1.0021131,1.0043396,0.9842691,1.078926,1.078926,1.0745864,0.99945754,0.99530786,1.0101708,1.0366513,1.0338893,0.0062292772,0.009222511,0.035565205,0.04972153,0.042973243,0.0005695682,0.0021122515,-0.0037416564,-0.004882259,-0.00036255273,0.020900475,0.48084414,0.38738716,0.74723005,0.021709306,-0.0005966905,-0.0048129745,0.025374865,0.03414146,-0.02319403,1.0144976,1.0144976,1.1263727,1.1479133,1.1479133,0.98723394,0.97275573,0.95558965,0.95558965,0.95558965,1.0038514,1.0032547,1.0158937,1.0806075,1.0754544,0.9947925,0.98931384,0.9877407,0.99262273,0.9956604,0.6,0.7,0.5,0.33333334,0.31666666,0.4682437,0.65268326,0.2600396,0.23091461,0.23091461,0.8,0.9,0.05,0.1,0.55,0.8,0.1,0.45,0.6333333,0.81666666,0.0,0.8,-0.4,-0.53333336,-0.26666668,0.17725436,0.5168789,0.6710998,0.62074614,0.56363106,0.25212288,0.4135827,0.012273121,0.18556789,0.05289759,0.2,0.5,0.4,0.4,0.4,0.8,0.5,0.6,0.56666666,0.51666665,-0.6,0.0,-0.2,-0.16666667,-0.11666667,0.4402985,0.62083334,0.3466807,0.40820187,0.44809362,0.5597015,0.37916666,0.6533193,0.5917981,0.5519064,-0.11940298,0.24166666,-0.3066386,-0.18359624,-0.10381277,0.7753167,0.65843564,0.8398591,0.89261913,0.79263544,0.2893559,0.24394569,0.41502622,0.36748198,0.36967617,1.007478,1.014853,1.177997,1.0078696,1.1259629,0.7268807,0.55369043,0.4698554,0.511999,0.5189972,0.27311927,0.44630954,0.5301446,0.48800102,0.4810028,0.45376146,0.10738092,-0.060289185,0.023997964,0.037994392
83,SH600887,-0.016630795112956866,0.2222222222222222,,,,SH600887,伊利股份,2026-04-22,-0.011336924,0.011727891,-0.9666634,0.0,0.0,0.0003909679,0.03333659,-0.010945955,-0.93332684,1.011467,1.011467,0.9996045,1.002786,1.0158169,1.0454729,1.0162126,1.0438904,1.0711722,1.0071172,1.0172,1.0277376,1.0334779,1.0407472,0.0050563347,0.012118981,0.014676602,0.017806895,0.018715927,-0.0017786474,-0.0037550966,-0.0017971433,-0.0014579791,-0.00069693144,0.30934855,0.8800786,0.52478623,0.5195507,0.4229191,-0.003559898,-0.00030208458,-0.010664753,-0.012337222,-0.020187631,1.0173966,1.0470519,1.0569377,1.0695943,1.0865932,0.9996045,0.9996045,0.9996045,0.9996045,0.9996045,1.0109936,1.0287063,1.0412791,1.0454729,1.0582039,1.0031617,1.0077502,1.0119406,1.0151048,1.0259377,0.2,0.1,0.05,0.033333335,0.016666668,0.022226341,0.008334523,0.00689742,0.005650128,0.004546009,0.2,0.2,0.25,0.16666667,0.23333333,1.0,1.0,1.0,1.0,1.0,-0.8,-0.8,-0.75,-0.8333333,-0.76666665,-0.42393848,-0.82097316,-0.6464924,-0.113666,0.2695814,-0.9485066,-0.46424565,-0.23319274,-0.32467282,-0.013059348,0.4,0.4,0.55,0.53333336,0.46666667,0.6,0.6,0.45,0.43333334,0.5,-0.2,-0.2,0.1,0.1,-0.033333335,0.22979905,0.13837259,0.42435235,0.38365257,0.4149417,0.77020097,0.8616274,0.57564765,0.61634743,0.5850583,-0.54040194,-0.72325486,-0.15129527,-0.23269486,-0.1701166,0.9596054,0.8307827,0.7381581,0.82457167,1.0676508,0.1569339,0.22455962,0.20323884,0.2432304,0.4491123,0.6696978,0.7787211,0.85326755,1.5422516,1.5512094,0.4509498,0.50375164,0.51867133,0.4928038,0.49900272,0.5490502,0.4962484,0.4813287,0.5071962,0.50099725,-0.09810044,0.007503221,0.03734262,-0.014392391,-0.0019945432
84,SH688009,-0.017051166385473993,0.2222222222222222,,,,SH688009,中国通号,2026-04-22,0.0,0.007476663,0.0,0.0037383316,0.5,0.0037383316,0.5,0.0,0.0,1.0,1.0037383,0.99626166,0.9997204,1.0061634,1.0354393,1.0246533,1.1432974,1.0015409,1.0015409,1.0083206,1.0222651,1.0479712,1.0531074,0.0026688264,0.009279181,0.021758953,0.05280502,0.04310454,-0.00046224863,-0.0026894542,-0.0031129457,-0.0050643496,-0.0005617036,0.07499817,0.7700526,0.7163663,0.7128508,0.051792655,-0.00061636156,0.0037820118,0.007307909,0.025461785,-0.036537133,1.0093458,1.033671,1.0896693,1.1913927,1.1913927,0.99252343,0.99252343,0.99252343,0.99252343,0.99252343,1.0024654,1.0141757,1.0419106,1.0819724,1.0788907,1.0,1.0,1.0052389,1.0061634,1.0135593,0.4,0.2,0.1,0.06666667,0.033333335,0.44444072,0.18170092,0.07696207,0.03759531,0.03759531,0.2,0.2,0.25,0.033333335,0.51666665,0.2,0.6,0.8,0.8666667,0.93333334,0.0,-0.4,-0.55,-0.8333333,-0.41666666,-0.048897207,0.03327379,0.49937332,0.61240953,0.554655,-0.71965367,-0.16837797,0.28918076,0.10165062,0.4124832,0.4,0.3,0.35,0.3,0.4,0.6,0.7,0.6,0.6333333,0.56666666,-0.2,-0.4,-0.25,-0.33333334,-0.16666667,0.3571436,0.20513028,0.45000005,0.3560373,0.49917352,0.6428564,0.7948697,0.54999995,0.64396274,0.5008265,-0.28571278,-0.58973944,-0.09999991,-0.28792545,-0.0016529685,1.4947718,1.4380476,1.825401,2.0700433,2.185302,0.44689456,0.31237078,0.7812682,0.8022998,0.87920797,0.7306352,0.744923,1.483453,1.1751469,1.2433819,0.4508244,0.33916175,0.46122766,0.4170601,0.4884676,0.54917556,0.66083825,0.53877234,0.5829399,0.51153237,-0.09835118,-0.32167652,-0.0775447,-0.1658798,-0.023064764
85,SH600674,-0.017225023122529045,0.0,,,,SH600674,川投能源,2026-04-22,-0.009247015,0.022457063,-0.41176423,0.012549543,0.5588238,0.0006605054,0.029411921,-0.021136053,-0.9411762,1.0093334,1.022,0.9993333,1.0079252,0.97600776,0.9913557,1.0280203,1.0526888,0.94066626,0.99201435,0.98128253,0.9955823,1.0108827,0.98277026,0.018419301,0.017615408,0.024442181,0.031461887,0.04556977,0.0088618435,0.0040995674,-0.0023717016,-0.0029312375,0.0014587293,0.57868457,0.49648032,0.32954007,0.67271984,0.31253275,-0.009738029,0.00026943057,0.026948858,0.0316202,-0.025802784,1.032019,1.032019,1.0506827,1.0906812,1.0906812,0.964677,0.9500222,0.9500222,0.9500222,0.9013379,1.0049514,1.0006703,1.0116138,1.0378759,1.0286847,0.9754903,0.96681076,0.97654873,0.97736025,0.93534446,0.6,0.8,0.6,0.4,0.60833335,0.52453184,0.60950893,0.4964987,0.3553117,0.52107525,0.6,0.8,0.1,0.1,0.55,0.4,0.4,0.7,0.8,0.13333334,0.2,0.4,-0.6,-0.7,0.41666666,0.76110524,0.77145594,0.5356415,0.6114692,0.580996,0.77421874,0.7035937,0.66141576,0.47781852,0.5026915,0.6,0.4,0.35,0.36666667,0.41666666,0.4,0.6,0.65,0.6,0.55,0.2,-0.2,-0.3,-0.23333333,-0.13333334,0.68345344,0.5388068,0.44321308,0.42957085,0.5447212,0.31654653,0.46119317,0.55678695,0.57042915,0.45527878,0.36690694,0.07761364,-0.11357387,-0.14085826,0.08944242,1.2674563,1.0392988,1.0422876,1.1340858,1.1331149,0.726628,0.54842556,0.43000895,0.42314288,0.56824327,1.512839,1.6755549,1.3179687,1.1865569,1.2872353,0.5269333,0.5282025,0.49491602,0.47093382,0.50303614,0.47306672,0.47179756,0.505084,0.52906615,0.49696386,0.053866576,0.0564049,-0.010167973,-0.05813233,0.006072266
86,SH600000,-0.01819016491933691,0.2222222222222222,,,,SH600000,浦发银行,2026-04-22,-0.010298625,0.014418165,-0.7142812,0.0020597703,0.1428594,0.0020597703,0.1428594,-0.010298625,-0.7142812,1.0104058,1.0124869,0.9979188,1.001091,1.0519814,1.0499122,1.0447078,1.0363681,1.1570729,1.0191371,1.0281854,1.0398357,1.0471888,1.0478472,0.015286958,0.015816078,0.017509554,0.020168316,0.02773457,-0.009574868,-0.0032472925,-0.002105338,-0.001658323,-0.00064088515,0.9807616,0.38641736,0.5060129,0.52396303,0.1628611,1.2553584e-05,-0.01357251,-0.01983498,-0.023143072,-0.02894103,1.058259,1.058259,1.0790783,1.0884572,1.1560545,0.9979188,0.9979188,0.9979188,0.9979188,0.98124456,1.0289315,1.0416102,1.0521946,1.066792,1.0657387,1.0091296,1.0164284,1.0260221,1.02848,1.0260221,0.2,0.1,0.05,0.033333335,0.033333335,0.034491148,0.034491148,0.02564337,0.022986973,0.10729053,0.2,0.6,0.35,0.26666668,0.016666668,1.0,1.0,1.0,1.0,0.43333334,-0.8,-0.4,-0.65,-0.73333335,-0.41666666,-0.89146864,-0.7539093,-0.2869543,0.18034178,0.0929969,-0.3075226,0.025832098,0.2999958,0.060094506,-0.15185553,0.0,0.2,0.35,0.43333334,0.38333333,1.0,0.8,0.65,0.56666666,0.6,-1.0,-0.6,-0.3,-0.13333334,-0.21666667,0.0,0.2549259,0.37719595,0.43907565,0.36825496,1.0,0.7450741,0.62280405,0.56092435,0.63174504,-1.0,-0.49014822,-0.24560812,-0.12184869,-0.26349008,0.9073997,0.78438765,0.7438917,0.88621414,1.1459094,0.17090355,0.17716062,0.2227514,0.29735112,0.49434972,0.27631325,0.5494819,0.8085101,1.1299839,0.93201524,0.8750813,0.6734505,0.5177189,0.504721,0.49821627,0.12491871,0.32654947,0.48228106,0.495279,0.5017837,0.7501626,0.34690106,0.03543787,0.009441988,-0.0035674716
87,SH601117,-0.01837833611635513,0.1111111111111111,,,,SH601117,中国化学,2026-04-22,0.0011736723,0.012910823,0.090906076,0.0070422785,0.5454554,0.0046948725,0.36363852,-0.0011737335,-0.090910815,0.9988277,1.0070341,0.99413836,0.99867135,1.0178254,1.0686275,1.0204991,1.0695187,0.92691624,1.0067736,1.0264707,1.0426025,1.0588236,1.04541,0.006097192,0.024678221,0.0285624,0.04698794,0.04479544,-0.003386812,-0.0077729216,-0.003732595,-0.0039314823,0.0004434538,0.7713695,0.9093945,0.5977235,0.5425522,0.029890217,-1.2218421e-08,0.00850753,-0.007142874,-0.0018170613,-0.058491893,1.0254289,1.0811504,1.1102719,1.2288145,1.2288145,0.99413836,0.99413836,0.99413836,0.9935204,0.92797077,1.0103387,1.0538324,1.0672015,1.0903744,1.0745099,1.0028521,1.0049912,1.0146167,1.0174688,1.0049912,0.2,0.1,0.05,0.033333335,0.15833333,0.18733002,0.06736611,0.05047347,0.02753836,0.23942415,0.2,0.2,0.1,0.1,0.55,1.0,1.0,1.0,0.33333334,0.016666668,-0.8,-0.8,-0.9,-0.23333333,0.53333336,0.88678217,0.69261,0.83297974,0.8604209,0.4638556,0.64656746,0.16241626,0.78157526,0.7013952,0.6214291,0.2,0.1,0.2,0.26666668,0.4,0.8,0.8,0.75,0.7,0.53333336,-0.6,-0.7,-0.55,-0.43333334,-0.13333334,0.14285609,0.047058396,0.4701298,0.44613257,0.5298399,0.8571439,0.9529416,0.5298702,0.55386746,0.47016013,-0.7142878,-0.9058832,-0.059740413,-0.10773486,0.05967977,1.0724342,1.232752,1.491357,1.8610444,2.1805465,0.12859479,0.21500969,0.520571,0.8647658,1.0559229,0.6937366,0.8959057,1.6595544,1.3137372,1.4390197,0.14214651,0.18436903,0.45682302,0.47556698,0.4973229,0.8578535,0.815631,0.54317695,0.524433,0.5026771,-0.715707,-0.63126194,-0.08635395,-0.04886601,-0.0053542103
88,SH600519,-0.020567804209559577,0.2222222222222222,,,,SH600519,贵州茅台,2026-04-22,-0.0038869705,0.009908103,-0.3923022,0.0028267887,0.2853007,0.0031943438,0.3223971,-0.0035194154,-0.35520577,1.0039022,1.00674,0.9967932,1.0000072,1.0411488,1.03939,0.99846035,0.99459386,0.9762324,1.0078012,1.0198394,1.0200945,1.0190221,1.0179548,0.016841052,0.01757219,0.01688018,0.018900048,0.03529568,-0.007230087,-0.004464482,1.8126846e-06,0.00019057601,0.0002923137,0.4607747,0.59170026,4.0360663e-07,0.007879748,0.020919679,0.0066589783,0.00025075107,-0.020111745,-0.021785514,-0.026578065,1.0481796,1.0481796,1.0499682,1.0628376,1.112451,0.99316764,0.99316764,0.99089044,0.9868817,0.93792784,1.0089931,1.0365094,1.0358979,1.036,1.0413333,0.99967927,1.0007889,1.0008981,0.99979705,0.99407166,0.4,0.2,0.15,0.23333333,0.33333334,0.12419781,0.12419781,0.15419585,0.1727096,0.3556671,0.2,0.6,0.25,0.16666667,0.23333333,0.4,0.7,0.15,0.06666667,0.11666667,-0.2,-0.1,0.1,0.1,0.11666667,-0.38431346,-0.42585072,-0.19778244,0.02801143,0.0025580365,-0.9619171,-0.71647274,-0.31655362,-0.16200526,0.12314632,0.4,0.4,0.6,0.5,0.43333334,0.6,0.6,0.4,0.5,0.56666666,-0.2,-0.2,0.2,0.0,-0.13333334,0.07062831,0.25528902,0.5047327,0.5092967,0.516465,0.9293717,0.744711,0.49526727,0.49070325,0.48353502,-0.85874337,-0.489422,0.009465448,0.01859348,0.032929983,1.534106,1.2633023,1.1852643,1.2397374,1.7140945,1.1715308,0.8416886,0.6603152,0.5939857,1.0858189,2.0669556,2.3329918,2.1093547,1.6927165,2.502699,0.4765121,0.4825979,0.49726456,0.5027899,0.49177933,0.5234879,0.5174021,0.50273544,0.49721012,0.5082207,-0.046975795,-0.034804247,-0.0054708556,0.005579776,-0.016441368
89,SH601919,-0.02057855254833754,0.1111111111111111,,,,SH601919,中远海控,2026-04-22,-0.009589044,0.012328724,-0.7777808,0.000684836,0.055548,0.0020548431,0.1666712,-0.008219037,-0.6666576,1.0096819,1.0103734,0.9979253,1.0014952,1.0430511,1.0511413,1.0719445,1.0650101,1.0,1.013811,1.0305692,1.0398439,1.058798,1.0423336,0.011917218,0.019543732,0.017204981,0.032303847,0.041709535,-0.007049968,-0.0061709234,-0.002257595,-0.0032928174,0.0008674996,0.8749124,0.9138959,0.6026314,0.80524576,0.13193735,0.00028895354,-0.002799994,-0.018396776,-0.011052134,-0.06792481,1.0456135,1.064972,1.0706459,1.1357019,1.1743408,0.9979253,0.9979253,0.9979253,0.9979253,0.9772357,1.0206876,1.0483675,1.0511413,1.0919964,1.0765674,1.0067033,1.0104593,1.0290089,1.0397573,1.0020225,0.2,0.1,0.05,0.033333335,0.14166667,0.043506242,0.030944647,0.028530244,0.015058709,0.11549339,0.2,0.2,0.25,0.2,0.41666666,1.0,1.0,1.0,1.0,0.16666667,-0.8,-0.8,-0.75,-0.8,0.25,0.75561327,-0.10043392,0.23637599,0.68832034,0.5670348,-0.27524093,-0.5212173,-0.0679285,-0.079988234,0.3543088,0.2,0.2,0.4,0.46666667,0.46666667,0.8,0.6,0.5,0.46666667,0.48333332,-0.6,-0.4,-0.1,0.0,-0.016666668,0.05389093,0.1031386,0.2928451,0.3972603,0.5,0.94610906,0.8968614,0.70715487,0.6027397,0.5,-0.8922182,-0.7937228,-0.41430977,-0.2054794,0.0,1.1291082,1.0948606,1.2044891,1.4824096,1.8676654,0.1544565,0.21279074,0.30787903,0.49559432,1.4315761,0.45305198,0.8020647,0.9743112,0.96534455,3.2100394,0.52700436,0.41455987,0.43995032,0.44254416,0.49925303,0.47299567,0.58544016,0.56004965,0.55745584,0.50074697,0.05400869,-0.17088026,-0.12009936,-0.114911675,-0.0014939056
