,instrument,avg_score,pos_ratio,real_label,error,abs_error,code,name,datetime,KMID,KLEN,KMID2,KUP,KUP2,KLOW,KLOW2,KSFT,KSFT2,OPEN0,HIGH0,LOW0,VWAP0,ROC5,ROC10,ROC20,ROC30,ROC60,MA5,MA10,MA20,MA30,MA60,STD5,STD10,STD20,STD30,STD60,BETA5,BETA10,BETA20,BETA30,BETA60,RSQR5,RSQR10,RSQR20,RSQR30,RSQR60,RESI5,RESI10,RESI20,RESI30,RESI60,MAX5,MAX10,MAX20,MAX30,MAX60,MIN5,MIN10,MIN20,MIN30,MIN60,QTLU5,QTLU10,QTLU20,QTLU30,QTLU60,QTLD5,QTLD10,QTLD20,QTLD30,QTLD60,RANK5,RANK10,RANK20,RANK30,RANK60,RSV5,RSV10,RSV20,RSV30,RSV60,IMAX5,IMAX10,IMAX20,IMAX30,IMAX60,IMIN5,IMIN10,IMIN20,IMIN30,IMIN60,IMXD5,IMXD10,IMXD20,IMXD30,IMXD60,CORR5,CORR10,CORR20,CORR30,CORR60,CORD5,CORD10,CORD20,CORD30,CORD60,CNTP5,CNTP10,CNTP20,CNTP30,CNTP60,CNTN5,CNTN10,CNTN20,CNTN30,CNTN60,CNTD5,CNTD10,CNTD20,CNTD30,CNTD60,SUMP5,SUMP10,SUMP20,SUMP30,SUMP60,SUMN5,SUMN10,SUMN20,SUMN30,SUMN60,SUMD5,SUMD10,SUMD20,SUMD30,SUMD60,VMA5,VMA10,VMA20,VMA30,VMA60,VSTD5,VSTD10,VSTD20,VSTD30,VSTD60,WVMA5,WVMA10,WVMA20,WVMA30,WVMA60,VSUMP5,VSUMP10,VSUMP20,VSUMP30,VSUMP60,VSUMN5,VSUMN10,VSUMN20,VSUMN30,VSUMN60,VSUMD5,VSUMD10,VSUMD20,VSUMD30,VSUMD60
64,SH600426,-0.003864819725201091,0.5555555555555556,,,,SH600426,华鲁恒升,2026-04-22,0.012184764,0.03740437,0.32575777,0.021819215,0.5833333,0.0034003896,0.090908885,-0.0062340614,-0.16666667,0.9879619,1.0215565,0.98460245,1.0033871,0.9952307,1.075017,0.9778913,1.0526327,1.0165126,0.9915466,1.0229269,1.0206589,1.0351139,1.0440354,0.0083740875,0.041491248,0.037888564,0.052390203,0.04889435,-0.00016746155,-0.0120001985,-0.00021627442,-0.0027487811,-0.0005308473,0.0009997586,0.76678795,0.0011404129,0.21334471,0.03595189,0.008788359,0.031073956,-0.018604223,0.0047434107,-0.028375477,1.0215565,1.1041483,1.1041483,1.2178079,1.2345961,0.9535298,0.9535298,0.9507299,0.9507299,0.9507299,1.0,1.0705402,1.0696414,1.0761532,1.0810243,0.9862854,0.9890241,0.9881253,0.9891343,0.99747753,0.9,0.55,0.475,0.38333333,0.24166666,0.6831165,0.30852923,0.3211486,0.1844783,0.173568,1.0,0.1,0.55,0.1,0.48333332,0.8,0.9,0.05,0.36666667,0.68333334,0.2,-0.8,0.5,-0.26666668,-0.2,0.6373207,-0.25973928,0.32672983,0.54185885,0.43403324,0.24044687,-0.415878,0.50361985,0.328458,0.051411875,0.6,0.5,0.5,0.5,0.5,0.4,0.5,0.5,0.5,0.5,0.2,0.0,0.0,0.0,0.0,0.5549581,0.2729951,0.52724516,0.46461248,0.49466065,0.44504187,0.7270049,0.4727548,0.5353875,0.5053394,0.10991626,-0.45400977,0.05449036,-0.070775054,-0.010678728,0.9176063,0.9703017,0.9804391,1.1365895,1.1418297,0.1418958,0.254788,0.30331802,0.37366167,0.4329133,0.407634,1.2141777,1.4857855,1.1721752,1.1604627,0.28599358,0.3966457,0.4928847,0.46132678,0.4996889,0.7140064,0.60335433,0.5071153,0.5386732,0.50031114,-0.42801285,-0.20670862,-0.014230633,-0.07734645,-0.0006222368
65,SH601186,-0.0038900226496283996,0.4444444444444444,,,,SH601186,中国铁建,2026-04-22,-0.0014513803,0.0043541407,-0.33333334,0.0,0.0,0.0029027606,0.6666667,0.0014513803,0.33333334,1.0014535,1.0014535,0.997093,0.9988721,1.0108374,1.0226601,1.0157635,1.0581281,1.0906404,1.004138,1.0077833,1.0122168,1.0260098,1.0437274,0.0045894985,0.005365222,0.008233029,0.026086532,0.028512396,-0.00275863,-0.0015465005,-0.0009748506,-0.002431601,-0.0013342786,0.90322596,0.76161605,0.49070993,0.6733699,0.66792154,0.0013793253,-0.00082400715,-0.0029556744,0.009248359,-0.0043662074,1.0137421,1.0201231,1.037711,1.1022584,1.1139286,0.997093,0.997093,0.997093,0.997093,0.997093,1.0076847,1.0112315,1.0226601,1.0472907,1.066404,1.0007882,1.0017734,1.0039409,1.0063055,1.0124137,0.2,0.1,0.05,0.033333335,0.016666668,0.17460278,0.12622544,0.07156885,0.027641987,0.024880957,0.2,0.2,0.3,0.1,0.05,1.0,1.0,1.0,1.0,1.0,-0.8,-0.8,-0.7,-0.9,-0.95,-0.17883788,-0.63040483,0.38463846,0.74558836,0.5945401,-0.19424878,-0.13723177,0.28281054,-0.017366977,0.08170009,0.0,0.2,0.35,0.36666667,0.38333333,0.8,0.6,0.45,0.5,0.51666665,-0.8,-0.4,-0.1,-0.13333334,-0.13333334,0.0,0.1891903,0.42982444,0.38247,0.41512915,1.0,0.8108097,0.5701756,0.61753,0.5848709,-1.0,-0.6216194,-0.14035112,-0.23505998,-0.16974169,1.2680608,1.1158383,1.2647469,1.7373195,2.423804,0.23234797,0.25735593,0.3319485,0.96595085,1.8344142,1.046985,0.9462234,1.0573545,1.4670233,1.1726693,0.59576213,0.39582998,0.4704597,0.47236347,0.4957679,0.4042379,0.60417,0.5295403,0.5276365,0.5042321,0.19152424,-0.20834003,-0.05908057,-0.055273063,-0.008464199
66,SH600161,-0.004028411339159742,0.3333333333333333,,,,SH600161,天坛生物,2026-04-22,-0.0046480848,0.0053121797,-0.87498635,0.0,0.0,0.0006640949,0.12501365,-0.00398399,-0.7499727,1.0046698,1.0046698,0.9993328,1.0008365,0.999311,1.0033073,1.0033073,1.0720389,1.1234065,1.010122,1.0001825,1.0029163,1.0184386,1.058068,0.010976127,0.013451528,0.012903832,0.030186592,0.048818707,-0.0063356934,0.002397643,-0.00026957848,-0.0024800752,-0.0025973027,0.8329712,0.29123077,0.015275698,0.52312225,0.8633212,0.002549462,-0.01097195,-0.00035531272,0.017522486,0.01855241,1.0453541,1.0453541,1.0453541,1.0793802,1.1654315,0.9919857,0.96729916,0.96729916,0.96729916,0.96729916,1.0157169,1.0067732,1.0129125,1.0565562,1.1037897,1.0037208,0.98757666,0.98905116,0.9930407,1.0043823,0.2,0.6,0.45,0.33333334,0.16666667,0.15016964,0.41894665,0.41894665,0.291761,0.16504551,0.2,0.6,0.8,0.1,0.083333336,0.2,0.3,0.65,0.76666665,0.8833333,0.0,0.3,0.15,-0.6666667,-0.8,0.97839296,0.10798784,0.07104142,-0.28594002,0.2042777,0.9692347,0.29270035,0.29755425,-0.09379749,0.11631889,0.4,0.4,0.45,0.43333334,0.48333332,0.6,0.6,0.55,0.56666666,0.51666665,-0.2,-0.2,-0.1,-0.13333334,-0.033333335,0.5059383,0.4842003,0.4924624,0.3902131,0.40568724,0.4940617,0.5157997,0.5075376,0.60978687,0.5943128,0.011876572,-0.031599395,-0.015075203,-0.21957378,-0.18862553,2.0289977,2.3262017,1.9881043,1.8936769,2.166006,1.3444191,1.1978397,0.9223062,0.83890325,1.1817312,1.4632444,1.2140017,1.1135378,1.4067446,1.6541039,0.30749848,0.46013817,0.4840936,0.48669752,0.4922214,0.69250154,0.5398618,0.5159064,0.51330245,0.50777864,-0.38500303,-0.079723656,-0.03181279,-0.026604945,-0.01555725
67,SH601009,-0.005334956241086872,0.3333333333333333,,,,SH601009,南京银行,2026-04-22,-0.0017345733,0.011275003,-0.15384239,0.004336599,0.38462067,0.00520383,0.46153694,-0.0008673418,-0.07692609,1.0017376,1.0060817,0.99478716,0.99855864,0.9722052,0.9696339,0.96865433,0.9591037,0.9053508,0.98261297,0.9691441,0.9727072,0.9748255,0.96309537,0.01785165,0.019734137,0.015075196,0.016236702,0.028581055,0.0106036505,0.005800136,9.685007e-05,-0.0002597614,0.00094229094,0.88205165,0.7918657,0.0014445813,0.019836057,0.33152276,-0.0038202591,0.004755269,0.026372684,0.028941017,0.009107022,1.0060817,1.0060817,1.0060817,1.0069978,1.0069978,0.960882,0.9391627,0.9391627,0.9391627,0.89405566,1.0003428,0.984719,0.98244154,0.9882209,0.9843272,0.96522593,0.9527366,0.96365863,0.9650545,0.9428432,0.8,0.9,0.95,0.9,0.95,0.8654478,0.90911824,0.90911824,0.8968412,0.9380409,1.0,1.0,1.0,0.23333333,0.6166667,0.4,0.3,0.65,0.76666665,0.05,0.6,0.7,0.35,-0.53333336,0.56666666,0.6995201,0.48573512,0.46132004,0.23304003,-0.45131958,0.83051246,0.7333795,0.55834293,0.080133215,0.17446396,0.4,0.4,0.45,0.5,0.46666667,0.4,0.5,0.5,0.46666667,0.51666665,0.0,-0.1,-0.05,0.033333335,-0.05,0.80758727,0.66315794,0.6047464,0.57468694,0.5912202,0.19241275,0.33684206,0.39525363,0.4253131,0.4087798,0.61517453,0.32631585,0.20949276,0.14937384,0.1824404,1.0800679,1.0661824,1.1502912,1.2197899,1.4772565,0.33886015,0.26371023,0.30894005,0.31842542,0.5338299,1.1312147,0.9364926,0.90314096,1.2687697,1.3220695,0.4200219,0.4144516,0.4657075,0.51061165,0.4913373,0.5799781,0.5855484,0.53429246,0.48938838,0.5086627,-0.15995622,-0.17109679,-0.06858495,0.021223266,-0.017325405
68,SH601006,-0.005796411611155728,0.4444444444444444,,,,SH601006,大秦铁路,2026-04-22,-0.003795036,0.011385202,-0.33333057,0.005692601,0.5,0.0018975653,0.16666943,-0.007590072,-0.66666114,1.0038095,1.0095237,0.9980952,1.0035325,0.9963977,0.9942363,1.0072047,0.9963977,0.9502882,1.0017291,0.99726224,1.0028819,1.0058117,0.9868756,0.0036947848,0.006557566,0.012240037,0.011987036,0.023012398,-0.001080695,0.0016155809,-0.0010411477,-0.00078761886,0.0010173137,0.2138789,0.55639535,0.25323707,0.33458796,0.5960543,0.0004322742,-0.004532365,0.007009055,0.0056087486,-0.016886355,1.0110126,1.0110126,1.0323213,1.0340681,1.0340681,0.9919728,0.9844582,0.98296535,0.98296535,0.944575,1.0043228,1.0007205,1.0151297,1.0155619,1.0076369,0.99956775,0.9917868,0.9917868,0.9959654,0.9646974,0.5,0.7,0.5,0.35,0.675,0.42160016,0.58528084,0.34513915,0.33334136,0.6193212,0.2,0.6,0.25,0.06666667,0.53333336,0.2,0.3,0.45,0.6333333,0.18333334,0.0,0.3,-0.2,-0.56666666,0.35,0.86106217,0.52148384,0.63492906,0.6671402,0.076176286,0.8960851,0.8544717,0.3803257,0.35997754,0.4439103,0.4,0.5,0.45,0.46666667,0.51666665,0.6,0.5,0.5,0.5,0.43333334,-0.2,0.0,-0.05,-0.033333335,0.083333336,0.5609757,0.5499999,0.47641507,0.50737464,0.5581787,0.4390243,0.45000008,0.52358496,0.49262536,0.44182125,0.12195138,0.09999984,-0.047169894,0.014749294,0.11635749,1.0068043,0.94940346,1.4249296,1.7165583,1.8411353,0.42903972,0.32425672,0.81488574,0.87852395,0.8570455,1.0063597,0.848841,1.5236667,1.2910901,1.1820416,0.5310786,0.46027932,0.4704856,0.4808591,0.4906329,0.46892142,0.53972065,0.5295144,0.5191409,0.5093671,0.06215713,-0.079441346,-0.0590288,-0.03828181,-0.018734215
69,SH601288,-0.005968549228699042,0.2222222222222222,,,,SH601288,农业银行,2026-04-22,-0.015320342,0.022284098,-0.68750113,0.0,0.0,0.0069637555,0.31249887,-0.008356586,-0.37500224,1.0155587,1.0155587,0.9929279,1.0018173,0.9829761,0.9375788,0.9192939,0.93064314,1.0037831,1.0040354,0.97629255,0.9583228,0.9528163,0.9499685,0.011648346,0.033476442,0.032864593,0.029210117,0.026178157,0.0037200379,0.010355765,0.0045236056,0.0020379943,0.00017937916,0.25498006,0.87719727,0.663103,0.37726027,0.014320746,-0.011475411,-0.022893524,-0.0012970855,0.017632768,0.044739828,1.0306846,1.0306846,1.0306846,1.0306846,1.0306846,0.9771843,0.9234195,0.90501815,0.90501815,0.8949343,1.0155108,1.0030265,0.9915511,0.97944516,0.9662043,0.99646914,0.9377049,0.9307692,0.9307692,0.9297604,0.6,0.8,0.9,0.93333334,0.95,0.42645976,0.7139369,0.75582516,0.75582516,0.77396303,0.8,0.9,0.95,0.96666664,0.98333335,0.2,0.2,0.05,0.36666667,0.4,0.6,0.7,0.9,0.6,0.5833333,-0.696091,0.32602116,0.39213344,0.31085426,0.36176702,-0.5597622,0.53394896,0.70118046,0.40462592,0.384593,0.6,0.6,0.5,0.53333336,0.48333332,0.4,0.4,0.5,0.46666667,0.51666665,0.2,0.2,0.0,0.06666667,-0.033333335,0.6666667,0.78947383,0.67391306,0.6041666,0.49708167,0.33333334,0.21052615,0.32608694,0.39583337,0.5029183,0.33333334,0.57894766,0.34782612,0.20833328,-0.005836657,1.2042737,1.2028521,1.23819,1.2657478,1.3979977,0.2744796,0.35335472,0.4179786,0.42847502,0.4932908,0.6062582,1.0425843,1.1758735,1.2531168,1.2102189,0.06528248,0.43539083,0.5000303,0.4920399,0.4964636,0.93471754,0.56460917,0.4999697,0.5079601,0.5035364,-0.869435,-0.12921833,6.0598693e-05,-0.015920218,-0.0070727905
70,SZ000651,-0.00847416475825467,0.4444444444444444,,,,,,2026-04-22,0.0008127162,0.009211487,0.08822855,0.0002709054,0.029409518,0.008127865,0.88236195,0.008669676,0.94118094,0.99918795,1.0002707,0.9910667,0.9969292,1.0121822,1.0232812,1.0178668,1.0216573,1.0703264,1.0019493,1.0058205,1.014402,1.021278,1.0304286,0.0046785665,0.0053692744,0.010578154,0.016533209,0.022161728,-0.002165741,-0.0014093495,-0.0016381022,-0.0014679139,-0.0009390366,0.5357072,0.6315644,0.8393253,0.6109259,0.5475927,0.0023821723,0.0005215398,0.0011599264,6.6990306e-06,-0.0027271032,1.0157012,1.0227396,1.0387119,1.0611806,1.0919805,0.9910667,0.9910667,0.9910667,0.9910667,0.99079585,1.0022746,1.0103953,1.0247971,1.032702,1.0499195,0.99983764,1.0,1.0048192,1.008555,1.0102869,0.5,0.25,0.125,0.1,0.06666667,0.36263487,0.28204843,0.18749677,0.12741144,0.09096371,0.2,0.1,0.25,0.16666667,0.016666668,1.0,1.0,1.0,1.0,0.43333334,-0.8,-0.9,-0.75,-0.8333333,-0.41666666,-0.48833346,-0.6076681,-0.24481523,0.38620016,0.4568693,-0.9518992,-0.3792566,-0.093371004,-0.015382859,-0.06497678,0.2,0.4,0.4,0.5,0.45,0.8,0.6,0.6,0.5,0.55,-0.6,-0.2,-0.2,0.0,-0.1,0.058810055,0.19718276,0.41666648,0.44987336,0.41970578,0.94118994,0.8028172,0.5833335,0.5501266,0.5802942,-0.8823799,-0.6056345,-0.16666703,-0.10025326,-0.16058843,1.21448,1.0615104,1.018184,1.2599368,1.5825033,0.29826215,0.273725,0.23746337,0.48775086,0.7777815,1.7155601,1.3263321,0.9737489,1.5296333,1.385567,0.50627923,0.4443947,0.44848728,0.4868272,0.48343197,0.4937208,0.5556053,0.5515127,0.5131728,0.516568,0.012558404,-0.111210555,-0.10302544,-0.026345614,-0.033136044
71,SH600845,-0.008630090445958331,0.2222222222222222,,,,SH600845,宝信软件,2026-04-22,0.04279281,0.054054033,0.7916672,0.0054054237,0.10000038,0.005855802,0.10833238,0.043243185,0.79999924,0.9589633,1.0051836,0.95334774,0.99247324,0.96976185,0.99222934,0.893744,1.041472,1.0151191,0.9905794,0.9826764,0.9769722,0.9727828,0.99152964,0.018113017,0.015538883,0.027285937,0.036453925,0.036994066,-0.0051832893,0.0016512324,0.0015826771,0.00049496593,-0.00087116426,0.20472425,0.103511415,0.117753804,0.0142877465,0.16913591,0.019787153,0.009893062,0.007992322,0.020040175,0.034169693,1.0215905,1.0215905,1.0423152,1.0453488,1.0639342,0.9494443,0.9494443,0.89847285,0.8786251,0.8786251,1.0025903,0.9920491,0.9948195,0.99930173,1.0281547,0.98142916,0.9691649,0.96223325,0.94037956,0.9675939,0.8,0.9,0.85,0.8333333,0.5833333,0.7007402,0.7007402,0.7058221,0.7280004,0.65498614,0.2,0.6,0.2,0.06666667,0.5,0.8,0.9,0.05,0.33333334,0.6666667,-0.6,-0.3,0.15,-0.26666668,-0.16666667,0.6801165,0.77275103,0.54635084,0.31936514,0.54526544,0.7971232,0.8062995,0.747567,0.5709471,0.5738222,0.4,0.4,0.45,0.36666667,0.45,0.6,0.6,0.55,0.6333333,0.53333336,-0.2,-0.2,-0.1,-0.26666668,-0.083333336,0.6182297,0.5214152,0.6044157,0.47388017,0.49417987,0.38177028,0.47858483,0.39558432,0.5261198,0.50582016,0.23645943,0.04283034,0.2088314,-0.052239638,-0.0116402665,0.7919218,0.6580834,0.6998659,0.7137755,0.7811805,0.30212268,0.25494578,0.3173306,0.2820887,0.2767188,0.8657303,1.1441706,1.2757587,1.1536415,1.1676303,0.6492239,0.5371381,0.5398132,0.5000629,0.49750012,0.35077605,0.46286193,0.4601868,0.49993712,0.5024999,0.2984479,0.07427617,0.079626404,0.00012578146,-0.0049997545
72,SH601939,-0.009030489588119337,0.3333333333333333,,,,SH601939,建设银行,2026-04-22,-0.0060913796,0.020304626,-0.2999996,0.004060975,0.20000245,0.010152272,0.49999797,-8.287027e-08,-4.0813493e-06,1.0061287,1.0102146,0.9897855,0.997634,0.966421,0.950041,0.9520885,0.9131859,0.9131859,0.98542184,0.9692875,0.9665848,0.9582583,0.92846715,0.020480346,0.022579934,0.018117374,0.01990303,0.034425333,0.011343157,0.0068796016,0.0010671631,0.001527951,0.001736093,0.7668904,0.8509277,0.12143368,0.4567538,0.7756923,-0.008108126,-0.0002457185,0.023277141,0.019586412,0.020318119,1.0163572,1.0163572,1.0163572,1.0163572,1.0163572,0.9574199,0.93574363,0.9306315,0.9083045,0.87043333,1.0012285,0.995086,0.98009837,0.9674038,0.9605242,0.964783,0.9511057,0.951679,0.94267,0.89066344,0.8,0.9,0.95,0.96666664,0.98333335,0.72246444,0.7970911,0.8091912,0.84861815,0.88790584,0.8,0.9,0.95,0.96666664,0.98333335,0.4,0.3,0.5,0.033333335,0.4,0.4,0.6,0.45,0.93333334,0.5833333,0.2641255,0.64799327,0.46956906,0.17775844,-0.2374129,0.8846849,0.79323804,0.4097963,0.21257795,0.20436019,0.4,0.5,0.55,0.6333333,0.56666666,0.6,0.5,0.45,0.36666667,0.41666666,-0.2,0.0,0.1,0.26666668,0.15,0.80146927,0.796116,0.618661,0.6488762,0.58507216,0.19853072,0.20388399,0.38133898,0.35112378,0.41492784,0.60293853,0.592232,0.23732202,0.29775244,0.17014433,1.4302315,1.2045256,1.3276058,1.3873684,1.5351366,0.4384225,0.42743808,0.35666093,0.36366704,0.44061622,1.3936183,1.5087961,1.0007081,0.97284585,0.96958005,0.4136175,0.45759073,0.45240706,0.4878968,0.49059075,0.5863825,0.54240924,0.54759294,0.5121032,0.50940925,-0.17276502,-0.08481851,-0.09518589,-0.024206413,-0.018818475
73,SH601229,-0.009485475264991218,0.4444444444444444,,,,SH601229,上海银行,2026-04-22,-0.0020491953,0.012295089,-0.16666779,0.0051229466,0.4166661,0.0051229466,0.4166661,-0.0020491953,-0.16666779,1.0020534,1.0071869,0.99486655,1.0009446,1.0144769,0.9991805,1.0133843,0.98251843,0.9918055,1.0033324,0.99923515,1.0041928,1.0071656,0.9988527,0.0031701857,0.010435284,0.010770062,0.012094903,0.022907084,-0.0008467674,0.0020362092,-0.00061386585,-0.000559728,0.0005360982,0.17836055,0.34901792,0.11370475,0.16597818,0.16705091,-0.0016388895,-0.008398108,0.0016389062,0.0009504596,-0.014667648,1.0237384,1.0237384,1.0319993,1.035039,1.0412558,0.99486655,0.97745067,0.97745067,0.97745067,0.9352826,1.0062824,1.0062824,1.0146954,1.0177001,1.0155694,1.0,0.98710734,0.99770546,0.998962,0.9844851,0.3,0.45,0.325,0.28333333,0.39166668,0.17780209,0.48715663,0.41338015,0.39156154,0.61069596,0.2,0.6,0.3,0.16666667,0.28333333,1.0,0.3,0.65,0.76666665,0.13333334,-0.8,0.3,-0.35,-0.6,0.15,0.46004963,0.413262,0.13919444,0.14800951,-0.39822283,0.5597315,0.5647013,0.110679105,0.037780598,0.20436262,0.2,0.3,0.3,0.4,0.4,0.8,0.7,0.65,0.56666666,0.55,-0.6,-0.4,-0.35,-0.16666667,-0.15,0.23232366,0.50557667,0.45129228,0.53485835,0.50721157,0.76767635,0.49442336,0.5487077,0.46514165,0.4927884,-0.53535265,0.011153284,-0.097415455,0.0697167,0.014423164,1.0458615,1.0509188,1.0856628,1.143587,1.3877165,0.32195455,0.314609,0.26086545,0.26040512,0.49221188,0.41645372,1.1832591,1.0936763,0.9964894,1.3091879,0.49290946,0.48013783,0.4755129,0.504431,0.48448876,0.50709057,0.5198622,0.5244871,0.495569,0.5155113,-0.014181085,-0.039724376,-0.048974194,0.0088620065,-0.031022491
74,SH600104,-0.009768075398321084,0.2222222222222222,,,,SH600104,上汽集团,2026-04-22,-0.0014440543,0.007220184,-0.20000243,0.0,0.0,0.0057761297,0.79999757,0.0043320754,0.59999514,1.0014461,1.0014461,0.9942155,0.9976288,1.0152228,1.028943,1.0180975,1.0159415,1.1027048,1.0056579,1.0123938,1.0253692,1.0295962,1.0349602,0.0063883136,0.008788154,0.019182665,0.019229647,0.022110708,-0.003769772,-0.0024989194,-0.0026352634,-0.0014765303,-0.0006930399,0.87055796,0.7411746,0.6605385,0.4569239,0.29964775,0.001881616,-0.001148707,-0.0003341462,-0.0081865555,-0.014515479,1.0210031,1.0275322,1.0730522,1.0730522,1.1135378,0.9942155,0.9942155,0.9942155,0.9927896,0.9927896,1.008415,1.0208415,1.0400758,1.0426761,1.0484778,1.000575,1.0042206,1.0076833,1.0126225,1.0159415,0.2,0.1,0.05,0.033333335,0.033333335,0.2159391,0.1736212,0.073373064,0.08983492,0.05971415,0.2,0.2,0.3,0.53333336,0.016666668,1.0,1.0,1.0,0.33333334,0.6666667,-0.8,-0.8,-0.7,0.2,-0.65,0.4969832,0.00045427354,0.6035209,0.6010501,0.42203748,-0.42137602,0.047931425,0.22049825,0.251481,0.08288792,0.2,0.2,0.35,0.4,0.4,0.8,0.7,0.6,0.53333336,0.56666666,-0.6,-0.5,-0.25,-0.13333334,-0.16666667,0.04313806,0.20584342,0.4572927,0.47483495,0.41441646,0.9568619,0.7941566,0.5427073,0.5251651,0.58558357,-0.9137239,-0.58831316,-0.0854146,-0.05033013,-0.17116708,1.1715776,1.1505407,1.4011304,1.5294099,1.7053149,0.19055688,0.16684107,0.48660886,0.5153824,0.7589733,1.2792171,1.055039,1.3626075,1.2053026,1.0482461,0.47642568,0.36599153,0.45826602,0.49014708,0.46384853,0.52357435,0.63400847,0.541734,0.5098529,0.53615147,-0.047148675,-0.26801696,-0.08346795,-0.019705808,-0.072302915
75,SH600795,-0.009792963725818258,0.2222222222222222,,,,SH600795,国电电力,2026-04-22,-0.008097114,0.014170087,-0.571423,0.0020243472,0.14286062,0.0040486255,0.28571635,-0.006072835,-0.42856726,1.0081632,1.0102041,0.99591833,1.0019807,0.9959185,0.9877557,1.0163256,1.0285698,1.0040814,0.9926534,0.9895924,0.9940819,1.0042176,0.9898984,0.010856105,0.009496545,0.0205238,0.025307702,0.033335347,0.005305845,0.0016696714,-0.0014668532,-0.0020094214,0.00072892016,0.59717417,0.28336236,0.17878284,0.48858297,0.14583096,-0.0032651182,0.002894116,0.019853188,0.024918957,-0.011401505,1.0102041,1.0102041,1.0530589,1.0775489,1.0775489,0.9816334,0.9693888,0.9591857,0.9591857,0.9244867,1.0016326,0.9967348,1.0016326,1.0244884,1.0167338,0.98530686,0.98285806,0.98122543,0.98367435,0.9546963,0.8,0.9,0.775,0.55,0.625,0.6428478,0.7499936,0.43478107,0.34482244,0.49335065,1.0,1.0,0.1,0.1,0.55,0.2,0.3,0.45,0.6333333,0.18333334,0.8,0.7,-0.35,-0.53333336,0.36666667,0.86977065,0.84644985,0.7926228,0.8062038,0.23635763,0.93390894,0.74270815,0.61384135,0.42469215,0.25732583,0.4,0.5,0.45,0.43333334,0.45,0.6,0.4,0.5,0.53333336,0.53333336,-0.2,0.1,-0.05,-0.1,-0.083333336,0.5454553,0.57500017,0.4636365,0.46236694,0.49689454,0.45454475,0.42499983,0.53636354,0.53763306,0.50310546,0.090910494,0.15000033,-0.072727025,-0.07526609,-0.006210906,0.87405795,0.8115121,0.9943185,1.172314,1.4192387,0.2338655,0.24057066,0.3594493,0.44404414,0.6723157,1.1122011,1.0458195,0.8674806,0.91913486,0.90293664,0.4280502,0.49776316,0.4480817,0.44866753,0.48399913,0.5719498,0.50223684,0.5519183,0.5513325,0.51600087,-0.1438996,-0.004473697,-0.1038366,-0.10266493,-0.032001715
76,SZ000538,-0.010834510557030134,0.2222222222222222,,,,,,2026-04-22,-0.010533971,0.010897239,-0.96666425,0.0,0.0,0.0003632673,0.03333572,-0.010170704,-0.93332857,1.0106461,1.0106461,0.9996329,1.0037491,1.0227615,1.0268012,1.0185409,1.0370756,1.0319384,1.0108303,1.0111414,1.0143077,1.0212489,1.0280894,0.0071327817,0.0065987185,0.012183895,0.015651278,0.014689726,-0.004239978,-0.000303302,-5.0016843e-05,-0.00101733,-0.00049478334,0.8833836,0.019366127,0.0005898319,0.32743546,0.34602112,-0.0023503168,-0.009776529,-0.013832635,-0.0064976187,-0.01349332,1.0227606,1.0258784,1.0499291,1.0530472,1.068279,0.9996329,0.9985312,0.98935115,0.98935115,0.98935115,1.015713,1.015713,1.0234585,1.0408586,1.0413386,1.0076358,1.0073766,1.0048827,1.0078541,1.0141706,0.2,0.1,0.15,0.1,0.05,0.015874181,0.053708542,0.17578751,0.1671823,0.13491867,0.2,0.1,0.4,0.26666668,0.23333333,1.0,0.3,0.15,0.43333334,0.71666664,-0.8,-0.2,0.25,-0.16666667,-0.48333332,-0.67319757,-0.29321495,0.32929537,0.067146726,0.1584483,-0.8434225,-0.09855771,0.06383976,-0.15845142,-0.04239216,0.2,0.3,0.45,0.46666667,0.45,0.8,0.7,0.55,0.5,0.53333336,-0.6,-0.4,-0.1,-0.033333335,-0.083333336,0.04419224,0.29495353,0.43849242,0.41803288,0.46091872,0.95580775,0.7050465,0.5615076,0.5819671,0.5390813,-0.91161555,-0.41009298,-0.12301515,-0.16393422,-0.078162566,0.73679876,0.777823,0.8304327,0.85630196,0.954262,0.19134969,0.15617537,0.24586527,0.29102394,0.34773487,0.9286086,0.79298,1.1827216,1.5218502,1.3381249,0.52903575,0.53113943,0.52168506,0.51362383,0.50183904,0.47096428,0.4688606,0.4783149,0.48637614,0.49816093,0.058071434,0.062278833,0.04337017,0.027247705,0.0036781235
