,Unnamed: 0,instrument,avg_score,pos_ratio,real_label,error,abs_error,code,name,datetime,n1close,n2high
0,0,SH600674,0.0379387772218734,0.6875,0.018161654,0.019777122749522327,0.019777122749522327,SH600674,川投能源,2026-03-23,68.858635,70.243416
1,1,SH601006,0.0370234759596613,0.9375,-0.0014306307,0.03845410664356023,0.03845410664356023,SH601006,大秦铁路,2026-03-23,1.2124966,1.2136139
2,2,SH600900,0.0368722154508888,0.875,0.0039902925,0.0328819229017555,0.0328819229017555,SH600900,长江电力,2026-03-23,10.200405,10.262986
3,3,SH600886,0.0333117368180133,0.8125,0.014518619,0.0187931182343341,0.0187931182343341,SH600886,国投电力,2026-03-23,28.512793,29.20279
4,4,SH600905,0.0331577423807614,0.8125,0.027659535,0.005498206972741379,0.005498206972741379,SH600905,三峡能源,2026-03-23,0.34094632,0.35904983
5,5,SZ002459,0.0313948974254266,0.75,-0.004175365,0.03557026239658749,0.03557026239658749,,,2026-03-23,0.06833047,0.069640614
6,6,SZ300498,0.0277496883024903,0.8125,0.0019230843,0.0258266040434571,0.0258266040434571,,,2026-03-23,0.02574954,0.026108913
7,7,SH601012,0.0274637205104294,0.875,-0.007880926,0.03534464664263155,0.03534464664263155,SH601012,隆基绿能,2026-03-23,18.994457,19.134016
8,8,SH601998,0.0269708066776666,0.8125,0.0107142925,0.016256514151421483,0.016256514151421483,SH601998,中信银行,2026-03-23,0.26689738,0.27131057
9,9,SH600027,0.0265447527424309,0.875,0.030629158,-0.004084405277588632,0.004084405277588632,SH600027,华电国际,2026-03-23,1.3613513,1.426675
10,10,SH600023,0.0206789666019871,0.5625,0.026070833,-0.005391866604189659,0.005391866604189659,SH600023,浙能电力,2026-03-23,0.27240077,0.28305334
11,11,SH601985,0.0160772974366528,0.6875,0.020462632,-0.004385334742607452,0.004385334742607452,SH601985,中国核电,2026-03-23,0.5804259,0.5990953
12,12,SH601838,0.0157027325908215,0.625,-0.0016543269,0.017357059506562467,0.017357059506562467,SH601838,成都银行,2026-03-23,0.33816546,0.3400222
13,13,SH601939,0.0148327973624394,0.75,0.007741928,0.007090869261853462,0.007090869261853462,SH601939,建设银行,2026-03-23,0.79526937,0.80331755
14,14,SZ300014,0.014786690407751,0.5625,0.003849864,0.010936826401708519,0.010936826401708519,,,2026-03-23,12.6412115,12.853956
15,15,SZ001965,0.0139893321108755,0.625,0.021919847,-0.007930514423853504,0.007930514423853504,,,2026-03-23,0.13468474,0.13828321
16,16,SZ000983,0.0112779724909782,0.5625,-0.029930592,0.04120856407423015,0.04120856407423015,,,2026-03-23,8.526052,8.386875
17,17,SH601166,0.0109626795887073,0.625,0.0021082163,0.008854463303001733,0.008854463303001733,SH601166,兴业银行,2026-03-23,1.2924702,1.2972293
18,18,SH601328,0.0095019230763083,0.5625,0.0016181469,0.007883776179945996,0.007883776179945996,SH601328,交通银行,2026-03-23,0.2753211,0.27580842
19,19,SH600036,0.0090314665407641,0.625,0.00027513504,0.008756331500480897,0.008756331500480897,SH600036,招商银行,2026-03-23,14.51613,14.572198
20,20,SH600015,0.007901888098098,0.5,0.009765983,-0.0018640945297706529,0.0018640945297706529,SH600015,华夏银行,2026-03-23,5.3335414,5.415208
21,21,SZ003816,0.0064560961695346,0.4375,0.0333333,-0.026877205374654854,0.026877205374654854,,,2026-03-23,0.4618171,0.48628622
22,22,SH600919,0.0005331402938718,0.5,0.008379817,-0.007846676715100368,0.007846676715100368,SH600919,江苏银行,2026-03-23,0.36723733,0.3713328
