,Unnamed: 0,instrument,avg_score,pos_ratio,real_label,error,abs_error,code,name,datetime,n1close,n2high
0,0,SZ002384,0.1835641030173985,0.875,0.022894263,0.16066983974988142,0.16066983974988142,,,2026-03-26,1.2194334,1.2687356
1,1,SH605117,0.1272785557719966,0.5625,0.0023115873,0.1249669684383174,0.1249669684383174,SH605117,德业股份,2026-03-26,1.7439815,1.802686
2,2,SH601898,0.114319583183183,0.625,0.0015325546,0.11278702855671816,0.11278702855671816,SH601898,中煤能源,2026-03-26,0.077584326,0.07934036
3,3,SZ300394,0.1074640231841322,0.5,-0.0024878979,0.109951921057057,0.109951921057057,,,2026-03-26,32.895626,33.351326
4,4,SH600989,0.1059815217142109,0.6875,0.0016666651,0.10431485663700142,0.10431485663700142,SH600989,宝丰能源,2026-03-26,0.16797931,0.17579426
5,5,SH600893,0.093801054679791,0.8125,0.012233734,0.08156732054893162,0.08156732054893162,SH600893,航发动力,2026-03-26,6.202085,6.3434973
6,6,SH600547,0.0878919963766399,0.5,0.054687977,0.0332040195394817,0.0332040195394817,SH600547,山东黄金,2026-03-26,169.32982,178.76505
7,7,SZ300316,0.0817484706687798,0.75,-0.032890797,0.11463926733015675,0.11463926733015675,,,2026-03-26,3.330168,3.3295429
8,8,SH600115,0.0805290032984524,0.875,0.0,0.0805290032984524,0.0805290032984524,SH600115,中国东航,2026-03-26,0.5250487,0.5298767
9,9,SH600875,0.0779882832765549,0.6875,-0.009626389,0.08761467182635958,0.08761467182635958,SH600875,东方电气,2026-03-26,7.1792946,7.1900716
10,10,SZ002001,0.0770365093118935,0.875,0.044993997,0.03204251269171528,0.03204251269171528,,,2026-03-26,120.429344,126.89686
11,11,SZ000975,0.0744326713650816,0.625,0.05733967,0.017093003091155815,0.017093003091155815,,,2026-03-26,16.083206,17.073637
12,12,SH600489,0.0736390116608329,0.5625,0.04738927,0.026249742785710836,0.026249742785710836,SH600489,中金黄金,2026-03-26,58.166378,60.923576
13,13,SH601872,0.0714968702816624,0.8125,-0.004029572,0.07552644229170269,0.07552644229170269,SH601872,招商轮船,2026-03-26,1.2781281,1.2932433
14,14,SH601916,0.0630644295644925,0.875,0.0,0.0630644295644925,0.0630644295644925,SH601916,浙商银行,2026-03-26,0.24000278,0.24155618
15,15,SH601021,0.062603552868732,0.875,-0.0031431317,0.06574668460167267,0.06574668460167267,SH601021,春秋航空,2026-03-26,0.30672133,0.3084971
16,16,SH600584,0.0623646383920819,0.625,0.007804513,0.054560125414481804,0.054560125414481804,SH600584,长电科技,2026-03-26,5.0161653,5.07162
17,17,SZ001965,0.057949087852582,0.875,-0.008239746,0.066188833946332,0.066188833946332,,,2026-03-26,0.13590729,0.13637951
18,18,SH600025,0.0566202316115411,0.6875,-0.0055955052,0.06221573684912045,0.06221573684912045,SH600025,华能水电,2026-03-26,1.5823834,1.5896041
19,19,SH600674,0.0565370551548698,0.875,-0.01880312,0.07534017481429363,0.07534017481429363,SH600674,川投能源,2026-03-26,68.81269,68.68095
20,20,SH601166,0.0553110448385855,1.0,-0.0005505681,0.055861612942375787,0.055861612942375787,SH601166,兴业银行,2026-03-26,1.291008,1.2930382
21,21,SH600015,0.0548354354640482,0.9375,0.008367181,0.04646825463976841,0.04646825463976841,SH600015,华夏银行,2026-03-26,5.3570685,5.4167037
22,22,SH600919,0.0547124796233311,0.9375,0.0,0.0547124796233311,0.0547124796233311,SH600919,江苏银行,2026-03-26,0.37084776,0.37256306
23,23,SZ003816,0.0534938364779911,0.8125,-0.0110497475,0.06454358394503212,0.06454358394503212,,,2026-03-26,0.49199176,0.4916963
24,24,SH600900,0.0527724682572797,1.0,-0.004065037,0.05683750503096134,0.05683750503096134,SH600900,长江电力,2026-03-26,10.257118,10.256534
