,datetime,instrument,score,exp_name,rid,weight,real_label,error,abs_error
0,2026-04-10,SH600000,0.0023330712509079766,EXP_CatBoostModel_Alpha158_csi300_custom_step0_s_20260410_16,d14a5dad983648bb930ed7da8a1951fe,0.08,,,
1,2026-04-10,SZ300803,-0.10812617093324661,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260410_13,34cc91884b6941128ca7d886a3815a05,0.117,,,
2,2026-04-10,SZ300832,0.003631454659625888,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260410_13,34cc91884b6941128ca7d886a3815a05,0.117,,,
3,2026-04-10,SZ300866,-0.041180554777383804,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260410_13,34cc91884b6941128ca7d886a3815a05,0.117,,,
4,2026-04-10,SZ300896,0.09834657609462738,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260410_13,34cc91884b6941128ca7d886a3815a05,0.117,,,
5,2026-04-10,SZ300979,0.0685257762670517,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260410_13,34cc91884b6941128ca7d886a3815a05,0.117,,,
6,2026-04-10,SZ300999,-0.057221606373786926,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260410_13,34cc91884b6941128ca7d886a3815a05,0.117,,,
7,2026-04-10,SZ301236,0.07356139272451401,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260410_13,34cc91884b6941128ca7d886a3815a05,0.117,,,
8,2026-04-10,SZ301269,0.07393893599510193,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260410_13,34cc91884b6941128ca7d886a3815a05,0.117,,,
9,2026-04-10,SZ302132,0.06147821992635727,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260410_13,34cc91884b6941128ca7d886a3815a05,0.117,,,
10,2026-04-10,SH600000,0.0016887807287275791,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260410_13,ddd9cb3397fd42a48f51b025a6c1cc81,0.023,,,
11,2026-04-10,SH600009,-0.026777299121022224,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260410_13,ddd9cb3397fd42a48f51b025a6c1cc81,0.023,,,
12,2026-04-10,SH600010,0.04877988249063492,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260410_13,ddd9cb3397fd42a48f51b025a6c1cc81,0.023,,,
13,2026-04-10,SH600011,0.012351440265774727,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260410_13,ddd9cb3397fd42a48f51b025a6c1cc81,0.023,,,
14,2026-04-10,SH600015,0.0201305840164423,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260410_13,ddd9cb3397fd42a48f51b025a6c1cc81,0.023,,,
15,2026-04-10,SH600016,-0.04665365442633629,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260410_13,ddd9cb3397fd42a48f51b025a6c1cc81,0.023,,,
16,2026-04-10,SH600018,0.01913657784461975,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260410_13,ddd9cb3397fd42a48f51b025a6c1cc81,0.023,,,
17,2026-04-10,SH600019,0.016164768487215042,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260410_13,ddd9cb3397fd42a48f51b025a6c1cc81,0.023,,,
18,2026-04-10,SH600066,0.0281375702470541,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260410_13,ddd9cb3397fd42a48f51b025a6c1cc81,0.023,,,
19,2026-04-10,SH600061,0.029968515038490295,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260410_13,ddd9cb3397fd42a48f51b025a6c1cc81,0.023,,,
20,2026-04-10,SH600050,0.07978829741477966,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260410_13,ddd9cb3397fd42a48f51b025a6c1cc81,0.023,,,
21,2026-04-10,SH600048,-0.015858903527259827,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260410_13,ddd9cb3397fd42a48f51b025a6c1cc81,0.023,,,
22,2026-04-10,SH600039,-0.06501442193984985,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260410_13,ddd9cb3397fd42a48f51b025a6c1cc81,0.023,,,
23,2026-04-10,SH600036,0.028289731591939926,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260410_13,ddd9cb3397fd42a48f51b025a6c1cc81,0.023,,,
24,2026-04-10,SZ300782,-0.1496969610452652,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260410_13,34cc91884b6941128ca7d886a3815a05,0.117,,,
25,2026-04-10,SH600031,-0.08051862567663193,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260410_13,ddd9cb3397fd42a48f51b025a6c1cc81,0.023,,,
26,2026-04-10,SH600029,-0.12393957376480103,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260410_13,ddd9cb3397fd42a48f51b025a6c1cc81,0.023,,,
27,2026-04-10,SH600028,0.05751529335975647,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260410_13,ddd9cb3397fd42a48f51b025a6c1cc81,0.023,,,
28,2026-04-10,SH600027,0.08636470139026642,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260410_13,ddd9cb3397fd42a48f51b025a6c1cc81,0.023,,,
29,2026-04-10,SH600026,0.002924187807366252,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260410_13,ddd9cb3397fd42a48f51b025a6c1cc81,0.023,,,
30,2026-04-10,SH600025,-0.024424441158771515,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260410_13,ddd9cb3397fd42a48f51b025a6c1cc81,0.023,,,
31,2026-04-10,SH600023,0.07637379318475723,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260410_13,ddd9cb3397fd42a48f51b025a6c1cc81,0.023,,,
32,2026-04-10,SH600030,0.013684598729014397,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260410_13,ddd9cb3397fd42a48f51b025a6c1cc81,0.023,,,
33,2026-04-10,SH600085,0.03315681219100952,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260410_13,ddd9cb3397fd42a48f51b025a6c1cc81,0.023,,,
34,2026-04-10,SZ300760,-0.01715233363211155,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260410_13,34cc91884b6941128ca7d886a3815a05,0.117,,,
35,2026-04-10,SZ300750,0.01451207883656025,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260410_13,34cc91884b6941128ca7d886a3815a05,0.117,,,
