instrument,avg_score,pos_ratio,real_label,datetime,KMID,KLEN,KMID2,KUP,KUP2,KLOW,KLOW2,KSFT,KSFT2,OPEN0,HIGH0,LOW0,VWAP0,ROC5,ROC10,ROC20,ROC30,ROC60,MA5,MA10,MA20,MA30,MA60,STD5,STD10,STD20,STD30,STD60,BETA5,BETA10,BETA20,BETA30,BETA60,RSQR5,RSQR10,RSQR20,RSQR30,RSQR60,RESI5,RESI10,RESI20,RESI30,RESI60,MAX5,MAX10,MAX20,MAX30,MAX60,MIN5,MIN10,MIN20,MIN30,MIN60,QTLU5,QTLU10,QTLU20,QTLU30,QTLU60,QTLD5,QTLD10,QTLD20,QTLD30,QTLD60,RANK5,RANK10,RANK20,RANK30,RANK60,RSV5,RSV10,RSV20,RSV30,RSV60,IMAX5,IMAX10,IMAX20,IMAX30,IMAX60,IMIN5,IMIN10,IMIN20,IMIN30,IMIN60,IMXD5,IMXD10,IMXD20,IMXD30,IMXD60,CORR5,CORR10,CORR20,CORR30,CORR60,CORD5,CORD10,CORD20,CORD30,CORD60,CNTP5,CNTP10,CNTP20,CNTP30,CNTP60,CNTN5,CNTN10,CNTN20,CNTN30,CNTN60,CNTD5,CNTD10,CNTD20,CNTD30,CNTD60,SUMP5,SUMP10,SUMP20,SUMP30,SUMP60,SUMN5,SUMN10,SUMN20,SUMN30,SUMN60,SUMD5,SUMD10,SUMD20,SUMD30,SUMD60,VMA5,VMA10,VMA20,VMA30,VMA60,VSTD5,VSTD10,VSTD20,VSTD30,VSTD60,WVMA5,WVMA10,WVMA20,WVMA30,WVMA60,VSUMP5,VSUMP10,VSUMP20,VSUMP30,VSUMP60,VSUMN5,VSUMN10,VSUMN20,VSUMN30,VSUMN60,VSUMD5,VSUMD10,VSUMD20,VSUMD30,VSUMD60
SH600010,0.1809314168802909,0.875,,2026-02-11,0.030888017,0.050193053,0.6153843,0.015443973,0.30769145,0.0038610634,0.07692426,0.019305106,0.3846171,0.97003746,1.0149813,0.9662921,0.99524087,0.92108786,0.9736959,0.95140433,0.89879626,0.9848417,0.9422202,0.93767273,0.9368034,0.9398573,0.9230792,0.04848364,0.044037286,0.03723437,0.03722282,0.03455097,0.029558627,0.0026911986,0.0011708942,0.00031768647,0.0006546624,0.92921907,0.03423433,0.034611102,0.0056452155,0.109500006,-0.0013374808,0.050216854,0.05207313,0.05553623,0.057608265,1.0149813,1.0260346,1.0260346,1.0260346,1.0260346,0.87998325,0.87614954,0.8427061,0.8427061,0.8427061,0.98181003,0.98181003,0.9676326,0.9736959,0.9521177,0.8944271,0.8944271,0.8944271,0.8944271,0.89121705,1.0,0.9,0.95,0.93333334,0.96666664,0.8890262,0.8263031,0.8579895,0.8579895,0.8579895,1.0,0.1,0.55,0.7,0.85,0.4,0.3,0.15,0.43333334,0.71666664,0.6,-0.2,0.4,0.26666668,0.13333334,0.90570146,0.73138416,0.37112933,0.48146006,0.65758216,0.7470607,0.6244158,0.28549212,0.40761876,0.28265423,0.6,0.6,0.5,0.5,0.45,0.4,0.4,0.4,0.4,0.45,0.2,0.2,0.1,0.1,0.0,0.7845657,0.5403557,0.54810244,0.5700185,0.5072774,0.21543433,0.4596443,0.4518976,0.42998153,0.49272257,0.5691313,0.080711424,0.09620482,0.14003696,0.014554828,0.7949434,0.9036118,0.91454244,0.82354957,0.5583766,0.34383625,0.4417464,0.37488315,0.3702554,0.37805703,0.9064938,0.81629604,0.93254256,0.93995434,1.3673824,0.84601235,0.50052315,0.51189333,0.54128444,0.52635,0.15398765,0.49947682,0.48810664,0.45871556,0.47364998,0.6920247,0.0010463463,0.023786701,0.08256888,0.052700024
SH601298,0.14407381764183846,1.0,,2026-02-11,0.002127663,0.0127659775,0.16666667,0.008510652,0.6666667,0.002127663,0.16666667,-0.004255326,-0.33333334,0.9978769,1.0084926,0.9957537,1.0008408,1.0395882,1.0055424,0.8796516,0.8875693,0.92003167,1.0095012,1.0153602,0.9689232,0.94175243,0.9193587,0.012925445,0.014316146,0.0574573,0.060845703,0.04890641,-0.0071258964,-0.0016219215,0.008457605,0.0061232815,0.0019280671,0.7598502,0.1176573,0.75835466,0.7848928,0.47403732,0.0047506015,-0.008061609,-0.049270447,-0.030540025,0.023763351,1.057144,1.057144,1.057144,1.057144,1.057144,0.9957537,0.9927824,0.8775133,0.87567556,0.8731038,1.0133016,1.0321457,1.0118765,1.0087094,0.96832937,1.0006334,1.0052257,0.9003959,0.88709426,0.88709426,0.2,0.1,0.5,0.6666667,0.8333333,0.069168776,0.112141125,0.68188065,0.6851023,0.6895026,0.2,0.6,0.8,0.8666667,0.93333334,1.0,0.1,0.05,0.033333335,0.11666667,-0.8,0.5,0.75,0.8333333,0.81666666,0.80574083,0.5748306,0.47905824,0.51556116,0.4496619,-0.38053712,-0.05255703,0.50672936,0.3983228,0.30947188,0.0,0.4,0.6,0.53333336,0.48333332,1.0,0.5,0.35,0.4,0.48333332,-1.0,-0.1,0.25,0.13333334,0.0,0.0,0.46236563,0.78358227,0.7076024,0.58603066,1.0,0.5376344,0.21641774,0.29239762,0.41396934,-1.0,-0.075268745,0.5671645,0.41520476,0.1720613,2.1702845,2.8323581,2.8499725,2.5442839,2.1721165,1.0924059,1.0651625,1.5190905,1.3270943,1.1030989,1.3063166,1.272805,1.7373166,1.8810339,1.9394099,0.20379104,0.26303822,0.46002322,0.48985836,0.47912696,0.796209,0.7369618,0.5399768,0.5101416,0.52087307,-0.5924179,-0.47392353,-0.07995356,-0.020283267,-0.04174611
SH601111,0.1318956953478858,1.0,,2026-02-11,-0.022172917,0.029933447,-0.7407405,0.002217285,0.074073836,0.005543245,0.18518567,-0.018846957,-0.62962866,1.0226758,1.0249432,0.99433106,1.0047557,1.0227723,0.9485149,0.9693069,1.0316832,0.98613864,1.0243564,0.9911881,0.98980194,1.0017492,0.9819307,0.016065847,0.044262458,0.035763647,0.036663346,0.0402806,-0.0057425667,0.01149115,0.0014069818,-0.0014363597,0.0010592876,0.3194073,0.61782765,0.05417033,0.11894987,0.21092871,-0.0128712775,-0.042898268,-0.003168293,0.019078057,-0.013179662,1.0649692,1.0649692,1.0649692,1.0714467,1.0714467,0.99433106,0.9180438,0.9180438,0.9180438,0.9019691,1.0326732,1.0257425,1.0231683,1.0322772,1.0227723,1.0182178,0.94158417,0.95405936,0.9665347,0.94554454,0.2,0.5,0.6,0.46666667,0.6666667,0.08025331,0.55780846,0.55780846,0.5342548,0.57842994,0.6,0.8,0.9,0.06666667,0.53333336,1.0,0.4,0.7,0.8,0.15,-0.4,0.4,0.2,-0.73333335,0.38333333,0.30157948,0.101518795,0.014064194,-0.11316998,0.37349367,-0.2764784,0.54144716,0.2148553,0.118675284,0.31802383,0.4,0.4,0.3,0.26666668,0.36666667,0.6,0.5,0.65,0.6666667,0.56666666,-0.2,-0.1,-0.35,-0.4,-0.2,0.35802448,0.63265306,0.5426998,0.4681275,0.50774336,0.6419755,0.36734694,0.45730022,0.5318725,0.49225664,-0.28395104,0.26530614,0.08539959,-0.063745044,0.015486714,1.1345004,1.371127,1.2931156,1.2597581,1.0261426,0.17918092,0.58912337,0.46757638,0.43505672,0.438508,0.4614291,1.6963322,1.5489944,1.5141323,1.5810156,0.030012185,0.4693422,0.45090106,0.47228202,0.5088012,0.9699878,0.53065777,0.5490989,0.52771795,0.49119878,-0.9399756,-0.06131557,-0.09819786,-0.055435937,0.017602416
SH601021,0.10610188348808533,1.0,,2026-02-11,-0.0046161297,0.01641314,-0.281246,0.0049581765,0.30208582,0.006838833,0.4166682,-0.002735473,-0.16666362,1.0046375,1.0096188,0.99312943,1.0020865,1.0117115,0.9634116,0.98748076,1.0036346,0.96535003,1.0125676,0.99082464,0.9915556,0.99644613,0.9706189,0.008663863,0.02879759,0.023624314,0.021635002,0.034045823,-0.0046119057,0.0071683642,0.0006836211,-0.00051203417,0.0012860545,0.7083985,0.5679882,0.02930762,0.0434096,0.435202,-0.0033437964,-0.02308225,0.0019500318,0.010978366,-0.008557532,1.0270119,1.0270119,1.0270119,1.03698,1.03698,0.98355365,0.9418229,0.9418229,0.9418229,0.89337957,1.0202891,1.0143607,1.0119537,1.0134238,1.0090461,1.007043,0.9605524,0.9653501,0.97660923,0.9438171,0.2,0.5,0.55,0.46666667,0.71666664,0.3784406,0.6829184,0.6829184,0.6113793,0.7424797,0.2,0.6,0.8,0.16666667,0.5833333,0.8,0.4,0.7,0.8,0.31666666,-0.6,0.2,0.1,-0.6333333,0.26666668,0.60396284,-0.1897045,-0.20795989,-0.03306397,0.002874339,-0.23950356,0.4094117,0.17835438,0.26448756,0.17599422,0.4,0.5,0.45,0.43333334,0.51666665,0.6,0.5,0.55,0.56666666,0.48333332,-0.2,0.0,-0.1,-0.13333334,0.033333335,0.36889753,0.637858,0.5248638,0.4951728,0.525126,0.63110244,0.36214203,0.47513622,0.5048272,0.474874,-0.26220492,0.27571595,0.04972757,-0.009654407,0.050252,1.6391603,2.0157115,2.289742,2.426127,2.4429002,0.47704333,0.71287733,0.67957914,0.61434937,0.80573356,0.4239701,1.6090987,1.3618281,1.2006842,1.1094228,0.17439955,0.3959886,0.42815626,0.44031075,0.43932897,0.82560045,0.6040114,0.57184374,0.5596892,0.56067103,-0.6512009,-0.20802277,-0.1436875,-0.11937849,-0.12134208
SZ000538,0.07875989411714722,1.0,,2026-02-11,-0.0006986259,0.006113554,-0.11427493,0.003493476,0.5714313,0.0019214521,0.3142938,-0.0022706497,-0.3714124,1.0006992,1.004195,0.9980772,1.0002803,0.9849679,0.97220385,0.990038,0.9909107,0.98478985,0.9995441,0.98844516,0.9871426,0.9907524,0.9853859,0.00219716,0.0124729965,0.010101512,0.0100273825,0.010070846,0.00071772427,0.0036388468,0.0005518675,-0.0003284293,0.00027918245,0.26676688,0.7801846,0.104463585,0.08314007,0.23439269,-0.0009795456,-0.004819982,0.0076146265,0.014009815,0.006378196,1.0173005,1.0173005,1.0173005,1.0173005,1.0173005,0.9844407,0.961371,0.961371,0.961371,0.961371,1.0009795,1.0001401,0.99880916,1.0001401,0.9954892,0.99814427,0.97748405,0.98024815,0.9817514,0.9757729,0.6,0.8,0.9,0.78333336,0.89166665,0.47350568,0.6906727,0.6906727,0.6906727,0.6906727,0.4,0.7,0.85,0.9,0.95,0.2,0.1,0.55,0.7,0.85,0.2,0.6,0.3,0.2,0.1,-0.5665494,-0.1399122,-0.114016645,-0.16734596,0.17257291,0.7857811,0.72206026,0.39159507,0.34287927,0.07294964,0.4,0.5,0.45,0.46666667,0.55,0.6,0.5,0.55,0.53333336,0.45,-0.2,0.0,-0.1,-0.06666667,0.1,0.8161854,0.74314487,0.53887516,0.526476,0.52875674,0.1838146,0.25685513,0.46112484,0.47352397,0.47124326,0.6323708,0.48628974,0.07775031,0.05295206,0.057513453,2.008629,2.0572813,2.135647,2.0388975,1.6793756,0.8802635,0.78837633,0.6672832,0.6319996,0.6703983,1.3792545,0.9682931,1.0045743,1.040914,1.2649993,0.38095564,0.37313592,0.44280577,0.491502,0.48768932,0.61904436,0.6268641,0.55719423,0.508498,0.5123107,-0.23808873,-0.25372815,-0.114388466,-0.016996028,-0.024621394
SZ000333,0.07101169586525137,1.0,,2026-02-11,-0.003875046,0.007625016,-0.5082017,0.0026249967,0.34426114,0.0011249731,0.14753714,-0.0053750696,-0.7049257,1.0038902,1.0065253,0.9988707,1.001895,1.0015129,0.9454247,0.96814024,0.98393667,0.9779296,1.0014595,0.9914322,0.9794614,0.98119044,0.9905259,0.0064721936,0.013697559,0.017802464,0.016400186,0.018739177,-0.0010946201,0.0035418137,0.0018744055,0.00024900984,-0.00041187956,0.071509525,0.6128815,0.3880028,0.017866405,0.14734632,0.0007297169,-0.007370325,0.002731756,0.015198896,0.021624545,1.0184542,1.0184542,1.0184542,1.0184542,1.0436726,0.9839363,0.9470423,0.94115806,0.94115806,0.94115806,1.0069282,1.0024651,0.99850494,0.9964225,1.0034841,0.9971745,0.97720873,0.96790445,0.96883446,0.97396046,0.6,0.7,0.85,0.8666667,0.68333334,0.4653738,0.74158126,0.76125365,0.76125365,0.5739864,0.2,0.6,0.8,0.8666667,0.21666667,0.6,0.1,0.5,0.6666667,0.8333333,-0.4,0.5,0.3,0.2,-0.6166667,0.35622248,-0.4663728,-0.4111604,-0.45292652,-0.39633295,0.5515876,0.5115596,0.119038224,-0.23201728,-0.078641064,0.4,0.6,0.5,0.53333336,0.5,0.6,0.4,0.5,0.46666667,0.46666667,-0.2,0.2,0.0,0.06666667,0.033333335,0.48258144,0.7555737,0.5905641,0.529127,0.5238461,0.51741856,0.24442632,0.40943593,0.470873,0.4761539,-0.034837145,0.5111473,0.18112814,0.058253977,0.0476922,1.5961082,1.9264637,1.9824873,2.0730572,1.7440977,0.41616747,0.6115557,0.5332522,0.729755,0.64866817,0.45203567,1.3130344,1.2220726,1.3566236,1.4701562,0.19719501,0.16516393,0.39830893,0.49063492,0.493262,0.802805,0.83483607,0.60169107,0.5093651,0.506738,-0.60561,-0.66967213,-0.20338212,-0.018730167,-0.013476014
SZ300124,0.06708698067470774,1.0,,2026-02-11,-0.03269236,0.033589765,-0.9732834,0.0,0.0,0.00089740416,0.026716594,-0.031794958,-0.9465668,1.0337973,1.0337973,0.99907225,1.0087086,1.0015897,1.0127218,1.0331361,0.9734933,0.9476457,1.0068909,1.0025045,1.0260834,1.0285133,0.9904484,0.021597983,0.015711868,0.029747378,0.026509104,0.044774126,0.007369898,0.0022546283,-0.003993994,-0.0013712475,0.0019031789,0.2910962,0.18875812,0.63093626,0.20736875,0.55106753,-0.021630716,-0.012650336,0.011859592,-0.008630225,-0.046592213,1.0416181,1.0416181,1.0946288,1.0946288,1.0946288,0.97269434,0.9703132,0.9703132,0.9675288,0.90457016,1.0225834,1.0081636,1.0539439,1.0520885,1.0382237,0.9890762,0.98934203,0.99870074,0.99994683,0.94719595,0.6,0.6,0.3,0.23333333,0.6166667,0.39617196,0.41633636,0.23880197,0.2554772,0.50210714,0.8,0.9,0.3,0.53333336,0.76666665,0.4,0.2,0.6,0.033333335,0.06666667,0.4,0.7,-0.3,0.5,0.7,0.6670326,0.32591072,0.66278136,0.5684256,0.7659188,0.57196003,0.24067773,0.048175626,0.5172236,0.57653826,0.6,0.6,0.55,0.53333336,0.51666665,0.4,0.4,0.45,0.46666667,0.46666667,0.2,0.2,0.1,0.06666667,0.05,0.4923121,0.454379,0.44384378,0.5272763,0.532586,0.5076879,0.545621,0.5561562,0.47272372,0.46741405,-0.015375815,-0.09124201,-0.112312436,0.054552574,0.06517191,0.81074,0.82840073,1.0055952,1.0838462,0.88716006,0.16751625,0.14832997,0.268358,0.2980651,0.3171977,0.77383214,0.9548538,1.0276757,1.0380322,1.1834005,0.91531193,0.3850737,0.4021577,0.522363,0.5153536,0.08468807,0.61492634,0.59784234,0.477637,0.48464638,0.83062387,-0.22985265,-0.19568464,0.04472603,0.030707218
SH601058,0.059578439805214975,1.0,,2026-02-11,-0.014119166,0.029465893,-0.4791698,0.0055247634,0.18749689,0.009821964,0.33333334,-0.009821964,-0.33333334,1.0143213,1.0199252,0.9900374,0.99739313,1.036777,1.0137079,0.9583195,0.9994428,0.97949404,1.0166945,1.0070546,1.0032598,1.004755,1.0201067,0.012655658,0.021299327,0.022419386,0.023767317,0.038191132,-0.0077231727,0.003019828,0.0010751532,-0.000126347,-0.0005010155,0.9310265,0.1842655,0.08049361,0.002190137,0.052490074,-0.001248188,-0.020643746,-0.013473764,-0.0029230053,-0.0053266925,1.0541853,1.0541853,1.0541853,1.0541853,1.1239059,0.9900374,0.96450216,0.95274156,0.95209247,0.95209247,1.0224006,1.0224006,1.022044,1.0235596,1.0479885,1.0094506,0.99445003,0.98584646,0.98584646,0.9889223,0.2,0.5,0.5,0.43333334,0.36666667,0.15530708,0.39581397,0.46585852,0.46925452,0.27883452,0.2,0.6,0.8,0.8666667,0.31666666,1.0,0.3,0.05,0.33333334,0.6666667,-0.8,0.3,0.75,0.53333336,-0.35,0.023658382,-0.2625779,-0.18587369,-0.17819364,-0.053448524,-0.5670931,0.3161514,0.41030747,0.23859327,0.20296173,0.0,0.2,0.35,0.33333334,0.38333333,1.0,0.8,0.6,0.6333333,0.5833333,-1.0,-0.6,-0.25,-0.3,-0.2,0.0,0.45454526,0.5657523,0.50055987,0.5114229,1.0,0.54545474,0.43424764,0.49944013,0.4885771,-1.0,-0.09090947,0.13150468,0.0011197322,0.022845803,0.8340422,1.1581503,1.415916,1.4735727,1.3024802,0.1407805,0.38694775,0.49798673,0.49784887,0.49716365,0.88707393,1.0592324,1.1454552,1.0080868,1.0601889,0.22995059,0.29565448,0.45359895,0.45088455,0.49848515,0.7700494,0.7043455,0.5464011,0.5491155,0.50151485,-0.54009885,-0.40869108,-0.09280213,-0.09823093,-0.0030296834
SH600926,0.05865551091389569,1.0,,2026-02-11,0.006703197,0.01096891,0.6111088,0.001828228,0.16667363,0.0024374845,0.22221757,0.0073124534,0.66665274,0.99334145,1.001816,0.9909202,0.99758136,0.97716796,0.9564115,0.945572,0.92504615,0.9273525,0.99741703,0.9835794,0.9589138,0.9532596,0.9443881,0.0048387893,0.01595011,0.02944597,0.026236854,0.022141745,-0.0012453988,0.0039695813,0.004488562,0.002169179,0.0006636736,0.16560882,0.56777143,0.8132624,0.52974755,0.27402183,0.0050737876,-0.0014424968,-0.0015551291,0.015287323,0.036033515,1.0104655,1.0104655,1.0104655,1.0104655,1.0104655,0.9783492,0.95349985,0.9091922,0.9091922,0.9091922,1.0008764,0.9972325,0.99294287,0.9773986,0.9565499,0.99321955,0.96914214,0.9292897,0.93025833,0.92504615,0.8,0.9,0.95,0.96666664,0.98333335,0.6741364,0.8162833,0.8966603,0.8966603,0.8966603,0.4,0.7,0.85,0.9,0.95,0.2,0.4,0.2,0.46666667,0.73333335,0.2,0.3,0.65,0.43333334,0.21666667,0.31790507,-0.40632594,-0.5487376,-0.2888751,0.056347013,0.79244727,0.28035372,0.19387953,0.39050308,0.24877621,0.4,0.5,0.55,0.53333336,0.56666666,0.6,0.5,0.45,0.46666667,0.43333334,-0.2,0.0,0.1,0.06666667,0.13333334,0.7487433,0.7067833,0.6244725,0.610469,0.56665254,0.25125673,0.29321668,0.37552747,0.389531,0.4333475,0.49748653,0.41356662,0.24894503,0.22093801,0.13330503,1.7033527,1.892855,2.423292,2.4537377,2.0013165,0.5768481,0.47511262,0.8418012,0.8966192,0.82857096,1.5049089,0.94485617,0.82600045,1.0679902,1.2716972,0.39037776,0.23071995,0.41616973,0.48967847,0.47731626,0.60962224,0.7692801,0.58383024,0.5103215,0.52268374,-0.21924447,-0.5385601,-0.16766052,-0.020643048,-0.045367505
SH600066,0.05711970227170927,1.0,,2026-02-11,-0.0069182366,0.02169812,-0.3188404,0.0040881014,0.1884081,0.010691781,0.49275148,-0.0003145579,-0.014497013,1.0069665,1.011083,0.98923373,0.9983298,0.9816364,1.0082327,0.9974673,1.0170999,0.9734037,1.0020912,0.99316216,0.99746835,1.0075171,1.0166847,0.00485191,0.012259164,0.015124961,0.022661163,0.03144108,0.0014561815,0.002579099,-0.00031473697,-0.0016283224,-0.00026949038,0.22518818,0.40571943,0.015155667,0.40014568,0.022407398,-0.005003586,-0.004768104,0.0055216677,0.016093558,-0.008734637,1.0133001,1.0145681,1.0399,1.0921497,1.1010138,0.9816373,0.9420542,0.9420542,0.9420542,0.9420542,1.0070319,1.0013938,1.0085495,1.0264107,1.0436983,0.9992407,0.9810029,0.98119277,0.9898062,0.9850553,0.5,0.75,0.575,0.41666666,0.35833332,0.57994616,0.79909956,0.59221554,0.3860592,0.36453155,0.6,0.2,0.45,0.13333334,0.36666667,0.2,0.5,0.75,0.8333333,0.9166667,0.4,-0.3,-0.3,-0.7,-0.55,-0.6937128,-0.7394443,-0.27121168,-0.048870567,0.105155006,-0.67624485,-0.556061,-0.1542992,-0.093693465,0.00016062765,0.6,0.4,0.5,0.46666667,0.5,0.4,0.6,0.5,0.53333336,0.5,0.2,-0.2,0.0,-0.06666667,0.0,0.77882063,0.456668,0.5052483,0.47593462,0.51807094,0.22117937,0.543332,0.4947517,0.5240654,0.4819291,0.55764127,-0.086664006,0.010496626,-0.048130773,0.03614182,1.0751982,1.3853294,1.5696725,1.6062398,1.3736728,0.2318259,0.49192718,0.5193381,0.49831268,0.49282736,1.0280493,0.7295392,1.0843819,1.0580862,1.027343,0.08327438,0.449098,0.4415438,0.47531995,0.49700758,0.91672564,0.550902,0.55845624,0.5246801,0.50299245,-0.8334513,-0.10180403,-0.11691245,-0.0493601,-0.005984865
