,date,top1,top2,top3,top4,top5,top6,top7,top8,top9,top10,top11,top12,top13,top14,top15,top16,top17,top18,top19,top20,top21,top22,top23,top24,top25,top26,top27,top28,top29,top30,avg_real_label,csi300_real_label,turnover_rate,daily_net_ret,strategy_equity,csi300_equity,max_equity,drawdown
0,2026-03-06,SH600016,SH601169,SH600377,SH601229,SH601009,SH600015,SH601077,SH601328,SH601939,SH601166,SH601825,SH600941,SH601236,SH601816,SH601916,SZ000895,SH600919,SZ002736,SH600926,SH601658,SH601006,SH600600,SH601998,SZ002252,SH601988,SH601668,SH600036,SH603259,SH601398,SH601628,0.0035139978863298893,0.012848139,0.36666666666666664,0.002780664552996556,1.0027806645529966,1.0128481,1.0027806645529966,0.0
1,2026-03-09,SH600015,SH601077,SH601006,SH603195,SH601816,SH600036,SH600926,SH601628,SH601398,SH601328,SH600016,SH601988,SH600941,SH600018,SZ002252,SH600919,SH601818,SZ000538,SH601658,SH601825,SH601088,SH601998,SZ000725,SH600674,SH601618,SH601169,SH600377,SH600050,SH601607,SH601838,0.010565850883722305,0.006361842,0.5,0.009565850883722304,1.0123731148591906,1.0192918,1.0123731148591906,0.0
2,2026-03-10,SZ300782,SZ002311,SH600015,SH601006,SH600919,SH600036,SZ000895,SH601825,SH600066,SZ000425,SH601166,SH600941,SH600926,SH600025,SZ002371,SH600016,SH600900,SH603195,SH601009,SZ000999,SH601077,SH600887,SH601169,SH601328,SZ000651,SH601816,SH601838,SH601916,SH600674,SH601229,0.0035592694766819477,-0.0036008358,0.5666666666666667,0.0024259361433486143,1.0148290673890819,1.0156214,1.0148290673890819,0.0
3,2026-03-11,SH603195,SH600015,SH601816,SH688009,SH601818,SH601328,SZ002415,SH601669,SH601658,SH600233,SH600887,SZ000538,SZ002736,SH600036,SZ000333,SH601939,SH600941,SH600674,SH600600,SH600050,SZ002352,SZ000001,SH600016,SH601166,SZ000651,SH601398,SH601236,SH600377,SZ000425,SH600025,0.005737783387303352,-0.0039295554,0.43333333333333335,0.004871116720636686,1.019772418227829,1.0116305,1.019772418227829,0.0
4,2026-03-12,SH601328,SH601816,SH600919,SH600690,SH601658,SH601009,SH600016,SH600900,SH601398,SH600036,SZ000895,SZ002252,SH601229,SH601668,SH601166,SH600015,SH601169,SH600018,SH601998,SH601818,SZ000999,SH600887,SH601939,SH600660,SZ000001,SH600050,SZ002352,SZ000333,SH600600,SH600674,0.0014152824878692627,0.000518322,0.4,0.0006152824878692627,1.0203998663383766,1.0121549,1.0203998663383766,0.0
5,2026-03-13,SH601816,SH601838,SH600919,SH600900,SH600600,SH600887,SH601169,SH601009,SH600016,SH600036,SH601818,SH601398,SH601166,SH601658,SZ300999,SH600690,SZ000999,SZ000100,SZ000725,SZ300014,SZ000708,SZ000538,SH600926,SZ000001,SH603195,SH601988,SZ000895,SH600741,SH600031,SH601668,0.002213990781456232,-0.0073037744,0.6333333333333333,0.0009473241147895655,1.021366515738487,1.0047624,1.021366515738487,0.0
6,2026-03-16,SH601838,SH601100,SH601009,SZ000333,SH603019,SZ000063,SH601006,SZ002594,SH600023,SH603259,SH601816,SH600027,SZ002422,SH601166,SH600016,SH600900,SH601236,SH601916,SH601229,SZ300750,SH600036,SH600600,SH600941,SH600741,SH601238,SH603260,SH600919,SZ002179,SH600887,SH603296,0.0006181597709655762,0.0045046806,0.6333333333333333,-0.0006485068957010904,1.0207041525099925,1.0092885,1.021366515738487,-0.0006485068957010421
7,2026-03-17,SH601838,SH600048,SH603195,SH600690,SZ000538,SH600660,SH600941,SZ000999,SH601229,SH601939,SH600900,SZ000983,SH601169,SZ002371,SH600023,SH600919,SH600377,SH600036,SH601818,SH600741,SH601668,SZ300015,SH600016,SZ002352,SH600887,SH601816,SZ000651,SH601328,SH600809,SH600085,-0.006033587269484997,-0.016117394,0.4666666666666667,-0.00696692060281833,1.0135929877204883,0.9930214,1.021366515738487,-0.007610909402466684
8,2026-03-18,SH600023,SH600941,SH600025,SH600919,SH601009,SH601818,SH601939,SH601988,SH600016,SH600027,SH600900,SH600036,SH600018,SH601916,SH600887,SH601328,SH601816,SH601166,SH601229,SH600377,SH601236,SH600600,SZ000895,SH600674,SH601169,SH603195,SH600050,SH600926,SZ000538,SZ003816,-0.006135457661002874,-0.0035411716,0.23333333333333334,-0.006602124327669541,1.0069011207979037,0.989505,1.021366515738487,-0.014162785560014433
