,date,top1,top2,top3,top4,top5,top6,top7,top8,top9,top10,top11,top12,top13,top14,top15,top16,top17,top18,top19,top20,top21,top22,top23,top24,top25,top26,top27,top28,top29,top30,top31,top32,top33,top34,top35,top36,top37,top38,top39,top40,top41,top42,top43,top44,top45,top46,top47,top48,top49,top50,top51,top52,top53,top54,top55,top56,top57,top58,top59,top60,top61,top62,top63,top64,top65,top66,top67,top68,top69,top70,top71,top72,top73,top74,top75,top76,top77,top78,top79,top80,top81,top82,top83,top84,top85,top86,top87,top88,top89,top90,top91,top92,top93,top94,top95,top96,top97,top98,top99,top100,avg_real_label,csi300_real_label,turnover_rate,daily_net_ret,strategy_equity,csi300_equity,max_equity,drawdown
10,2026-03-20,SH600023,SH601916,SH600027,SH600919,SZ000538,SZ300498,SH600025,SZ001965,SH600036,SH601166,SZ000895,SH600900,SH601838,SH600887,SH601006,SH601229,SH600905,SH603195,SH600377,SH601328,SH601988,SH601939,SH601009,SZ002714,SZ002422,SH600015,SZ003816,SH601658,SZ000999,SZ002459,SH603259,SZ300750,SH600600,SZ002415,SH601077,SZ000651,SH601818,SH603296,SZ000708,SH600886,SH600926,SH601816,SH601169,SH600018,SH601919,SH600918,SH600674,SH601236,SZ002311,SH601825,SZ002460,SZ000001,SH600016,SH603288,SH600104,SH600011,SH601398,SH601998,SH601668,SH600741,SZ002142,SZ300014,SH600519,SH600085,SH601390,SH600941,SZ002027,SZ002352,SH601766,SH600039,SH600436,SH601985,SH600066,SZ000166,SH601012,SH601186,SZ000858,SZ000983,SZ002594,SH600690,SH601618,SZ001391,SH600061,SH600048,SH601633,SZ002371,SZ002074,SZ300628,SH601607,SH600660,SZ000333,SH688009,SZ300782,SH601901,SH601456,SH600030,SH601136,SZ000725,SH601728,SZ300015,0.014730202965438366,0.012838483,0.14,0.014450202965438365,0.9805339215017691,0.9695071,1.0197217809458876,-0.03842995234226349
11,2026-03-23,SH600674,SH601006,SH600900,SH600886,SH600905,SZ002459,SZ300498,SH601012,SH601998,SH600027,SH600023,SH601985,SH601838,SH601939,SZ300014,SZ001965,SZ000983,SH601166,SH601328,SH600036,SH600015,SZ003816,SH600919,SH601229,SZ000999,SH600104,SH601077,SH601988,SH601916,SH601919,SH600011,SZ002074,SH601236,SH601825,SH601818,SH600930,SZ000895,SZ000617,SZ000708,SZ002422,SZ002594,SH600377,SZ000538,SZ000651,SH601633,SH601878,SZ300750,SH600887,SZ000333,SH600018,SH601169,SH600039,SH601658,SH600941,SH600926,SH601668,SH601728,SZ002371,SH601607,SZ000001,SZ002714,SZ000166,SZ002415,SH600918,SH603259,SZ002460,SH600741,SZ002142,SH600030,SH601766,SH601398,SZ001391,SZ000858,SH601816,SH601390,SZ002736,SH601901,SZ000938,SH600600,SH600660,SZ300628,SH600050,SH600048,SH601618,SH688009,SH601136,SH601788,SH600436,SH600066,SZ000876,SH600161,SH603296,SH600519,SZ000625,SH601456,SH603288,SZ002252,SH600999,SZ002179,SH601238,0.009916500188410282,0.014023185,0.1,0.009716500188410282,0.9900612795347837,0.9831027,1.0197217809458876,-0.029086856793027388
12,2026-03-24,SZ001965,SH600900,SH600036,SH601166,SH600015,SZ000895,SH600919,SH601328,SH600023,SZ002422,SH600674,SH601939,SH601006,SH601916,SH601998,SH601818,SZ300498,SZ000538,SH601988,SH600886,SH600377,SH601825,SZ000651,SH601229,SZ003816,SZ002459,SH601838,SH601236,SH601169,SH600918,SH600018,SH600905,SH601009,SZ300750,SH601658,SH601985,SH601012,SH601919,SH601077,SH600941,SH601607,SZ300014,SH601901,SH600050,SH600011,SH600887,SH601816,SH600027,SZ002371,SH600104,SH600926,SZ000001,SZ000166,SZ001391,SH601668,SH601390,SH688009,SZ000617,SH601059,SH601633,SH600039,SH601878,SH600016,SH600066,SH601398,SZ002074,SZ002415,SZ002142,SZ000999,SH600600,SH600030,SH600048,SZ002252,SH600061,SH600519,SH601136,SH601766,SZ000938,SH601456,SZ002311,SH601788,SH603288,SH601728,SZ000876,SH603019,SZ000333,SZ002352,SZ000625,SH600161,SZ002736,SH601995,SZ000858,SH603195,SH600436,SH601238,SH600999,SH600196,SH603296,SH600660,SZ300628,-0.007361351978033781,-0.013209939,0.09,-0.007541351978033781,0.9825948789459895,0.97011596,1.0197217809458876,-0.03640885454605021
13,2026-03-25,SZ300661,SH601916,SH600900,SH601166,SH600015,SH600036,SZ003816,SH601838,SH601939,SH601825,SH601236,SZ002459,SZ000001,SH600919,SH601006,SH601328,SH600018,SZ000651,SH600918,SH601985,SH601988,SH601009,SH601818,SH601229,SH600674,SH601169,SH600027,SZ002422,SH601012,SH601633,SH600886,SZ300498,SH600905,SH600023,SH601658,SH601077,SH600011,SZ001965,SZ000895,SZ000538,SH601398,SH601607,SH600600,SH601390,SH600926,SZ000166,SH600887,SZ002415,SH600104,SH600377,SH601059,SH601816,SH601766,SH600941,SZ001391,SZ000708,SZ002074,SH601901,SH601668,SZ000999,SH601878,SH601998,SH601456,SH600030,SH600061,SH600050,SH600016,SZ000983,SH688009,SZ002714,SH603288,SH601788,SZ000333,SH601728,SZ000938,SZ002142,SH600741,SZ300014,SZ002371,SH601136,SH600161,SH601995,SH600066,SH600999,SZ000858,SH600519,SH603195,SH601186,SZ000100,SH600048,SH600436,SZ002352,SH600690,SZ002252,SZ000876,SH603296,SZ000725,SH601919,SH601238,SH600039,0.0017380672506988049,0.005592346,0.09,0.0015580672506988048,0.9841258278475795,0.9755412,1.0197217809458876,-0.034907514739255165
14,2026-03-26,SH601916,SZ001965,SH600674,SH601166,SH600015,SH600919,SZ003816,SH600900,SH600023,SH601818,SH601328,SZ000983,SH601169,SH601939,SH601838,SH601988,SH600886,SH601006,SZ000001,SH600018,SH601658,SH600036,SZ000895,SH601398,SH601825,SH600600,SH601009,SH601229,SH601077,SH601816,SH600104,SH600377,SZ300014,SZ002074,SH688009,SZ300498,SH600926,SH600918,SH601766,SH600016,SH600027,SZ000651,SH601998,SZ002142,SZ002714,SH600011,SH601633,SH600887,SH601236,SZ000708,SZ002422,SH601985,SH601012,SZ002415,SH601607,SZ002709,SH601919,SH600066,SH601668,SZ002352,SZ001391,SH603019,SH600196,SH600905,SZ000333,SZ002459,SH603288,SH600039,SZ000938,SH601390,SH600660,SZ000166,SZ002460,SH600050,SH600161,SH601618,SH601059,SZ000999,SZ000858,SH603259,SH600061,SH600941,SZ000725,SH600741,SH600999,SZ002252,SH601878,SH601456,SH603296,SZ002371,SH601901,SZ002179,SZ002594,SH601136,SZ000538,SH601788,SZ300661,SH603195,SZ000876,SH601238,-0.002377147786319256,-0.002358675,0.07,-0.0025171477863192558,0.9816486376985534,0.9732402,1.0197217809458876,-0.0373367951521226
15,2026-03-27,SH601916,SH601166,SH600900,SH601988,SH600919,SZ002460,SH601169,SH600015,SH600104,SZ002422,SH600674,SH600011,SH601818,SH601328,SH600036,SZ001965,SH601939,SH601838,SH601398,SZ000001,SH600886,SH601658,SH601825,SH600023,SH601816,SH601006,SH600018,SH600016,SZ000895,SH601766,SH600600,SH600887,SH601985,SH600027,SH600905,SH601229,SZ000651,SH603288,SH601009,SZ002352,SH601077,SH600918,SZ000708,SH601668,SH688009,SH601012,SH600926,SH600377,SZ000983,SZ300498,SH601607,SZ002142,SZ003816,SZ002459,SZ002415,SH600039,SH601236,SH601633,SZ002371,SH601390,SH601136,SH601901,SZ000938,SH601618,SZ002074,SZ300628,SZ000166,SH603296,SH600066,SZ002714,SH600690,SH600196,SZ002709,SH601456,SH601059,SH601998,SZ300014,SZ000538,SZ000858,SH600061,SH600941,SZ000617,SH600741,SH600660,SZ001391,SZ000333,SZ000725,SH600050,SH601186,SH600999,SH601919,SH601878,SZ300782,SZ002594,SZ002311,SZ000999,SH600161,SH600085,SH603195,SZ300661,-0.00355141400359571,-0.009327769,0.1,-0.00375141400359571,0.9779660672524804,0.96416205,1.0197217809458876,-0.04094814337953526
16,2026-03-30,SH601916,SH600919,SH601166,SZ000001,SH601818,SH601169,SH600600,SH600900,SH600104,SH601328,SH601838,SH600036,SZ001965,SH601658,SH601816,SH601006,SH600886,SH601988,SH601825,SH600887,SH600018,SH600926,SH601077,SH600015,SH601229,SH600674,SH600016,SH601939,SH601009,SH601398,SZ000651,SZ002352,SH601668,SH601607,SH603288,SH600377,SH601985,SZ000895,SZ002142,SH600023,SH600905,SH688009,SZ002074,SZ300498,SH600918,SZ000858,SH601998,SH600066,SZ002422,SH600660,SZ002594,SZ000983,SH601236,SZ000708,SH601618,SZ003816,SH601766,SH600941,SZ300014,SZ000538,SH600196,SZ001391,SH601901,SH601186,SZ000725,SZ000166,SH600039,SZ002415,SH601238,SH600061,SZ000938,SH601390,SZ002371,SH601633,SZ002252,SH600161,SH600011,SH600519,SZ002709,SH600741,SH603259,SH601059,SZ000876,SH603195,SH601456,SZ300661,SZ002714,SH600436,SZ002459,SH600999,SH601995,SH601878,SZ000333,SH600085,SZ300782,SH600690,SZ002179,SH600019,SH601012,SH601728,0.0051961313001811504,0.01708293,0.08,0.00503613130018115,0.9828912327742857,0.9806328,1.0197217809458876,-0.03611823230591204
17,2026-03-31,SH600919,SH601169,SH600900,SH601166,SH601328,SH601658,SH601816,SH600887,SZ000001,SH601838,SH601668,SH600018,SH601006,SH601939,SH601988,SH600036,SH600660,SH601229,SH600377,SZ000895,SH600015,SH600016,SZ000651,SH601607,SH601009,SH601398,SH601916,SH600023,SH600104,SH600886,SH600926,SH601818,SH601077,SH600600,SH601825,SZ001965,SH600918,SH600674,SZ000538,SH600039,SZ300498,SH601998,SH601186,SZ002142,SH601985,SZ002352,SZ000858,SH600161,SH600741,SH603288,SZ000708,SH600196,SH601456,SZ001391,SZ000166,SH600905,SH688009,SZ002415,SH601878,SH600519,SH601390,SH600941,SZ002252,SH601633,SH600019,SH600085,SH601766,SH600061,SZ000876,SH601995,SH601236,SH603195,SH601618,SH601059,SH600999,SZ000725,SZ002371,SZ002074,SZ000333,SH600795,SH600436,SH601919,SH603259,SZ002422,SZ002179,SH601238,SZ000983,SZ300999,SZ300782,SH600011,SH601728,SH600066,SZ000999,SH601800,SZ002460,SZ000938,SZ002311,SH601012,SZ002459,,5.779964703833684e-05,-0.010419548,0.03,-2.2003529616631583e-06,0.9828890700666507,0.97041506,1.0197217809458876,-0.03612035318601423
18,2026-04-01,SH600919,SH601166,SH601169,SZ000001,SH601658,SH601328,SH600887,SH600036,SH601838,SH601009,SH601668,SH601816,SH601229,SH601006,SH600015,SH601988,SZ000895,SH600926,SH601607,SH600018,SH600023,SH601939,SZ000538,SH600104,SH600918,SH601998,SH600900,SH601916,SH601077,SZ000651,SZ002415,SH601825,SH600016,SZ002142,SH600061,SH600600,SH603195,SZ000333,SH601390,SH601186,SZ000858,SH601398,SH601456,SH601766,SH600519,SH601818,SH600886,SH600019,SZ002352,SH600161,SZ001965,SH600999,SH600941,SZ002422,SZ002252,SH601059,SH600905,SH600660,SH601985,SZ300498,SZ000166,SH601995,SZ002371,SH603288,SH601238,SH600377,SZ002179,SH601878,SH603259,SH601618,SZ000876,SZ001391,SZ000725,SH601633,SZ000708,SH600085,SH688009,SH600196,SH603296,SH600436,SH600741,SH601236,SH601919,SH600795,SH600039,SZ002311,SZ000999,SH601800,SZ300999,SH601728,SZ002074,SH600011,SZ000983,SZ000938,SZ300661,SH601012,SZ002459,SH600027,SZ300782,,-0.01243321131914854,-0.008511066,0.04,-0.01251321131914854,0.9705899714296253,0.96215576,1.0197217809458876,-0.048181582892823885
19,2026-04-02,SH601169,SH600919,SH601166,SH601816,SH600887,SH601668,SH600018,SH601328,SH601658,SH600926,SH600036,SZ000001,SH600061,SH601838,SH601009,SH603195,SH601229,SZ000651,SZ002415,SH601607,SH600900,SZ000538,SH600600,SH601006,SH600161,SH601939,SZ002142,SH601766,SZ002252,SH600999,SZ000895,SH600519,SH600015,SZ002352,SH601398,SH600941,SH601818,SH601456,SH601995,SH600377,SH601186,SH601059,SZ001965,SH600918,SH601988,SH600019,SZ000858,SH600104,SZ000725,SH601916,SH600085,SZ000333,SH601825,SH601633,SH600016,SZ000166,SH601390,SH601077,SH601878,SZ000876,SZ000708,SH601998,SH600886,SZ001391,SH600660,SH600436,SZ000999,SZ002179,SH601919,SH600023,SZ000963,SH601618,SH600196,SH601985,SH600905,SH601236,SH601800,SH600039,SZ300999,SH600674,SH600741,SH601728,SZ300498,SH603288,SH688009,SH600795,SH603259,SH603296,SZ300782,SZ002311,SZ000983,SZ000938,SH600011,SH600027,SZ002074,SH601012,SZ002459,,,,-0.0037509934045374393,-3.8325787e-05,0.03,-0.0038109934045374395,0.9668910594499969,0.96211886,1.0197217809458876,-0.05180895660273657
20,2026-04-03,SZ000538,SH601169,SH600919,SH600887,SH601166,SH601939,SH601668,SH600926,SH601607,SH601328,SH601816,SH601059,SH601658,SH600600,SH600018,SZ002415,SH600036,SZ000895,SZ000651,SH601766,SH601229,SH601009,SH600941,SZ000001,SH600900,SH600999,SH601006,SH601633,SH600918,SH601456,SH601838,SH601998,SH601995,SH600015,SZ002142,SZ000333,SZ000725,SZ000166,SZ002352,SH601916,SH600519,SZ001391,SH601825,SH600023,SH601398,SZ000999,SH601186,SH601077,SZ000876,SH600061,SH601818,SH600085,SH603195,SZ000858,SH600436,SH601919,SH601988,SZ002252,SH600161,SH600886,SH601878,SH600104,SH600674,SH600039,SH600377,SH601728,SH600196,SZ002179,SH603288,SH600660,SZ002311,SZ300498,SZ000963,SH601618,SH688009,SH600016,SH601985,SH601390,SH601800,SZ002422,SZ001965,SH600795,SH600066,SH600011,SH601236,SZ000938,SH600845,SZ000708,SH600741,SZ300782,SH603259,SH603296,SH600905,SZ300999,SH600027,SZ000983,SH601012,,,,0.015102417208254337,0.034891605,0.04,0.015022417208254337,0.9814161003399857,0.99568874,1.0197217809458876,-0.037564835155692936
21,2026-04-07,SH600919,SH601169,SH600926,SZ000538,SZ000001,SH601658,SH600600,SH601166,SH601607,SH601838,SH601009,SH601816,SH600887,SH601668,SH601328,SH601988,SH600036,SZ002352,SZ000333,SH600018,SH601939,SH601766,SZ002142,SH601825,SH601916,SZ000651,SH600999,SH600900,SH600061,SH601229,SH601633,SH601998,SH601006,SH600941,SZ000895,SZ002252,SH601186,SZ000166,SH600015,SH601059,SH600085,SH601077,SZ002415,SH601456,SH600161,SH601818,SH600918,SH601398,SH601995,SZ000858,SH600436,SH603288,SH603195,SH600519,SH600741,SH601728,SH601919,SH600660,SH600039,SZ000708,SZ000876,SH600023,SH600104,SZ300498,SH601618,SH600674,SH600016,SZ000999,SH601390,SH600196,SZ002179,SZ000963,SH600377,SH601985,SH603259,SH601288,SH601236,SH601800,SH600066,SZ300999,SH600795,SH688009,SH600905,SH600886,SZ300308,SZ000938,SH600845,SZ002311,SH600011,SH601012,SZ002422,SZ000983,SH600027,SZ001965,SZ300661,SZ300782,,,,,-0.00720730097964406,-0.0063844323,0.02,-0.00724730097964406,0.9743034824745532,0.98933184,1.0197217809458876,-0.04453989246871304
