datetime,instrument,score,exp_name,rid,real_label,error,abs_error
2026-03-12,SH600000,-0.029679935584229194,EXP_DEnsembleModel_Alpha158_csi300_custom_step0_s_20260312_12,c1b5872dcc3c4499bf749e404a666c3a,,,
2026-03-12,SZ300866,-0.13543330299678663,EXP_DEnsembleModel_Alpha158_csi300_custom_step0_s_20260312_12,a233a576ac05444e899c5717607cec27,,,
2026-03-12,SZ300896,-0.05707090103588165,EXP_DEnsembleModel_Alpha158_csi300_custom_step0_s_20260312_12,a233a576ac05444e899c5717607cec27,,,
2026-03-12,SZ300979,0.002688426765392919,EXP_DEnsembleModel_Alpha158_csi300_custom_step0_s_20260312_12,a233a576ac05444e899c5717607cec27,,,
2026-03-12,SZ300999,-0.0821841626413255,EXP_DEnsembleModel_Alpha158_csi300_custom_step0_s_20260312_12,a233a576ac05444e899c5717607cec27,,,
2026-03-12,SZ301236,-0.024659882716867473,EXP_DEnsembleModel_Alpha158_csi300_custom_step0_s_20260312_12,a233a576ac05444e899c5717607cec27,,,
2026-03-12,SZ301269,-0.0027247610472032127,EXP_DEnsembleModel_Alpha158_csi300_custom_step0_s_20260312_12,a233a576ac05444e899c5717607cec27,,,
2026-03-12,SZ302132,-0.08439650214529033,EXP_DEnsembleModel_Alpha158_csi300_custom_step0_s_20260312_12,a233a576ac05444e899c5717607cec27,,,
2026-03-12,SH600000,0.02667224034667015,EXP_XGBModel_Alpha158_csi300_custom_step0_s_20260312_12,cd58a528fe3548529e09443bec98af5b,,,
2026-03-12,SH600009,-0.028114698827266693,EXP_XGBModel_Alpha158_csi300_custom_step0_s_20260312_12,cd58a528fe3548529e09443bec98af5b,,,
2026-03-12,SH600010,-0.03342973440885544,EXP_XGBModel_Alpha158_csi300_custom_step0_s_20260312_12,cd58a528fe3548529e09443bec98af5b,,,
2026-03-12,SH600011,0.03165648877620697,EXP_XGBModel_Alpha158_csi300_custom_step0_s_20260312_12,cd58a528fe3548529e09443bec98af5b,,,
2026-03-12,SZ300832,0.15049774800491142,EXP_DEnsembleModel_Alpha158_csi300_custom_step0_s_20260312_12,a233a576ac05444e899c5717607cec27,,,
2026-03-12,SH600015,0.027212999761104584,EXP_XGBModel_Alpha158_csi300_custom_step0_s_20260312_12,cd58a528fe3548529e09443bec98af5b,,,
2026-03-12,SH600018,0.02429957315325737,EXP_XGBModel_Alpha158_csi300_custom_step0_s_20260312_12,cd58a528fe3548529e09443bec98af5b,,,
2026-03-12,SH600019,0.01908857375383377,EXP_XGBModel_Alpha158_csi300_custom_step0_s_20260312_12,cd58a528fe3548529e09443bec98af5b,,,
2026-03-12,SH600023,0.028952673077583313,EXP_XGBModel_Alpha158_csi300_custom_step0_s_20260312_12,cd58a528fe3548529e09443bec98af5b,,,
2026-03-12,SH600025,0.017352551221847534,EXP_XGBModel_Alpha158_csi300_custom_step0_s_20260312_12,cd58a528fe3548529e09443bec98af5b,,,
2026-03-12,SH600026,-0.11030688881874084,EXP_XGBModel_Alpha158_csi300_custom_step0_s_20260312_12,cd58a528fe3548529e09443bec98af5b,,,
2026-03-12,SH600027,0.042484499514102936,EXP_XGBModel_Alpha158_csi300_custom_step0_s_20260312_12,cd58a528fe3548529e09443bec98af5b,,,
2026-03-12,SH600028,-0.05954451486468315,EXP_XGBModel_Alpha158_csi300_custom_step0_s_20260312_12,cd58a528fe3548529e09443bec98af5b,,,
2026-03-12,SH600029,0.2166251838207245,EXP_XGBModel_Alpha158_csi300_custom_step0_s_20260312_12,cd58a528fe3548529e09443bec98af5b,,,
2026-03-12,SH600030,-0.027672428637742996,EXP_XGBModel_Alpha158_csi300_custom_step0_s_20260312_12,cd58a528fe3548529e09443bec98af5b,,,
2026-03-12,SH600031,-0.009643062949180603,EXP_XGBModel_Alpha158_csi300_custom_step0_s_20260312_12,cd58a528fe3548529e09443bec98af5b,,,
2026-03-12,SH600036,0.02347404696047306,EXP_XGBModel_Alpha158_csi300_custom_step0_s_20260312_12,cd58a528fe3548529e09443bec98af5b,,,
2026-03-12,SH600016,0.022782111540436745,EXP_XGBModel_Alpha158_csi300_custom_step0_s_20260312_12,cd58a528fe3548529e09443bec98af5b,,,
2026-03-12,SH600039,-0.0070874751545488834,EXP_XGBModel_Alpha158_csi300_custom_step0_s_20260312_12,cd58a528fe3548529e09443bec98af5b,,,
2026-03-12,SZ300803,-0.057236807029152244,EXP_DEnsembleModel_Alpha158_csi300_custom_step0_s_20260312_12,a233a576ac05444e899c5717607cec27,,,
2026-03-12,SZ300760,-0.0453394690982118,EXP_DEnsembleModel_Alpha158_csi300_custom_step0_s_20260312_12,a233a576ac05444e899c5717607cec27,,,
2026-03-12,SZ300014,-0.025053756134778636,EXP_DEnsembleModel_Alpha158_csi300_custom_step0_s_20260312_12,a233a576ac05444e899c5717607cec27,,,
2026-03-12,SZ300015,-0.13793110570059766,EXP_DEnsembleModel_Alpha158_csi300_custom_step0_s_20260312_12,a233a576ac05444e899c5717607cec27,,,
2026-03-12,SZ300033,0.028088653824457663,EXP_DEnsembleModel_Alpha158_csi300_custom_step0_s_20260312_12,a233a576ac05444e899c5717607cec27,,,
2026-03-12,SZ300059,-0.08959500164894124,EXP_DEnsembleModel_Alpha158_csi300_custom_step0_s_20260312_12,a233a576ac05444e899c5717607cec27,,,
2026-03-12,SZ300122,-0.06377022714642538,EXP_DEnsembleModel_Alpha158_csi300_custom_step0_s_20260312_12,a233a576ac05444e899c5717607cec27,,,
2026-03-12,SZ300124,0.04182565974174128,EXP_DEnsembleModel_Alpha158_csi300_custom_step0_s_20260312_12,a233a576ac05444e899c5717607cec27,,,
2026-03-12,SZ300251,0.042501058545790275,EXP_DEnsembleModel_Alpha158_csi300_custom_step0_s_20260312_12,a233a576ac05444e899c5717607cec27,,,
2026-03-12,SZ300274,0.009619279366162315,EXP_DEnsembleModel_Alpha158_csi300_custom_step0_s_20260312_12,a233a576ac05444e899c5717607cec27,,,
2026-03-12,SZ300308,0.08494734814903776,EXP_DEnsembleModel_Alpha158_csi300_custom_step0_s_20260312_12,a233a576ac05444e899c5717607cec27,,,
2026-03-12,SZ300316,0.12794768106300672,EXP_DEnsembleModel_Alpha158_csi300_custom_step0_s_20260312_12,a233a576ac05444e899c5717607cec27,,,
2026-03-12,SZ300347,-0.002644136801099386,EXP_DEnsembleModel_Alpha158_csi300_custom_step0_s_20260312_12,a233a576ac05444e899c5717607cec27,,,
2026-03-12,SZ300782,-0.1229010650470489,EXP_DEnsembleModel_Alpha158_csi300_custom_step0_s_20260312_12,a233a576ac05444e899c5717607cec27,,,
2026-03-12,SZ300394,0.127898057046604,EXP_DEnsembleModel_Alpha158_csi300_custom_step0_s_20260312_12,a233a576ac05444e899c5717607cec27,,,
2026-03-12,SZ300413,-0.08964163839347314,EXP_DEnsembleModel_Alpha158_csi300_custom_step0_s_20260312_12,a233a576ac05444e899c5717607cec27,,,
2026-03-12,SZ300418,0.015295081675878541,EXP_DEnsembleModel_Alpha158_csi300_custom_step0_s_20260312_12,a233a576ac05444e899c5717607cec27,,,
2026-03-12,SZ300433,0.01516745411900179,EXP_DEnsembleModel_Alpha158_csi300_custom_step0_s_20260312_12,a233a576ac05444e899c5717607cec27,,,
2026-03-12,SZ300442,0.049296065277413044,EXP_DEnsembleModel_Alpha158_csi300_custom_step0_s_20260312_12,a233a576ac05444e899c5717607cec27,,,
2026-03-12,SZ300476,-0.021038479298402225,EXP_DEnsembleModel_Alpha158_csi300_custom_step0_s_20260312_12,a233a576ac05444e899c5717607cec27,,,
2026-03-12,SZ300498,0.05668545122050281,EXP_DEnsembleModel_Alpha158_csi300_custom_step0_s_20260312_12,a233a576ac05444e899c5717607cec27,,,
2026-03-12,SZ300502,-0.008272903788527993,EXP_DEnsembleModel_Alpha158_csi300_custom_step0_s_20260312_12,a233a576ac05444e899c5717607cec27,,,
2026-03-12,SZ300628,0.006155763871222839,EXP_DEnsembleModel_Alpha158_csi300_custom_step0_s_20260312_12,a233a576ac05444e899c5717607cec27,,,
2026-03-12,SZ300661,-0.24395926925735875,EXP_DEnsembleModel_Alpha158_csi300_custom_step0_s_20260312_12,a233a576ac05444e899c5717607cec27,,,
2026-03-12,SZ300750,-0.03553345259591347,EXP_DEnsembleModel_Alpha158_csi300_custom_step0_s_20260312_12,a233a576ac05444e899c5717607cec27,,,
2026-03-12,SZ300759,-0.05355300440922462,EXP_DEnsembleModel_Alpha158_csi300_custom_step0_s_20260312_12,a233a576ac05444e899c5717607cec27,,,
2026-03-12,SZ300408,0.1659447799769019,EXP_DEnsembleModel_Alpha158_csi300_custom_step0_s_20260312_12,a233a576ac05444e899c5717607cec27,,,
2026-03-12,SZ003816,-0.06962345785535123,EXP_DEnsembleModel_Alpha158_csi300_custom_step0_s_20260312_12,a233a576ac05444e899c5717607cec27,,,
2026-03-12,SH600048,-0.04332823306322098,EXP_XGBModel_Alpha158_csi300_custom_step0_s_20260312_12,cd58a528fe3548529e09443bec98af5b,,,
2026-03-12,SH600061,0.015822570770978928,EXP_XGBModel_Alpha158_csi300_custom_step0_s_20260312_12,cd58a528fe3548529e09443bec98af5b,,,
2026-03-12,SH600489,0.010049988515675068,EXP_XGBModel_Alpha158_csi300_custom_step0_s_20260312_12,cd58a528fe3548529e09443bec98af5b,,,
2026-03-12,SH600515,-0.02486729435622692,EXP_XGBModel_Alpha158_csi300_custom_step0_s_20260312_12,cd58a528fe3548529e09443bec98af5b,,,
2026-03-12,SH600519,-0.03826579451560974,EXP_XGBModel_Alpha158_csi300_custom_step0_s_20260312_12,cd58a528fe3548529e09443bec98af5b,,,
2026-03-12,SH600522,0.07594092190265656,EXP_XGBModel_Alpha158_csi300_custom_step0_s_20260312_12,cd58a528fe3548529e09443bec98af5b,,,
2026-03-12,SH600547,-0.005276731215417385,EXP_XGBModel_Alpha158_csi300_custom_step0_s_20260312_12,cd58a528fe3548529e09443bec98af5b,,,
2026-03-12,SH600570,-0.021943315863609314,EXP_XGBModel_Alpha158_csi300_custom_step0_s_20260312_12,cd58a528fe3548529e09443bec98af5b,,,
2026-03-12,SH600584,0.05281192064285278,EXP_XGBModel_Alpha158_csi300_custom_step0_s_20260312_12,cd58a528fe3548529e09443bec98af5b,,,
2026-03-12,SH600585,0.02062333934009075,EXP_XGBModel_Alpha158_csi300_custom_step0_s_20260312_12,cd58a528fe3548529e09443bec98af5b,,,
2026-03-12,SH600588,-0.01777774840593338,EXP_XGBModel_Alpha158_csi300_custom_step0_s_20260312_12,cd58a528fe3548529e09443bec98af5b,,,
2026-03-12,SH600600,0.003208339214324951,EXP_XGBModel_Alpha158_csi300_custom_step0_s_20260312_12,cd58a528fe3548529e09443bec98af5b,,,
2026-03-12,SH600660,0.012359442189335823,EXP_XGBModel_Alpha158_csi300_custom_step0_s_20260312_12,cd58a528fe3548529e09443bec98af5b,,,
2026-03-12,SH600482,0.36164191365242004,EXP_XGBModel_Alpha158_csi300_custom_step0_s_20260312_12,cd58a528fe3548529e09443bec98af5b,,,
2026-03-12,SH600674,-0.01405903697013855,EXP_XGBModel_Alpha158_csi300_custom_step0_s_20260312_12,cd58a528fe3548529e09443bec98af5b,,,
2026-03-12,SH600741,0.02793561853468418,EXP_XGBModel_Alpha158_csi300_custom_step0_s_20260312_12,cd58a528fe3548529e09443bec98af5b,,,
2026-03-12,SH600760,-0.05040028691291809,EXP_XGBModel_Alpha158_csi300_custom_step0_s_20260312_12,cd58a528fe3548529e09443bec98af5b,,,
2026-03-12,SH600795,0.01117708906531334,EXP_XGBModel_Alpha158_csi300_custom_step0_s_20260312_12,cd58a528fe3548529e09443bec98af5b,,,
2026-03-12,SH600803,-0.07281626760959625,EXP_XGBModel_Alpha158_csi300_custom_step0_s_20260312_12,cd58a528fe3548529e09443bec98af5b,,,
2026-03-12,SH600809,-0.009974035434424877,EXP_XGBModel_Alpha158_csi300_custom_step0_s_20260312_12,cd58a528fe3548529e09443bec98af5b,,,
2026-03-12,SH600845,-0.0003263848484493792,EXP_XGBModel_Alpha158_csi300_custom_step0_s_20260312_12,cd58a528fe3548529e09443bec98af5b,,,
2026-03-12,SH600875,0.10305292904376984,EXP_XGBModel_Alpha158_csi300_custom_step0_s_20260312_12,cd58a528fe3548529e09443bec98af5b,,,
2026-03-12,SH600886,0.041741758584976196,EXP_XGBModel_Alpha158_csi300_custom_step0_s_20260312_12,cd58a528fe3548529e09443bec98af5b,,,
2026-03-12,SH600887,0.015050877816975117,EXP_XGBModel_Alpha158_csi300_custom_step0_s_20260312_12,cd58a528fe3548529e09443bec98af5b,,,
2026-03-12,SH600893,0.45395106077194214,EXP_XGBModel_Alpha158_csi300_custom_step0_s_20260312_12,cd58a528fe3548529e09443bec98af5b,,,
2026-03-12,SH600900,0.023029783740639687,EXP_XGBModel_Alpha158_csi300_custom_step0_s_20260312_12,cd58a528fe3548529e09443bec98af5b,,,
2026-03-12,SH600690,0.031880736351013184,EXP_XGBModel_Alpha158_csi300_custom_step0_s_20260312_12,cd58a528fe3548529e09443bec98af5b,,,
2026-03-12,SH600050,0.004407492931932211,EXP_XGBModel_Alpha158_csi300_custom_step0_s_20260312_12,cd58a528fe3548529e09443bec98af5b,,,
2026-03-12,SH600460,-0.07005545496940613,EXP_XGBModel_Alpha158_csi300_custom_step0_s_20260312_12,cd58a528fe3548529e09443bec98af5b,,,
2026-03-12,SH600436,-0.03852064162492752,EXP_XGBModel_Alpha158_csi300_custom_step0_s_20260312_12,cd58a528fe3548529e09443bec98af5b,,,
2026-03-12,SH600066,0.003998390398919582,EXP_XGBModel_Alpha158_csi300_custom_step0_s_20260312_12,cd58a528fe3548529e09443bec98af5b,,,
2026-03-12,SH600085,0.0022238704841583967,EXP_XGBModel_Alpha158_csi300_custom_step0_s_20260312_12,cd58a528fe3548529e09443bec98af5b,,,
2026-03-12,SH600089,0.17099224030971527,EXP_XGBModel_Alpha158_csi300_custom_step0_s_20260312_12,cd58a528fe3548529e09443bec98af5b,,,
2026-03-12,SH600104,0.015147075988352299,EXP_XGBModel_Alpha158_csi300_custom_step0_s_20260312_12,cd58a528fe3548529e09443bec98af5b,,,
