,datetime,instrument,score,exp_name,rid,weight,real_label,error,abs_error
0,2026-04-09,SH600000,0.0005180008327218786,EXP_CatBoostModel_Alpha158_csi300_custom_step0_s_20260409_16,510a7a62a8134348afa5e8ab089a80b0,0.118,,,
1,2026-04-09,SZ300866,-0.06307321041822433,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260409_14,179287fc89b141c4bb03c9d2b1fb2add,0.06,,,
2,2026-04-09,SZ300896,0.16419652104377747,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260409_14,179287fc89b141c4bb03c9d2b1fb2add,0.06,,,
3,2026-04-09,SZ300979,0.03070070594549179,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260409_14,179287fc89b141c4bb03c9d2b1fb2add,0.06,,,
4,2026-04-09,SZ300999,-0.04662947729229927,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260409_14,179287fc89b141c4bb03c9d2b1fb2add,0.06,,,
5,2026-04-09,SZ301236,0.12606461346149445,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260409_14,179287fc89b141c4bb03c9d2b1fb2add,0.06,,,
6,2026-04-09,SZ301269,0.08530743420124054,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260409_14,179287fc89b141c4bb03c9d2b1fb2add,0.06,,,
7,2026-04-09,SZ302132,0.04134490713477135,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260409_14,179287fc89b141c4bb03c9d2b1fb2add,0.06,,,
8,2026-04-09,SH600000,0.0024989969097077847,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260409_14,7ab4dec42203460491f2efbb0dd7bc74,0.146,,,
9,2026-04-09,SH600009,0.025341661646962166,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260409_14,7ab4dec42203460491f2efbb0dd7bc74,0.146,,,
10,2026-04-09,SH600010,-0.015319110825657845,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260409_14,7ab4dec42203460491f2efbb0dd7bc74,0.146,,,
11,2026-04-09,SH600011,0.01885225623846054,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260409_14,7ab4dec42203460491f2efbb0dd7bc74,0.146,,,
12,2026-04-09,SZ300832,0.06397473067045212,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260409_14,179287fc89b141c4bb03c9d2b1fb2add,0.06,,,
13,2026-04-09,SH600015,0.04727549105882645,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260409_14,7ab4dec42203460491f2efbb0dd7bc74,0.146,,,
14,2026-04-09,SH600018,0.038264401257038116,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260409_14,7ab4dec42203460491f2efbb0dd7bc74,0.146,,,
15,2026-04-09,SH600019,0.029199982061982155,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260409_14,7ab4dec42203460491f2efbb0dd7bc74,0.146,,,
16,2026-04-09,SH600023,0.01768345944583416,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260409_14,7ab4dec42203460491f2efbb0dd7bc74,0.146,,,
17,2026-04-09,SH600025,0.017394278198480606,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260409_14,7ab4dec42203460491f2efbb0dd7bc74,0.146,,,
18,2026-04-09,SH600026,-0.07786764204502106,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260409_14,7ab4dec42203460491f2efbb0dd7bc74,0.146,,,
19,2026-04-09,SH600027,-0.032923609018325806,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260409_14,7ab4dec42203460491f2efbb0dd7bc74,0.146,,,
20,2026-04-09,SH600028,0.017924850806593895,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260409_14,7ab4dec42203460491f2efbb0dd7bc74,0.146,,,
21,2026-04-09,SH600029,-0.08000467717647552,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260409_14,7ab4dec42203460491f2efbb0dd7bc74,0.146,,,
22,2026-04-09,SH600030,-0.001991458237171173,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260409_14,7ab4dec42203460491f2efbb0dd7bc74,0.146,,,
23,2026-04-09,SH600031,-0.06683704257011414,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260409_14,7ab4dec42203460491f2efbb0dd7bc74,0.146,,,
24,2026-04-09,SH600036,0.0182869341224432,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260409_14,7ab4dec42203460491f2efbb0dd7bc74,0.146,,,
25,2026-04-09,SH600016,-0.06453529000282288,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260409_14,7ab4dec42203460491f2efbb0dd7bc74,0.146,,,
26,2026-04-09,SH600039,0.030605973675847054,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260409_14,7ab4dec42203460491f2efbb0dd7bc74,0.146,,,
27,2026-04-09,SZ300803,-0.03078361786901951,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260409_14,179287fc89b141c4bb03c9d2b1fb2add,0.06,,,
28,2026-04-09,SZ300760,0.04074825718998909,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260409_14,179287fc89b141c4bb03c9d2b1fb2add,0.06,,,
