,instrument,avg_score,pos_ratio,real_label,error,abs_error,code,name,datetime,KMID,KLEN,KMID2,KUP,KUP2,KLOW,KLOW2,KSFT,KSFT2,OPEN0,HIGH0,LOW0,VWAP0,ROC5,ROC10,ROC20,ROC30,ROC60,MA5,MA10,MA20,MA30,MA60,STD5,STD10,STD20,STD30,STD60,BETA5,BETA10,BETA20,BETA30,BETA60,RSQR5,RSQR10,RSQR20,RSQR30,RSQR60,RESI5,RESI10,RESI20,RESI30,RESI60,MAX5,MAX10,MAX20,MAX30,MAX60,MIN5,MIN10,MIN20,MIN30,MIN60,QTLU5,QTLU10,QTLU20,QTLU30,QTLU60,QTLD5,QTLD10,QTLD20,QTLD30,QTLD60,RANK5,RANK10,RANK20,RANK30,RANK60,RSV5,RSV10,RSV20,RSV30,RSV60,IMAX5,IMAX10,IMAX20,IMAX30,IMAX60,IMIN5,IMIN10,IMIN20,IMIN30,IMIN60,IMXD5,IMXD10,IMXD20,IMXD30,IMXD60,CORR5,CORR10,CORR20,CORR30,CORR60,CORD5,CORD10,CORD20,CORD30,CORD60,CNTP5,CNTP10,CNTP20,CNTP30,CNTP60,CNTN5,CNTN10,CNTN20,CNTN30,CNTN60,CNTD5,CNTD10,CNTD20,CNTD30,CNTD60,SUMP5,SUMP10,SUMP20,SUMP30,SUMP60,SUMN5,SUMN10,SUMN20,SUMN30,SUMN60,SUMD5,SUMD10,SUMD20,SUMD30,SUMD60,VMA5,VMA10,VMA20,VMA30,VMA60,VSTD5,VSTD10,VSTD20,VSTD30,VSTD60,WVMA5,WVMA10,WVMA20,WVMA30,WVMA60,VSUMP5,VSUMP10,VSUMP20,VSUMP30,VSUMP60,VSUMN5,VSUMN10,VSUMN20,VSUMN30,VSUMN60,VSUMD5,VSUMD10,VSUMD20,VSUMD30,VSUMD60
0,SH601916,0.06333821238381004,0.8421052631578947,,,,SH601916,浙商银行,2026-05-12,0.0,0.006644475,0.0,0.0033222374,0.5,0.0033222374,0.5,0.0,0.0,1.0,1.0033222,0.99667776,0.99963623,0.9856115,0.9880096,0.9856115,1.028777,0.9688249,0.9980815,0.9908873,0.9919664,0.9942446,0.9985212,0.0057253456,0.008519854,0.007868415,0.013368291,0.01745603,0.002158275,0.0024998202,0.00016047325,-0.00046841317,-3.9646002e-05,0.35526314,0.7891592,0.0145579055,0.09514986,0.0015732859,-0.0023980835,-0.0021364742,0.0065090833,0.0125473915,0.0026483752,1.0066445,1.0066445,1.0066445,1.0354142,1.0450042,0.9846942,0.9798917,0.9798917,0.9726994,0.9669753,1.0004796,1.0,1.0004796,1.0023981,1.018705,0.9976019,0.9832134,0.9832134,0.9832134,0.9832134,0.6,0.8,0.75,0.73333335,0.65,0.69729245,0.75163174,0.75163174,0.43531317,0.4232366,0.6,0.8,0.9,0.033333335,0.4,0.2,0.2,0.6,0.26666668,0.016666668,0.4,0.6,0.3,-0.23333333,0.38333333,-0.06734752,0.57043815,0.48167688,0.35664728,0.47026947,0.59648657,0.5157459,0.51414925,-0.076627456,-0.11331795,0.4,0.3,0.3,0.23333333,0.4,0.2,0.2,0.3,0.43333334,0.38333333,0.2,0.1,0.0,-0.2,0.016666668,0.875,0.72727275,0.60714287,0.39285713,0.5424837,0.125,0.27272728,0.39285713,0.60714287,0.45751634,0.75,0.45454547,0.21428572,-0.21428572,0.08496732,1.478911,1.2561691,1.1861471,1.4464511,1.841598,0.34692195,0.36512706,0.33800545,0.6814701,0.76593876,1.6979932,1.963646,1.4993596,2.5162475,1.8731902,0.43438083,0.4097156,0.49034917,0.45420888,0.4916014,0.5656192,0.5902844,0.5096508,0.5457911,0.5083986,-0.13123836,-0.18056884,-0.019301634,-0.09158221,-0.016797185
1,SH601995,0.05392064354230005,1.0,,,,SH601995,中金公司,2026-05-12,0.0008645742,0.0135446815,0.06383127,0.005763702,0.42553252,0.0069164047,0.5106362,0.0020172768,0.14893499,0.99913615,1.0057588,0.99222577,1.0002679,0.98545456,0.9837762,0.93454546,0.9440559,0.9890909,0.9954126,0.98937064,0.9804336,0.96509093,0.97595805,0.0055544004,0.009047653,0.01285768,0.024799539,0.024687277,0.0012867086,0.0024649296,0.002014617,0.0026396385,-0.00044145106,0.13416094,0.6803756,0.85926634,0.878018,0.09752559,0.002013988,-0.00046281418,0.00042757034,-0.00336567,0.037064765,1.0057588,1.0057588,1.0057588,1.0057588,1.0164293,0.982148,0.9683013,0.9414499,0.9190951,0.9190951,1.0,0.9984336,0.9911049,0.9880839,0.9978182,0.9904336,0.98433566,0.9705734,0.9374545,0.9467412,0.9,0.95,0.975,0.98333335,0.90833336,0.756097,0.8462594,0.91045207,0.9335509,0.83120775,1.0,1.0,1.0,1.0,0.083333336,0.8,0.1,0.05,0.26666668,0.6333333,0.2,0.9,0.95,0.73333335,-0.55,0.8818837,0.6953719,0.39712507,0.7269401,0.55375284,0.82712907,0.640382,0.7129835,0.70944476,0.2814718,0.4,0.5,0.6,0.5,0.46666667,0.4,0.4,0.35,0.46666667,0.5,0.0,0.1,0.25,0.033333335,-0.033333335,0.70967734,0.61153847,0.7447699,0.6168224,0.51300865,0.29032263,0.3884615,0.25523013,0.38317755,0.48699135,0.4193547,0.22307698,0.4895397,0.2336449,0.026017282,0.9682415,0.9152533,0.83899564,0.73363566,0.8248227,0.23266098,0.21399465,0.24627583,0.26069865,0.29730552,0.9251703,0.71370393,1.066553,1.0221636,1.3025846,0.47062975,0.52365094,0.5457043,0.526552,0.4800942,0.52937025,0.47634906,0.45429572,0.47344798,0.5199058,-0.05874049,0.04730188,0.091408566,0.053104065,-0.03981164
2,SH601728,0.05255249115086882,1.0,,,,SH601728,中国电信,2026-05-12,0.0,0.013071863,0.0,0.011437843,0.8749972,0.0016340197,0.12500282,-0.009803823,-0.7499944,1.0,1.0114379,0.998366,1.0056484,0.98517513,0.97439355,0.9380053,0.9528302,0.92452824,0.9884097,0.98355794,0.9710242,0.95840067,0.95947886,0.013395981,0.011607345,0.017261872,0.023215836,0.023325678,0.008086258,0.0030058003,0.0026954194,0.002528116,0.00048351238,0.91093224,0.61470383,0.8533849,0.91902447,0.13105287,-0.0045821853,0.002915988,0.0033693055,0.004941643,0.026257541,1.0114379,1.0114379,1.0114379,1.0114379,1.023169,0.9637356,0.94178164,0.93763816,0.9130941,0.9130941,1.0005391,0.9913746,0.98544466,0.9787062,0.9797843,0.9770889,0.97601074,0.9539083,0.9355795,0.93665767,0.8,0.9,0.95,0.96666664,0.96666664,0.7602243,0.83579576,0.8450149,0.88369524,0.7895153,1.0,1.0,1.0,1.0,0.38333333,0.4,0.1,0.1,0.1,0.55,0.6,0.9,0.9,0.9,-0.16666667,0.41570243,0.33854145,0.53684324,0.4725161,0.45705467,-0.031213742,-0.028326247,0.46871477,0.34045103,0.39081702,0.6,0.5,0.6,0.56666666,0.5,0.4,0.5,0.4,0.43333334,0.46666667,0.2,0.0,0.2,0.13333334,0.033333335,0.6571438,0.66101706,0.7053574,0.611465,0.5790961,0.34285626,0.33898294,0.29464266,0.38853502,0.4209039,0.31428748,0.32203415,0.4107147,0.22292997,0.15819222,1.1089795,0.9855733,0.93109727,0.89155746,1.0755267,0.16421705,0.20200066,0.21656524,0.20721483,0.4136212,0.5812569,0.6892739,1.0320088,1.0192965,1.3850608,0.58528215,0.5052546,0.5288833,0.50860673,0.47499153,0.41471782,0.49474537,0.4711167,0.49139327,0.5250085,0.17056434,0.010509262,0.057766587,0.017213443,-0.050016966
3,SZ000333,0.04890848772985228,0.9473684210526315,,,,,,2026-05-12,-0.0070667057,0.017852753,-0.3958328,0.0063228374,0.35416594,0.0044632107,0.25000125,-0.008926333,-0.49999753,1.007117,1.0134848,0.99550503,1.0036653,1.012596,0.99698937,0.95541584,0.93394285,0.97277135,1.0023953,1.0031545,0.98915726,0.9746988,0.971228,0.004182533,0.0074030473,0.019908471,0.02851925,0.026478874,0.0002014383,0.0005040556,0.00289367,0.0029363807,0.00023157467,0.005798897,0.042495918,0.7394183,0.82158065,0.02332829,-0.00279811,-0.0054227854,-0.016647102,-0.017276274,0.02194052,1.0294638,1.0294638,1.0294638,1.0294638,1.0294638,0.98825425,0.9865103,0.9426821,0.89610773,0.89610773,1.0049366,1.0083102,1.0043876,1.0007747,0.99639606,0.9993005,0.996126,0.9716335,0.9532907,0.95202005,0.4,0.4,0.7,0.8,0.8666667,0.2850252,0.31405473,0.6604844,0.7790596,0.7790596,0.8,0.9,0.95,0.96666664,0.98333335,0.2,0.2,0.15,0.1,0.55,0.6,0.7,0.8,0.8666667,0.43333334,0.151605,0.5047131,0.66164696,0.17295457,0.19434777,0.105821006,0.2332756,0.43872258,0.28904277,0.045109723,0.4,0.4,0.5,0.5,0.48333332,0.6,0.6,0.5,0.5,0.51666665,-0.2,-0.2,0.0,0.0,-0.033333335,0.31513909,0.523644,0.6705624,0.6234281,0.52615684,0.6848609,0.47635603,0.3294376,0.3765719,0.47384316,-0.3697218,0.047287956,0.3411248,0.24685621,0.05231368,1.0114286,0.9156786,0.805581,0.82642543,0.77401364,0.15309112,0.17660907,0.18763284,0.2955399,0.25535396,0.25994265,0.5657244,0.61690795,2.0913863,1.8339509,0.50487643,0.55222774,0.55657744,0.53567725,0.50159794,0.4951236,0.4477723,0.4434226,0.46432278,0.4984021,0.009752812,0.104455434,0.113154836,0.07135446,0.0031958406
4,SH601985,0.0477346150550732,0.9473684210526315,,,,SH601985,中国核电,2026-05-12,0.0043525537,0.014145799,0.30769232,0.005440692,0.3846154,0.0043525537,0.30769232,0.003264415,0.23076923,0.9956663,1.0054171,0.9913326,1.0011559,0.97356826,0.985022,0.94273126,1.0105727,0.9268722,0.9851982,0.9817621,0.9677533,0.9685462,0.9607195,0.013207051,0.010131525,0.018985888,0.019559447,0.024006458,0.0081057325,0.0017674523,0.0028405832,0.00048198394,0.0007496696,0.9417005,0.27896982,0.78346795,0.04706019,0.2974291,-0.0014096694,0.010284377,0.0052611907,0.024465008,0.017165244,1.0054171,1.0054171,1.0054171,1.009343,1.0224872,0.958935,0.9443287,0.9360288,0.9360288,0.91657346,0.9964757,0.98713654,0.9829075,0.985022,0.98237884,0.97850215,0.97356826,0.94784135,0.94784135,0.938326,1.0,1.0,1.0,0.96666664,0.95,0.8834581,0.9113233,0.9219305,0.87256205,0.7876838,1.0,1.0,1.0,0.033333335,0.5,0.2,0.5,0.05,0.36666667,0.16666667,0.8,0.5,0.95,-0.33333334,0.33333334,0.025620606,0.03679348,0.6885026,0.7551113,0.63168216,0.8541553,0.5989282,0.5156626,0.45775613,0.33395892,0.8,0.5,0.6,0.46666667,0.5,0.2,0.4,0.35,0.5,0.48333332,0.6,0.1,0.25,-0.033333335,0.016666668,0.8260873,0.6103894,0.7152316,0.4770994,0.5787477,0.17391272,0.38961056,0.28476843,0.5229006,0.4212523,0.6521746,0.22077887,0.43046317,-0.045801207,0.1574954,0.9984331,0.9949062,0.9207774,0.9401913,1.1130866,0.10215812,0.14301369,0.22725156,0.23905557,0.59582144,0.77247083,0.8142553,0.88624,0.75598603,1.1743101,0.34180686,0.4262014,0.5509116,0.37912223,0.509831,0.6581932,0.5737986,0.4490884,0.6208778,0.49016902,-0.31638628,-0.1475972,0.10182319,-0.24175556,0.019661972
5,SH601456,0.04631657822653892,0.8947368421052632,,,,SH601456,国联民生,2026-05-12,0.0,0.011375409,0.0,0.0072389296,0.63636655,0.0041364795,0.36363345,-0.0031024504,-0.2727331,1.0,1.007239,0.9958635,1.0020831,0.99601597,0.9651395,0.9422311,0.94920325,1.0069721,0.9984064,0.9871514,0.97544825,0.96381146,0.9763612,0.0018093312,0.01748285,0.017155213,0.022193627,0.026422745,0.00019919773,0.0047989865,0.0024151509,0.0022787596,-0.00065600325,0.030302092,0.6906945,0.69368815,0.8170377,0.18799917,0.0011952155,-0.008746847,0.001607843,0.003146543,0.042990856,1.007239,1.007393,1.007393,1.007393,1.0211037,0.986594,0.9490519,0.9457639,0.9271405,0.9271405,1.0,0.9992032,0.99621516,0.99282867,1.0045817,0.9968128,0.9750996,0.9615538,0.9422311,0.95239043,0.9,0.95,0.975,0.98333335,0.775,0.64935994,0.87327886,0.8800397,0.9078777,0.775404,1.0,0.5,0.75,0.8333333,0.1,0.8,0.2,0.05,0.26666668,0.6333333,0.2,0.3,0.7,0.56666666,-0.53333336,0.5680973,0.33006686,0.4135297,0.6066853,0.4624799,0.59312487,0.5048312,0.4967886,0.6442662,0.3450767,0.6,0.6,0.6,0.53333336,0.48333332,0.4,0.4,0.35,0.4,0.45,0.2,0.2,0.25,0.13333334,0.033333335,0.6666667,0.7611939,0.7377051,0.6197183,0.49172577,0.33333334,0.23880613,0.26229492,0.3802817,0.5082742,0.33333334,0.52238774,0.47541016,0.2394366,-0.016548453,1.147825,1.2901863,1.1060296,0.98621225,1.0231656,0.2434218,0.5293828,0.49011284,0.45310277,0.37168887,0.70246273,1.7234817,1.6970261,1.5524312,1.3848001,0.29678845,0.5277748,0.5187427,0.5032132,0.48332265,0.70321155,0.4722252,0.48125735,0.49678677,0.5166773,-0.40642312,0.05554964,0.0374853,0.0064264406,-0.0333547
6,SH601838,0.043886039083065854,0.9473684210526315,,,,SH601838,成都银行,2026-05-12,-0.004726871,0.019957969,-0.23684129,0.011029424,0.55263263,0.004201673,0.21052608,-0.011554622,-0.57894784,1.0047493,1.0158311,0.9957784,1.0037148,1.0104166,0.9583333,0.9103422,0.89806545,0.8348214,1.0023065,0.9956101,0.95885414,0.94117063,0.91201013,0.006255082,0.014446573,0.04035068,0.04148319,0.044128332,-0.0017856954,0.0031610753,0.00636692,0.004285846,0.0022427174,0.20374587,0.4388857,0.87141526,0.8272381,0.7877964,0.0012648717,-0.009834935,-0.019339893,-0.003315388,0.021829681,1.0158311,1.0158311,1.0158311,1.0158311,1.0158311,0.9884761,0.94891137,0.9034215,0.8934972,0.8337503,1.00625,1.0059524,1.0005208,0.99650294,0.9291666,0.99828863,0.98571426,0.9166666,0.90528274,0.87693447,0.6,0.6,0.8,0.8666667,0.93333334,0.42127243,0.76343113,0.8591657,0.8705908,0.9130544,1.0,1.0,1.0,1.0,1.0,0.8,0.1,0.3,0.1,0.016666668,0.2,0.9,0.7,0.9,0.98333335,0.83488226,-0.39622527,0.39940512,0.49356923,0.0019826447,0.8315387,0.22948332,0.63357896,0.6586229,0.42764765,0.4,0.7,0.65,0.6333333,0.56666666,0.6,0.3,0.35,0.36666667,0.43333334,-0.2,0.4,0.3,0.26666668,0.13333334,0.33333334,0.75000024,0.75052,0.73063993,0.6843853,0.6666667,0.24999973,0.24948002,0.2693601,0.31561473,-0.33333334,0.50000054,0.50104,0.4612798,0.36877054,1.1636711,1.3842329,1.3052865,1.2002047,1.3906473,0.1705645,0.32232434,0.5675919,0.49429533,0.59663045,0.7386594,0.7326251,1.4705657,1.6017904,1.6454792,0.25783783,0.1822163,0.50247765,0.48821348,0.47042674,0.74216217,0.8177837,0.49752238,0.5117865,0.52957326,-0.48432437,-0.6355674,0.0049552335,-0.023573058,-0.0591465
7,SH600941,0.043766992116068645,0.8947368421052632,,,,SH600941,中国移动,2026-05-12,-0.0013333581,0.011076913,-0.12037271,0.007179468,0.648147,0.0025640873,0.23148032,-0.0059487387,-0.5370394,1.0013351,1.0085242,0.9974325,1.0030555,0.99236643,0.9843936,0.9616624,0.9637829,0.9455471,0.9952163,0.990704,0.97991943,0.973568,0.9759896,0.0066322004,0.0075437473,0.015030318,0.015318003,0.015638875,0.0029092252,0.0021466543,0.0022429468,0.0015089612,0.00016606024,0.48103797,0.74226916,0.7794165,0.75206184,0.03438905,-0.0010347527,-0.0003639488,-0.0012274431,0.0045520426,0.019111663,1.0085242,1.0085242,1.0085242,1.0085242,1.0154464,0.97764957,0.97662413,0.95715797,0.9478032,0.9445987,1.0006276,0.9951824,0.9927396,0.9916879,0.99160314,0.99151826,0.98502123,0.9618321,0.9597795,0.9617982,0.8,0.9,0.95,0.96666664,0.9,0.72390944,0.73278445,0.8340507,0.85961705,0.7819777,1.0,1.0,1.0,1.0,0.43333334,0.2,0.3,0.35,0.1,0.016666668,0.8,0.7,0.65,0.9,0.41666666,0.604396,0.7939055,0.66893935,0.61256874,0.41483754,0.6542118,0.66325855,0.9290994,0.8799904,0.46373078,0.6,0.7,0.55,0.53333336,0.51666665,0.4,0.3,0.45,0.46666667,0.46666667,0.2,0.4,0.1,0.06666667,0.05,0.6285716,0.66911715,0.6846402,0.6336879,0.5714603,0.37142834,0.33088288,0.31535977,0.3663121,0.4285397,0.25714332,0.33823425,0.36928046,0.26737583,0.1429206,1.1169959,0.9481838,0.94929194,0.8999857,1.0684582,0.15868236,0.20979092,0.4315756,0.36582208,0.41554895,0.70734775,0.87514406,2.526929,2.6892846,1.7761588,0.57155144,0.5139889,0.5334793,0.5051007,0.48350608,0.4284486,0.48601106,0.4665207,0.49489927,0.5164939,0.14310285,0.027977884,0.06695858,0.010201477,-0.03298782
8,SH600377,0.043540938836382874,0.8421052631578947,,,,SH600377,宁沪高速,2026-05-12,0.017973803,0.022875806,0.7857123,0.0024510021,0.10714385,0.0024510021,0.10714385,0.017973803,0.7857123,0.98234355,1.0024077,0.9799358,0.9962938,0.9869758,0.9790287,0.92538637,0.9741722,0.9671082,0.98339957,0.98,0.96351,0.9597057,0.96804637,0.009641755,0.0094360355,0.022988323,0.022821935,0.02045932,0.004348778,0.0020603377,0.0035422991,0.0013097703,-0.00020099373,0.5085834,0.43702787,0.8310439,0.25526255,0.029436247,0.007902859,0.010728453,0.0028381953,0.021302637,0.037882935,1.0024077,1.0024077,1.0024077,1.0024077,1.0079654,0.9678145,0.9589018,0.9204106,0.9204106,0.9204106,0.9851656,0.98256075,0.98075056,0.97933775,0.9816336,0.978234,0.9750552,0.9417219,0.93633556,0.9527594,1.0,1.0,1.0,1.0,0.98333335,0.93039894,0.9446575,0.9706365,0.9706365,0.9090238,1.0,1.0,1.0,1.0,0.4,0.8,0.2,0.1,0.4,0.7,0.2,0.8,0.9,0.6,-0.3,0.94336975,0.84995115,0.47509488,0.34256893,0.25546932,0.957886,0.7870362,0.6159999,0.4371769,0.24716723,0.6,0.6,0.65,0.56666666,0.6,0.4,0.4,0.3,0.4,0.36666667,0.2,0.2,0.35,0.16666667,0.23333333,0.6766462,0.6361029,0.7648901,0.5478332,0.5309514,0.32335383,0.3638971,0.23510991,0.4521668,0.46904862,0.35329238,0.27220583,0.5297802,0.09566638,0.061902747,0.5973311,0.5787841,0.55747193,0.633624,0.62716186,0.2304461,0.17876355,0.2052594,0.2520361,0.21187325,1.3150934,1.0458227,1.2145557,0.99413633,1.0416688,0.6219595,0.67893916,0.5817269,0.5130152,0.5140721,0.37804052,0.32106084,0.4182731,0.4869848,0.48592785,0.24391899,0.35787833,0.16345379,0.026030408,0.028144293
9,SH600660,0.04103899112662972,0.9473684210526315,,,,SH600660,福耀玻璃,2026-05-12,0.0006732423,0.008752763,0.07691769,0.0030298287,0.34615684,0.005049692,0.57692546,0.0026931055,0.30768633,0.9993272,1.0030278,0.99428093,0.99889815,0.99024254,1.0082409,0.9702257,0.95121807,1.0176603,1.0010757,0.99872077,0.99641615,0.9872264,0.9929651,0.0045615416,0.004930142,0.013434424,0.017855324,0.02617308,0.00043768375,0.0006912402,0.0011299319,0.0016207884,-0.0004625161,0.023016406,0.18019825,0.24759078,0.6385852,0.095245376,-0.0019511369,-0.0018313562,-0.007150513,-0.010727869,0.0206791,1.0260706,1.027418,1.027753,1.027753,1.0659372,0.98401934,0.98401934,0.9567693,0.942304,0.9209416,1.0018166,1.0,1.0084094,1.0,1.012076,0.9988551,0.9967014,0.9899734,0.96931756,0.970361,0.8,0.85,0.725,0.81666666,0.65833336,0.38002816,0.3682293,0.6090234,0.6752101,0.54524714,0.2,0.2,0.4,0.6,0.033333335,0.4,0.7,0.1,0.06666667,0.46666667,-0.2,-0.5,0.3,0.53333336,-0.43333334,-0.2758564,0.27206883,0.490521,0.52937704,0.19759369,0.3639574,0.2887219,0.47543618,0.4634459,0.06993032,0.8,0.5,0.55,0.53333336,0.51666665,0.2,0.5,0.45,0.46666667,0.48333332,0.6,0.0,0.1,0.06666667,0.033333335,0.6647824,0.43325847,0.6080593,0.6074068,0.48575458,0.33521762,0.5667415,0.3919407,0.3925932,0.5142454,0.32956478,-0.13348307,0.2161186,0.21481359,-0.02849083,1.6822252,1.3226358,1.1776551,1.0705435,1.2294803,0.74542594,0.64365625,0.53379893,0.46904826,0.5341885,0.80621356,0.8626727,1.0632577,0.97602093,1.2691965,0.5242165,0.5060733,0.5175095,0.4949298,0.49880254,0.47578356,0.49392673,0.4824905,0.5050702,0.50119746,0.048432905,0.012146547,0.035019,-0.010140417,-0.0023949158
