,instrument,avg_score,pos_ratio,real_label,error,abs_error,code,name,datetime,KMID,KLEN,KMID2,KUP,KUP2,KLOW,KLOW2,KSFT,KSFT2,OPEN0,HIGH0,LOW0,VWAP0,ROC5,ROC10,ROC20,ROC30,ROC60,MA5,MA10,MA20,MA30,MA60,STD5,STD10,STD20,STD30,STD60,BETA5,BETA10,BETA20,BETA30,BETA60,RSQR5,RSQR10,RSQR20,RSQR30,RSQR60,RESI5,RESI10,RESI20,RESI30,RESI60,MAX5,MAX10,MAX20,MAX30,MAX60,MIN5,MIN10,MIN20,MIN30,MIN60,QTLU5,QTLU10,QTLU20,QTLU30,QTLU60,QTLD5,QTLD10,QTLD20,QTLD30,QTLD60,RANK5,RANK10,RANK20,RANK30,RANK60,RSV5,RSV10,RSV20,RSV30,RSV60,IMAX5,IMAX10,IMAX20,IMAX30,IMAX60,IMIN5,IMIN10,IMIN20,IMIN30,IMIN60,IMXD5,IMXD10,IMXD20,IMXD30,IMXD60,CORR5,CORR10,CORR20,CORR30,CORR60,CORD5,CORD10,CORD20,CORD30,CORD60,CNTP5,CNTP10,CNTP20,CNTP30,CNTP60,CNTN5,CNTN10,CNTN20,CNTN30,CNTN60,CNTD5,CNTD10,CNTD20,CNTD30,CNTD60,SUMP5,SUMP10,SUMP20,SUMP30,SUMP60,SUMN5,SUMN10,SUMN20,SUMN30,SUMN60,SUMD5,SUMD10,SUMD20,SUMD30,SUMD60,VMA5,VMA10,VMA20,VMA30,VMA60,VSTD5,VSTD10,VSTD20,VSTD30,VSTD60,WVMA5,WVMA10,WVMA20,WVMA30,WVMA60,VSUMP5,VSUMP10,VSUMP20,VSUMP30,VSUMP60,VSUMN5,VSUMN10,VSUMN20,VSUMN30,VSUMN60,VSUMD5,VSUMD10,VSUMD20,VSUMD30,VSUMD60
10,SZ001965,0.04055146215411517,0.631578947368421,,,,,,2026-05-12,0.011458354,0.018750083,0.61110955,0.0072917286,0.38889048,0.0,0.0,0.004166626,0.22221906,0.9886715,1.0072092,0.9886715,0.999564,0.96829087,0.9737045,0.8994586,1.0456303,0.9930395,0.9854602,0.9762568,0.9573473,0.9658933,0.9918407,0.009634883,0.01246555,0.028012749,0.041580383,0.04315593,0.0052590817,0.0034451222,0.0042804237,-0.0005311392,-0.0010954959,0.74484676,0.7001609,0.8172033,0.012645657,0.19653521,0.00402163,0.008240145,0.0019886945,0.041808218,0.04047643,1.0072092,1.0072092,1.0072092,1.0631496,1.0706338,0.9541322,0.94665873,0.89224905,0.89224905,0.89224905,0.99257547,0.9820573,0.978345,1.0023202,1.0270689,0.978345,0.9672081,0.9409126,0.9350349,0.9588554,1.0,1.0,1.0,0.8,0.575,0.864176,0.8809401,0.9372902,0.63048947,0.6040367,1.0,1.0,1.0,0.033333335,0.43333334,0.2,0.5,0.1,0.4,0.7,0.8,0.5,0.9,-0.36666667,-0.26666668,-0.022431176,0.009817686,-0.12282591,-0.26923802,0.043986678,0.46850535,0.5627177,0.6295642,-0.18217036,-0.17869273,0.6,0.6,0.7,0.56666666,0.56666666,0.2,0.3,0.25,0.4,0.36666667,0.4,0.3,0.45,0.16666667,0.2,0.9555566,0.65178627,0.7642284,0.44088173,0.50506186,0.044443436,0.34821373,0.2357716,0.5591183,0.49493816,0.91111314,0.30357257,0.5284568,-0.11823653,0.010123692,1.0767713,1.1328884,1.239533,1.482178,1.5456514,0.22041087,0.26320067,0.48262712,0.93463326,0.7732074,0.9042885,0.6383976,1.50319,2.6772966,2.4625642,0.2487737,0.513601,0.45335528,0.47247854,0.491369,0.7512263,0.486399,0.54664475,0.52752143,0.508631,-0.5024526,0.02720204,-0.09328946,-0.055042893,-0.017261984
11,SH601298,0.04038097933191067,0.8947368421052632,,,,SH601298,青岛港,2026-05-12,0.010022267,0.016703734,0.6000016,0.0033407337,0.19999921,0.0033407337,0.19999921,0.010022267,0.6000016,0.9900772,1.0033076,0.9867696,0.9950099,0.9761513,1.0065789,0.96052635,0.9712171,1.0740131,0.99013156,0.9907072,0.982648,0.97415024,0.9937637,0.0056378837,0.008187514,0.015359402,0.018441504,0.031514913,0.002796058,-0.00027412694,0.0018364153,0.0017166367,-0.0011305452,0.61489385,0.010275684,0.50033545,0.67153066,0.39250338,0.0042763213,0.010526339,-9.397513e-05,0.0009585455,0.03958738,1.0033076,1.0141377,1.0141377,1.0141377,1.098004,0.96726996,0.9607094,0.9415397,0.9347356,0.9336333,0.9914473,0.99934214,0.99523026,0.9894737,1.015625,0.9873355,0.9856908,0.9713816,0.95740134,0.9677631,1.0,0.9,0.9,0.93333334,0.6,0.9082186,0.73538864,0.8052599,0.8219474,0.4037623,1.0,0.2,0.6,0.73333335,0.033333335,0.2,0.5,0.1,0.26666668,0.46666667,0.8,-0.3,0.5,0.46666667,-0.43333334,-0.09261045,-0.5554026,-0.03658171,-0.30735928,0.53133804,-0.1859013,-0.5185342,-0.36473167,-0.2875378,-0.17238045,0.8,0.5,0.65,0.56666666,0.48333332,0.2,0.5,0.35,0.43333334,0.48333332,0.6,0.0,0.3,0.13333334,0.0,0.9393937,0.46491212,0.61428565,0.54768395,0.44140622,0.06060628,0.5350879,0.38571432,0.45231602,0.55859375,0.87878746,-0.07017578,0.22857133,0.09536797,-0.11718754,0.97590387,1.0686959,0.9752667,1.0344262,1.3070197,0.18541189,0.2966,0.25128442,0.27213523,0.5898098,1.0303701,0.8782103,0.842089,0.97229147,1.0806986,0.20294012,0.4863179,0.5271399,0.49815488,0.4382746,0.7970599,0.51368207,0.4728601,0.5018451,0.5617254,-0.5941197,-0.027364189,0.054279786,-0.0036902293,-0.123450786
12,SH600919,0.03938419028891326,0.9473684210526315,,,,SH600919,江苏银行,2026-05-12,-0.0026477827,0.016769668,-0.15789117,0.01147399,0.6842109,0.0026478963,0.15789795,-0.011473876,-0.6842041,1.0026548,1.0141593,0.9973451,1.0027126,1.0,0.99153435,0.9566138,0.95502645,0.8851852,0.99851847,1.0001057,0.9851058,0.97656083,0.9549559,0.004954922,0.005230683,0.018578703,0.019549398,0.02871314,0.0021693115,-3.2064247e-05,0.0027787716,0.0019526685,0.0015184111,0.4791927,0.00034445839,0.7829661,0.7732002,0.8529374,-0.0028571181,3.849988e-05,-0.011504126,-0.004874521,0.00025098657,1.0141593,1.0141593,1.0141593,1.0141593,1.0141593,0.9789498,0.9789498,0.94864935,0.9408361,0.8833557,1.0010582,1.005291,1.0,0.9994709,0.98518515,0.9950264,0.9955555,0.96338624,0.9566138,0.9246561,0.8,0.65,0.825,0.8833333,0.94166666,0.59785634,0.59785634,0.7838608,0.80689245,0.8917517,1.0,1.0,1.0,1.0,1.0,0.2,0.6,0.1,0.3,0.016666668,0.8,0.4,0.9,0.7,0.98333335,-0.20173876,0.110742964,0.5303228,0.36808413,-0.25611007,-0.04176795,0.28290147,0.49739,0.5315495,0.08415998,0.4,0.5,0.55,0.5,0.51666665,0.6,0.5,0.45,0.46666667,0.43333334,-0.2,0.0,0.1,0.033333335,0.083333336,0.5,0.567797,0.6614173,0.6151762,0.62840235,0.5,0.432203,0.3385827,0.3848238,0.37159768,0.0,0.13559403,0.3228346,0.23035243,0.25680465,1.2225571,1.1756581,1.0993996,1.100561,1.2750576,0.37922966,0.2976847,0.29773694,0.2955198,0.372014,0.28895316,0.34100264,0.7943334,0.7574771,1.3734498,0.52146757,0.47394457,0.5186706,0.47120112,0.48718667,0.4785324,0.5260554,0.48132935,0.5287989,0.5128133,0.04293517,-0.052110832,0.03734129,-0.057597753,-0.025626631
13,SH601006,0.03824701101413907,0.8421052631578947,,,,SH601006,大秦铁路,2026-05-12,0.0074349684,0.02973978,0.25000077,0.022304812,0.7499992,0.0,0.0,-0.014869845,-0.49999845,0.99261993,1.0221401,0.99261993,1.007358,0.97208655,0.97557575,0.9539428,0.97418004,0.92044663,0.98353106,0.98276347,0.97543615,0.9752268,0.96635264,0.012410902,0.011681905,0.011623366,0.012812224,0.018787017,0.0076064193,0.0013322333,0.0014271556,0.00028425822,0.0007167031,0.9390611,0.119218774,0.5276511,0.038148608,0.44387713,0.0012560989,0.011241507,0.011005868,0.020651454,0.012504616,1.0221401,1.0221401,1.0221401,1.0221401,1.0221401,0.96470827,0.96470827,0.9535436,0.9520976,0.9189892,0.99385905,0.99469644,0.9833915,0.9871598,0.9832519,0.97208655,0.97208655,0.96817863,0.96468943,0.9483601,1.0,1.0,1.0,1.0,1.0,0.6144966,0.6144966,0.67724043,0.68390375,0.7853613,1.0,1.0,1.0,1.0,1.0,0.2,0.5,0.1,0.26666668,0.016666668,0.8,0.5,0.9,0.73333335,0.98333335,0.9741567,0.47521195,0.6737602,0.6081048,0.2910201,0.85583204,0.26271564,0.40243536,0.34014404,0.39187875,0.6,0.6,0.6,0.53333336,0.55,0.0,0.2,0.3,0.36666667,0.38333333,0.6,0.4,0.3,0.16666667,0.16666667,1.0,0.6399999,0.66336626,0.55362314,0.5916399,0.0,0.36000007,0.3366337,0.44637683,0.40836012,1.0,0.27999982,0.32673258,0.10724632,0.18327972,0.71257156,0.7096221,0.57190764,0.64281845,0.7586025,0.19016322,0.2867783,0.26210824,0.33210608,0.36751482,0.9383692,1.295808,1.4606303,1.392828,1.2834512,0.4168302,0.57671624,0.56616414,0.5073424,0.5085413,0.58316976,0.4232838,0.43383586,0.4926576,0.4914587,-0.16633955,0.15343244,0.13232827,0.014684774,0.01708256
14,SZ300628,0.03800345481345289,0.631578947368421,,,,,,2026-05-12,-0.0048943465,0.019062366,-0.2567544,0.008500797,0.44594654,0.0056672236,0.29729906,-0.0077279196,-0.4054019,1.0049185,1.013461,0.9943049,1.0049889,0.94563913,0.96504915,0.88997567,0.85347974,0.99740773,0.97752774,0.9671983,0.94972414,0.91790104,0.91694313,0.023189027,0.019940233,0.027793046,0.05256928,0.04557432,0.013616408,0.004115653,0.0038414511,0.005635505,0.00025987028,0.86198574,0.39050674,0.6686308,0.8906423,0.009916827,-0.0047605643,0.014281262,0.013782056,0.00038411902,0.07539072,1.013461,1.013461,1.013461,1.013461,1.013461,0.9402025,0.9402025,0.89127153,0.8130899,0.8130899,1.0008786,0.9749406,0.96825695,0.9651002,0.95588815,0.95946103,0.9526242,0.9248193,0.8522896,0.8754284,0.8,0.9,0.95,0.96666664,0.98333335,0.81625324,0.81625324,0.8898348,0.93281955,0.93281955,1.0,1.0,1.0,1.0,1.0,0.4,0.7,0.05,0.06666667,0.53333336,0.6,0.3,0.95,0.93333334,0.46666667,0.50317895,0.69661885,0.6849246,0.6942087,0.51613206,0.66539836,0.68063176,0.86974615,0.7607847,0.4670928,0.8,0.6,0.55,0.6,0.51666665,0.2,0.3,0.35,0.33333334,0.45,0.6,0.3,0.2,0.26666668,0.06666667,0.930435,0.6968782,0.7273112,0.7093338,0.50178564,0.06956498,0.3031218,0.2726888,0.29066622,0.49821436,0.86087006,0.39375636,0.4546224,0.41866758,0.003571253,1.090581,0.9826863,0.98083603,0.84475607,0.8785173,0.22734833,0.2211133,0.4453862,0.42361772,0.3515843,1.2761589,1.5189457,1.8075076,1.8257239,1.5293745,0.6035273,0.40259066,0.53816617,0.51244867,0.467949,0.39647272,0.59740937,0.46183383,0.4875513,0.532051,0.20705459,-0.19481868,0.076332346,0.024897387,-0.06410202
15,SH600023,0.037889049300622556,0.8421052631578947,,,,SH600023,浙能电力,2026-05-12,0.008445919,0.021959513,0.3846132,0.010135174,0.4615391,0.003378421,0.15384772,0.0016891658,0.07692182,0.99162483,1.0100503,0.9882747,1.0013994,0.9547739,0.9715243,0.91289777,0.92294806,0.82412064,0.9832496,0.9755444,0.95636517,0.9448911,0.9156896,0.013400352,0.01469208,0.026184598,0.028485395,0.04484723,0.008375217,0.0028221915,0.004003728,0.0025701367,0.0022309378,0.97656196,0.33823442,0.8182864,0.6309132,0.7547508,-1.7731633e-08,0.011755749,0.0055994242,0.017841898,0.018497773,1.0100503,1.0100503,1.0100503,1.0100503,1.0100503,0.94974875,0.93802345,0.9061976,0.89614743,0.8224455,0.99329984,0.9876047,0.9788945,0.9715243,0.9567839,0.9755444,0.96348405,0.9273032,0.91758794,0.8901172,1.0,1.0,1.0,1.0,1.0,0.83333284,0.8604647,0.9032255,0.9117644,0.94642836,1.0,1.0,1.0,1.0,1.0,0.2,0.3,0.1,0.26666668,0.016666668,0.8,0.7,0.9,0.73333335,0.98333335,-0.7987046,-0.056813683,0.5648818,0.2920453,0.24711385,0.098661125,0.593674,0.5994208,0.5590984,0.42267415,1.0,0.6,0.7,0.6666667,0.6333333,0.0,0.3,0.2,0.26666668,0.31666666,1.0,0.3,0.5,0.4,0.31666666,1.0,0.6440675,0.7599999,0.63068175,0.64957255,0.0,0.35593247,0.24000014,0.36931828,0.35042745,1.0,0.28813505,0.5199997,0.26136348,0.29914507,1.0474519,1.1880141,1.0453548,1.1618574,1.2549855,0.15151322,0.385631,0.33643916,0.5183019,0.5398129,0.47302312,1.1110171,1.1602062,1.3229016,1.1457658,0.55982006,0.47904113,0.52416664,0.45109448,0.4766959,0.44017994,0.5209589,0.47583336,0.5489055,0.5233041,0.11964012,-0.041917764,0.04833329,-0.09781102,-0.04660819
16,SH600674,0.03716152211958179,0.9473684210526315,,,,SH600674,川投能源,2026-05-12,0.0065061543,0.022771599,0.28571355,0.012361752,0.5428583,0.0039036928,0.17142813,-0.0019519051,-0.08571664,0.9935359,1.0122819,0.98965746,0.99924666,0.9896514,0.96960974,0.947658,1.0148816,0.88947177,0.9901759,0.9864926,0.9700744,0.9708727,0.9680936,0.0055485596,0.010053542,0.02199649,0.020927694,0.037681013,0.0024574425,0.002244413,0.0033318317,0.0006940707,0.0008274171,0.49039522,0.45685533,0.8030219,0.08524451,0.14706309,0.0049091903,0.0034075459,-0.001726836,0.019063294,0.007497639,1.0122819,1.0122819,1.0122819,1.0187521,1.057535,0.981905,0.9566804,0.92115086,0.92115086,0.88752794,0.99069476,0.9929013,0.98862505,0.98862505,1.0,0.9874562,0.9838413,0.9468712,0.947658,0.9325199,1.0,1.0,1.0,0.96666664,0.80833334,0.5956845,0.7791093,0.8652287,0.8078701,0.6615725,1.0,1.0,1.0,0.033333335,0.36666667,0.6,0.2,0.15,0.43333334,0.016666668,0.4,0.8,0.85,-0.4,0.35,0.88479453,0.5087037,0.5001485,0.47968632,0.6184822,0.59901476,0.6339865,0.6934125,0.64837986,0.5300076,0.6,0.5,0.45,0.36666667,0.45,0.4,0.4,0.45,0.56666666,0.48333332,0.2,0.1,0.0,-0.2,-0.033333335,0.7858266,0.7832095,0.6767427,0.47291958,0.5900915,0.21417338,0.21679051,0.32325736,0.5270804,0.40990847,0.57165325,0.566419,0.35348532,-0.05416085,0.18018307,0.65969914,0.62956583,0.62299526,0.60638434,0.6730764,0.21351752,0.19533648,0.25454673,0.22886394,0.328624,1.5539776,1.4362193,1.8246964,1.5024539,1.3419505,0.92069894,0.64702404,0.57134455,0.5203996,0.52512383,0.079301044,0.35297596,0.42865545,0.47960043,0.47487617,0.8413979,0.29404807,0.14268914,0.04079915,0.05024768
17,SZ000725,0.03703212255949672,0.9473684210526315,,,,,,2026-05-12,-0.0047732983,0.021479663,-0.22222407,0.009546477,0.4444426,0.007159888,0.33333334,-0.007159888,-0.33333334,1.0047961,1.0143884,0.9928058,1.0043858,0.9783473,1.0048609,0.9615555,0.95669466,1.0335838,1.0034467,0.999072,0.99129474,0.9772574,1.0019517,0.0040548053,0.009416523,0.019838326,0.026429461,0.040131267,-0.001016345,0.00079540414,0.0020931682,0.0025485174,-0.0012324458,0.15706603,0.065404244,0.38964245,0.7206099,0.28765357,-0.0014140646,-0.0026513503,-0.0111798495,-0.014210844,0.03440545,1.0193151,1.0193151,1.0407064,1.0407064,1.1008734,0.9810632,0.9783473,0.954426,0.9327742,0.923176,1.005833,1.005833,1.005833,1.0048609,1.0433054,1.0,0.9941671,0.9664163,0.947415,0.9615555,0.3,0.5,0.55,0.7,0.43333334,0.495055,0.52852875,0.5282085,0.62285244,0.43233064,0.4,0.7,0.4,0.6,0.21666667,0.2,0.5,0.25,0.1,0.46666667,0.2,0.2,0.15,0.5,-0.25,0.047678027,-0.035989482,0.5896668,0.71531624,0.5592197,0.34278524,-0.10638941,0.44803047,0.5343619,0.2576845,0.6,0.5,0.5,0.43333334,0.41666666,0.4,0.5,0.5,0.56666666,0.56666666,0.2,0.0,0.0,-0.13333334,-0.15,0.7130435,0.48070157,0.583174,0.5643045,0.47941494,0.2869565,0.51929843,0.416826,0.4356955,0.52058506,0.426087,-0.038596857,0.166348,0.128609,-0.04117015,1.0862224,0.9468865,0.9800994,0.87388915,0.968197,0.14504305,0.23300809,0.37867254,0.35374925,0.35453308,0.9956921,0.7863606,1.3205203,1.3142152,1.185501,0.29435578,0.4635005,0.53506523,0.522772,0.49935967,0.70564425,0.5364995,0.46493477,0.47722802,0.50064033,-0.41128844,-0.07299899,0.07013045,0.045543995,-0.0012806432
18,SH600030,0.036905003292840965,0.7894736842105263,,,,SH600030,中信证券,2026-05-12,-0.0047531975,0.011334565,-0.41935423,0.0032906835,0.29032287,0.0032906835,0.29032287,-0.0047531975,-0.41935423,1.0047759,1.0080823,0.9966936,1.0021693,1.0,0.97282195,0.8871914,0.905956,1.0169379,1.0008636,0.99579877,0.9801672,0.94969004,0.9633206,0.007248272,0.013563725,0.01945641,0.04684202,0.046745133,-0.0016107577,0.0024660407,0.0029582425,0.004958078,-0.0006532759,0.12346146,0.3030079,0.80911475,0.8682746,0.05956901,0.00235799,-0.006895945,-0.008270493,-0.021582177,0.055951014,1.0227662,1.0227662,1.0227662,1.0227662,1.0358893,0.9827329,0.9570205,0.9188145,0.8732121,0.8732121,1.0052142,1.0037308,1.0008525,1.0,1.0055574,0.9980073,0.98871917,0.9633345,0.8870475,0.9071073,0.4,0.45,0.725,0.81666666,0.7083333,0.43131888,0.6537235,0.7809927,0.84777296,0.7793835,0.2,0.6,0.8,0.8666667,0.033333335,0.8,0.1,0.05,0.26666668,0.6333333,-0.6,0.5,0.75,0.6,-0.6,0.7450479,0.6751261,0.16102438,0.5799356,0.15540183,0.79935443,0.7768541,0.8724324,0.83788145,0.45238134,0.4,0.5,0.55,0.46666667,0.43333334,0.6,0.5,0.4,0.5,0.55,-0.2,0.0,0.15,-0.033333335,-0.11666667,0.5,0.63496417,0.75628793,0.6381975,0.4860605,0.5,0.36503586,0.24371204,0.3618025,0.5139395,0.0,0.2699283,0.5125759,0.27639502,-0.027879015,1.2365918,1.274591,1.2755798,1.1083195,0.99677277,0.232601,0.33958712,0.5916143,0.5465305,0.44359693,0.51526237,0.8503823,2.3240566,2.2788007,2.21874,0.3810615,0.50762314,0.51039946,0.5044637,0.49896282,0.6189385,0.49237686,0.4896005,0.49553633,0.5010372,-0.23787701,0.015246251,0.020798981,0.008927358,-0.0020743832
19,SH600027,0.03680887849502429,0.7368421052631579,,,,SH600027,华电国际,2026-05-12,0.017175596,0.028625993,0.6,0.009541998,0.33333334,0.0019083995,0.06666667,0.009541998,0.33333334,0.9831144,1.0093808,0.98123825,0.9989331,0.93617016,0.9173486,0.8592471,1.0188216,0.90589195,0.9698854,0.94991815,0.9145663,0.9078287,0.93292415,0.020567654,0.026154742,0.042515412,0.044881277,0.046834625,0.012602306,0.008322175,0.0070696394,0.0024855768,-0.00052442314,0.9385783,0.9280775,0.9677647,0.2376981,0.03824102,0.0049099787,0.012632068,0.018272165,0.05613046,0.08254633,1.0093808,1.0093808,1.0093808,1.0187618,1.0357081,0.93237936,0.9007552,0.8533815,0.8440392,0.8440392,0.98494273,0.9661211,0.95073646,0.95073646,0.9811784,0.95515543,0.93191487,0.87332237,0.86923075,0.88297874,1.0,1.0,1.0,0.98333335,0.9583333,0.8781728,0.9136403,0.93986595,0.8926198,0.81369895,1.0,1.0,1.0,0.033333335,0.5,0.2,0.3,0.1,0.26666668,0.6333333,0.8,0.7,0.9,-0.23333333,-0.13333334,0.97140795,0.55764484,0.74654627,0.61452633,0.52700436,0.7950629,0.82121915,0.72938293,0.34411892,0.37670925,1.0,0.8,0.75,0.56666666,0.55,0.0,0.2,0.15,0.36666667,0.38333333,1.0,0.6,0.6,0.2,0.16666667,1.0,0.9243698,0.9343435,0.4748359,0.56886226,0.0,0.07563018,0.06565649,0.52516407,0.43113777,1.0,0.8487396,0.86868703,-0.05032818,0.13772449,0.75052273,0.72564995,0.6269809,0.72388,0.7342539,0.17782936,0.1938765,0.21066293,0.35653576,0.3702236,0.65863764,0.7800407,0.93945116,1.4724579,1.3949637,0.9311235,0.52660865,0.5937264,0.4299067,0.53061926,0.06887648,0.47339138,0.4062736,0.57009333,0.46938077,0.86224705,0.05321726,0.1874528,-0.14018664,0.061238486
20,SH601398,0.03472589723191332,0.7368421052631579,,,,SH601398,工商银行,2026-05-12,0.0,0.010695189,0.0,0.00802135,0.74999607,0.0026738392,0.2500039,-0.005347511,-0.49999216,1.0,1.0080214,0.99732614,1.002479,0.9962506,1.0133904,0.9801821,0.9812533,0.95982856,0.9936797,0.9988216,0.9996518,0.99975,0.98107475,0.007170096,0.008516922,0.010615064,0.01245518,0.025160968,0.0042849532,-0.0015192092,0.00013410648,-5.0284994e-05,0.001027096,0.8928577,0.291663,0.005586275,0.0012632186,0.508238,-0.0022495836,0.008014831,-0.00092582934,0.0009791169,-0.0113741085,1.0080214,1.0189948,1.0267682,1.0307705,1.0307705,0.97724706,0.97724706,0.97216594,0.962533,0.9161926,0.999143,1.0048206,1.0080342,1.0125334,1.0029994,0.98735934,0.99464375,0.9933583,0.9890734,0.9523299,1.0,0.7,0.6,0.56666666,0.75,0.7393489,0.5450096,0.50975996,0.54906756,0.73144466,1.0,0.2,0.4,0.16666667,0.5833333,0.2,0.6,0.1,0.3,0.21666667,0.8,-0.4,0.3,-0.13333334,0.36666667,-0.8854631,-0.89087385,-0.25777894,-0.05050771,-0.14171395,-0.8595798,-0.761815,0.0017582446,-0.018347017,-0.041494124,0.8,0.5,0.55,0.53333336,0.51666665,0.2,0.4,0.4,0.43333334,0.43333334,0.6,0.1,0.15,0.1,0.083333336,0.5660388,0.36842078,0.57489884,0.5396827,0.5424689,0.4339612,0.6315792,0.42510116,0.46031734,0.4575311,0.13207759,-0.2631584,0.14979766,0.079365335,0.08493783,1.0953579,0.96180505,0.87596506,0.9545347,1.05158,0.194461,0.2296009,0.19058564,0.24020082,0.31749845,0.9766482,0.97123855,0.7707971,0.836647,1.1521766,0.45779744,0.5469542,0.5168993,0.48111504,0.47947785,0.54220253,0.45304582,0.4831007,0.51888496,0.5205221,-0.0844051,0.09390839,0.033798557,-0.03776993,-0.041044265
21,SH601059,0.031749659559878775,0.9473684210526315,,,,SH601059,信达证券,2026-05-12,0.008225614,0.015276165,0.53846073,0.003525275,0.23076965,0.003525275,0.23076965,0.008225614,0.53846073,0.9918415,1.0034965,0.98834497,0.9972468,0.9850403,0.9758343,0.9637514,0.9729574,1.0316455,0.99228996,0.9833717,0.98311275,0.9744917,0.995771,0.0053913505,0.011777469,0.008768364,0.014917186,0.028474206,0.0013808908,0.0035464,0.0003603661,0.0013058879,-0.0011662713,0.16400746,0.8311568,0.059117872,0.593936,0.5116769,0.0049482314,0.0006695238,0.013463764,0.0065728887,0.03863402,1.0034965,1.0034965,1.0034965,1.0034965,1.0466719,0.982037,0.960219,0.960219,0.94289047,0.9411495,0.9949367,0.99228996,0.99102414,0.9856157,1.0266973,0.9896433,0.9762946,0.9787111,0.9588032,0.9660529,1.0,1.0,1.0,1.0,0.56666666,0.8370647,0.9192071,0.9192071,0.94230753,0.5577064,1.0,1.0,1.0,1.0,0.083333336,0.8,0.2,0.6,0.1,0.46666667,0.2,0.8,0.4,0.9,-0.38333333,0.94794005,0.7904608,0.46205008,0.42557445,0.5898707,0.8136828,0.43264794,0.5631607,0.62428534,0.10684125,0.6,0.6,0.55,0.46666667,0.46666667,0.4,0.3,0.4,0.5,0.5,0.2,0.3,0.15,-0.033333335,-0.033333335,0.73214257,0.6810342,0.64651173,0.5604114,0.46217337,0.26785746,0.3189658,0.35348824,0.4395886,0.5378266,0.46428508,0.36206844,0.2930235,0.12082278,-0.07565324,0.72850525,0.6333073,0.5670095,0.5381116,0.7631907,0.21401289,0.19041632,0.19392031,0.17316525,0.36175415,0.5559885,0.63614386,0.9632135,1.0199817,1.5673672,0.6433147,0.6782844,0.57904345,0.5095367,0.48582518,0.35668528,0.3217156,0.42095652,0.49046332,0.5141748,0.2866294,0.35656884,0.15808693,0.019073337,-0.028349612
22,SH601901,0.030801702703113294,0.7368421052631579,,,,SH601901,方正证券,2026-05-12,0.0041322196,0.013774093,0.2999994,0.0055096545,0.40000126,0.0041322196,0.2999994,0.0027547844,0.19999751,0.9958848,1.005487,0.99176955,0.99829715,0.9846547,0.9616368,0.95140666,0.9629156,1.061381,0.9951407,0.9819693,0.9763427,0.965601,0.9953751,0.004733183,0.01707639,0.014121461,0.02003524,0.041408245,0.0014066476,0.0052158423,0.0012249309,0.0018380751,-0.0017199647,0.22080253,0.85520107,0.26334918,0.65228754,0.52621746,0.0020460484,-0.0054405876,0.012020466,0.007746903,0.055363867,1.005487,1.005487,1.005487,1.005487,1.0745361,0.9822588,0.9498464,0.9498464,0.9268331,0.9268331,0.99897695,0.9966752,0.9892583,0.9815857,1.0383631,0.9915601,0.96649617,0.96368283,0.9450128,0.9549872,1.0,1.0,1.0,1.0,0.575,0.7637791,0.9013853,0.9013853,0.9302389,0.4953653,1.0,1.0,1.0,1.0,0.033333335,0.8,0.1,0.55,0.2,0.6,0.2,0.9,0.45,0.8,-0.56666666,0.5468944,0.70408875,0.51729697,0.25118983,-0.11977708,0.7275522,0.7185014,0.6779651,0.52063906,0.06886752,0.6,0.7,0.5,0.46666667,0.45,0.4,0.3,0.4,0.46666667,0.48333332,0.2,0.4,0.1,0.0,-0.033333335,0.75,0.7777778,0.6979167,0.5721392,0.44000006,0.25,0.22222222,0.3020833,0.42786077,0.55999994,0.5,0.5555556,0.39583337,0.14427845,-0.11999986,1.0637739,1.0180885,0.9677503,0.9749368,0.95858264,0.1404,0.24045604,0.30160376,0.29375455,0.2904896,0.8206026,0.7854177,1.4675683,1.1496253,1.3096302,0.3227609,0.52806103,0.5177725,0.50646436,0.48931798,0.67723906,0.47193897,0.4822275,0.4935356,0.510682,-0.35447818,0.056122042,0.03554501,0.012928772,-0.021364005
